LossBefore,Data-EnvTrajs-AverageReturn,Iteration,ItrTime,Data-EnvTrajs-StdReturn,Policy-MaxReturn,Data-EnvTrajs-MaxReturn,Policy-AverageAbsPolicyMean,ModelSampler-n_timesteps,Policy-TimeSampling,Policy-MinReturn,Policy-NumTrajs,Policy-AverageReturn,LossAfter,Policy-TimeAlgoOpt,Policy-TimeSampleProc,Policy-AveragePolicyStd,Policy-TimeStep,Data-EnvSampler-PolicyExecTime,Data-TimeEnvSampling,n_timesteps,Data-EnvTrajs-NumTrajs,Time,Data-EnvTrajs-AverageDiscountedReturn,Policy-AverageDiscountedReturn,Data-TimeEnvSampleProc,Data-EnvSampler-EnvExecTime,Model-TimeModelFit,Policy-StdReturn,Data-EnvTrajs-MinReturn
-1.1009143e-05,-41.302395525904316,10,29.549960136413574,34.50578961627883,4.59395407885313,-2.798985995204246,0.483243,440000,1.7078521251678467,-290.5895406231284,20,-143.19103250037878,-0.015754012,0.599292516708374,0.5614371299743652,0.727276,2.917213201522827,0.6039853096008301,0.9244480133056641,11000,5,193.02383875846863,-15.950550841693097,-63.75440259454896,0.0010614395141601562,0.29139065742492676,25.705280303955078,82.56684769208323,-99.92119360533026
-1.0906001e-05,-35.960248411764,11,30.417356252670288,33.33764072857201,-127.40664410591125,10.705763050077447,0.5142355,480000,1.8146271705627441,-267.2327268719673,20,-184.0605890955776,-0.019893799,0.6443326473236084,0.47157955169677734,0.72109056,3.0014097690582275,0.9511029720306396,1.340714693069458,12000,5,223.4455680847168,-8.60377237430751,-70.28653614290633,0.0009377002716064453,0.35584044456481934,26.07137131690979,36.27097087964004,-89.4154347906938
-1.0799807e-05,2.99691087237725,12,33.47575354576111,32.043835435750765,19.8499503582716,51.60238243545489,0.48208553,520000,1.9684696197509766,-82.61452154070139,20,-31.384754456579685,-0.014600927,0.6348800659179688,0.7162885665893555,0.7126108,3.3623147010803223,0.788933277130127,1.1410176753997803,13000,5,256.9279725551605,2.3172837423738133,-8.305280495417056,0.0016622543334960938,0.3174459934234619,28.96709132194519,23.62355016789998,-37.827842377647706
-1.07233445e-05,-24.366192398805843,13,32.79412627220154,26.82380863947555,343.7133145928383,-2.179166135060526,0.48856044,560000,1.8652570247650146,160.15899275243282,20,257.67475850768386,-0.017236631,0.6066856384277344,0.5634832382202148,0.7071748,3.1106514930725098,0.9272024631500244,1.3295645713806152,14000,5,289.7266206741333,-2.251065065834381,105.294360704309,0.001255035400390625,0.3672516345977783,28.350757360458374,49.14696871972734,-74.85131231976206
-1.0501675e-05,-33.66736117746028,14,35.36942005157471,40.69012174885992,-9.044753544032574,15.651558267693956,0.5030615,600000,1.8008356094360352,-108.06426639854908,20,-40.12320925462991,-0.013929835,0.6683681011199951,0.6588897705078125,0.69263184,3.172368049621582,0.7347118854522705,1.1100857257843018,15000,5,325.10273241996765,-18.935299423136712,-17.553005351528057,0.0006384849548339844,0.33677172660827637,31.08415985107422,21.487919232983412,-107.29595960616598
-1.02704025e-05,-44.93312321552571,15,32.01676845550537,31.031637354557557,185.84412097930908,-5.579596364702094,0.52317464,640000,1.6950342655181885,31.350661225616932,20,102.7674744028598,-0.015620768,0.6163492202758789,0.5691912174224854,0.6756556,2.926255941390991,0.6422634124755859,0.9855482578277588,16000,5,357.1259431838989,-20.212238801155447,35.21307705007175,0.0009691715240478516,0.31038546562194824,28.10218596458435,39.45566766710093,-88.89188428417447
-1.0058989e-05,-8.172749321546975,16,33.274301290512085,32.80055364970449,8.863445416092873,44.2616961779891,0.5045695,680000,2.0405826568603516,-43.42254292964935,20,-18.77015033205971,-0.015893517,0.620948076248169,0.5604605674743652,0.66277236,3.283046245574951,0.6662015914916992,1.0071237087249756,17000,5,390.4054892063141,-2.0912016706090832,-5.1634541414712825,0.001050710678100586,0.30982542037963867,28.979745149612427,12.932586511305127,-50.62644343162225
-9.836289e-06,-14.005209261285893,17,30.44861388206482,19.148112308255204,-33.3001167178154,11.97971865523875,0.5834673,720000,1.7688813209533691,-92.61113488674164,20,-65.06054211184383,-0.016526606,0.6983959674835205,0.49018025398254395,0.648427,2.997821569442749,0.6031765937805176,0.9265172481536865,18000,5,420.86089730262756,-3.841449654012653,-26.602347319349427,0.0006544589996337891,0.2935798168182373,26.519047737121582,18.918867617160952,-44.67779406444035
-9.636699e-06,-20.027985457517694,18,33.21703100204468,14.045063671566282,108.61488011479378,3.135388214455163,0.6105619,760000,1.6868064403533936,-21.81758537515998,20,41.011909926868974,-0.018140486,0.5848433971405029,0.6435751914978027,0.6359581,2.94309663772583,0.6341075897216797,0.9875147342681885,19000,5,454.085889339447,-5.528490174995174,14.04745003775265,0.0006277561187744141,0.32167744636535645,29.28346586227417,33.71586897049585,-33.50274914504408
-9.435871e-06,-19.191061587192785,19,31.80996537208557,22.462922041028133,-3.036634363234043,-0.17723327196051963,0.6911097,800000,1.8333213329315186,-85.35850475728512,20,-41.27822886947543,-0.01636607,0.6273338794708252,0.8560380935668945,0.6252386,3.356687068939209,0.738990306854248,1.1205339431762695,20000,5,485.9120771884918,-4.246512839124051,-17.572638828806213,0.00084686279296875,0.3471500873565674,27.329972743988037,23.688903499363047,-62.168778612436924
-9.259636e-06,1.049087381497568,20,33.38586950302124,21.300035964474446,38.57532215118408,42.89753835814651,0.6614086,840000,1.6593725681304932,-191.23886630684137,20,-41.92104954756796,-0.016742297,0.6947131156921387,0.41086745262145996,0.6128058,2.8041505813598633,0.8514404296875,1.2504050731658936,21000,5,519.3039269447327,1.3444669379967646,-18.63501180518681,0.0009474754333496094,0.36268115043640137,29.32860803604126,47.55013844741376,-12.77086526870198
-9.069924e-06,16.91056485436882,21,33.963765382766724,16.35571830052874,-98.12513481080532,35.678569325269784,0.6770657,880000,1.554328203201294,-185.31238074600697,20,-136.1379897158593,-0.0148883,0.5435266494750977,0.5856363773345947,0.6010548,2.7285351753234863,0.6986508369445801,1.0696220397949219,22000,5,553.2801909446716,6.963875495270668,-58.59668147629996,0.0008015632629394531,0.33890676498413086,30.160197019577026,20.431565989857802,-5.718819547669044
-8.826942e-06,2.5033310427355824,22,35.44355368614197,16.473656368267005,-85.20745459198952,31.469056925213405,0.6321345,920000,2.304603099822998,-153.18050660938025,20,-123.04090687297284,-0.014816553,0.7035479545593262,0.9274311065673828,0.58309984,4.011690139770508,0.6842761039733887,1.0497324466705322,23000,5,588.7313170433044,6.88724875732064,-49.22749914871867,0.0007085800170898438,0.3349606990814209,30.37942886352539,19.86082065997894,-13.618248371318291
-8.506144e-06,8.271736060675767,23,34.42413663864136,8.610122688880582,-11.6874361038208,19.753759695825263,0.615522,960000,1.840036392211914,-103.88571586459875,20,-68.05342374965548,-0.015310232,0.7249815464019775,0.5835528373718262,0.5666637,3.214991569519043,1.1438968181610107,1.7164266109466553,24000,5,623.1657638549805,5.56787460463573,-29.786784722306965,0.0012459754943847656,0.513700008392334,29.489535570144653,22.87537271116733,-2.6951049344349034
-8.217627e-06,47.9968335034352,24,39.30134868621826,19.232494186880405,-5.57386539131403,82.89958243215898,0.6099445,1000000,1.8786308765411377,-135.31805612146854,20,-60.99572084774263,-0.017509736,0.6447484493255615,0.8567848205566406,0.5509346,3.448545455932617,0.8833029270172119,1.3215227127075195,25000,5,662.4742543697357,19.67102124927878,-25.62697034626018,0.0007851123809814453,0.39781808853149414,34.528547048568726,28.169926585637246,31.727548473857947
-7.986654e-06,23.77016007496801,25,35.68492126464844,23.764776615295293,87.546686001122,51.603493739111336,0.55421597,1040000,1.6304843425750732,16.819405518472195,20,57.59565730839968,-0.019545816,0.6799283027648926,0.3503272533416748,0.53805524,2.6823971271514893,0.7720255851745605,1.1723575592041016,26000,5,698.1652574539185,10.87953245880577,25.30533950992908,0.0009455680847167969,0.36231493949890137,31.825912952423096,18.48336969586355,-6.604350939633332
-7.820847e-06,39.0394361279372,26,33.54788112640381,25.783859346504144,79.48968534171581,66.13127107011479,0.54726154,1080000,1.8000802993774414,14.761150531470776,20,44.95670673521236,-0.016883591,0.6091089248657227,0.5517432689666748,0.52867746,3.0428831577301025,0.5809996128082275,0.887704610824585,27000,5,731.7233216762543,9.477870628298714,19.33051661460235,0.0009486675262451172,0.2770266532897949,29.613922357559204,21.403619231100922,-9.863371960010817
-7.6014403e-06,23.964149027020675,27,34.38932967185974,42.04395603662552,129.80023688077927,66.1449747070237,0.55781525,1120000,1.5046889781951904,2.5483967885375023,20,75.15493853092194,-0.015038834,0.5401220321655273,0.5957355499267578,0.51810247,2.710261344909668,0.565032958984375,0.8783173561096191,28000,5,766.1194622516632,7.936670256632816,29.524347672441344,0.0009200572967529297,0.28493475914001465,30.79748773574829,34.92592332336554,-34.33147756351377
-7.406174e-06,37.55518900027757,28,33.50795364379883,31.363536527940553,79.25573612004519,89.12561496639073,0.5992715,1160000,1.6764163970947266,-43.13713201507926,20,0.7202474921941757,-0.015241393,0.5895609855651855,0.5117545127868652,0.5094159,2.8575093746185303,0.5768017768859863,0.8820717334747314,29000,5,799.6334583759308,12.012874641705789,-2.3560088524242984,0.0007123947143554688,0.2760148048400879,29.765786170959473,34.288547416479396,-5.921969654596576
-7.1971776e-06,64.9537122389236,29,34.19414496421814,12.872749795126706,52.37157525122166,83.91833049295377,0.5401468,1200000,1.7200884819030762,-81.09180970862508,20,-15.927987813018262,-0.0160193,0.6985383033752441,0.39235734939575195,0.4990192,2.840750217437744,0.724804162979126,1.1313350200653076,30000,5,833.8360068798065,26.107227545760907,-3.6653413977821443,0.0009989738464355469,0.3720836639404297,30.21703577041626,30.483425657184693,47.73607260484557
-6.9336825e-06,79.28663343726677,30,35.15648889541626,20.929130094193955,141.27647511661053,113.16051783370233,0.57256407,1240000,1.9685919284820557,16.45543998479843,20,88.81073396131396,-0.0163963,0.7078289985656738,0.43666839599609375,0.48434982,3.141134738922119,0.6890337467193604,1.0376548767089844,31000,5,869.0010766983032,24.82576496190743,37.56533377935524,0.0008718967437744141,0.31363987922668457,30.969444513320923,33.53485445580641,52.485735819001555
-6.6800785e-06,75.95661240909484,31,34.48369002342224,20.644465589095162,246.98014050722122,114.58949131890256,0.6192417,1280000,1.8245384693145752,129.88435658812523,20,200.87610306069254,-0.018321073,0.7527697086334229,0.5365209579467773,0.47242284,3.162357807159424,0.7269492149353027,1.077592372894287,32000,5,903.4938299655914,30.042435766444772,77.3084467902691,0.0008695125579833984,0.3184390068054199,30.240620613098145,26.916822537557742,52.46443604328031
-6.4918154e-06,111.99231459625314,32,35.55244970321655,28.042129784370164,207.1949627250433,166.2078699179745,0.62331843,1320000,1.8059437274932861,40.941340416669846,20,98.24694717377425,-0.016127182,0.6564183235168457,0.5414834022521973,0.46332014,3.0318267345428467,0.8916933536529541,1.273911476135254,33000,5,939.0536270141602,45.77915185877199,36.71906973388775,0.0006246566772460938,0.3482508659362793,31.24270224571228,43.83380403160524,87.60230138951803
-6.2849826e-06,138.61407704206033,33,35.20355701446533,27.34260122295675,181.41567261517048,180.44890564556766,0.643221,1360000,1.7787652015686035,76.98063036799431,20,126.88968814350665,-0.017508648,0.6714980602264404,0.36984682083129883,0.45383167,2.880636215209961,0.6694493293762207,1.0126028060913086,34000,5,974.268548488617,57.05402734367626,54.49618586949371,0.0005884170532226562,0.31317806243896484,31.30759620666504,28.033859043342297,96.16836444272124
-6.165265e-06,136.03386121829564,34,36.787909269332886,21.57836212399201,217.6287338733673,159.22397681637736,0.67021435,1400000,2.00658917427063,83.61418522894382,20,134.24791873320936,-0.017600372,0.7008116245269775,0.4807093143463135,0.44778407,3.2461283206939697,0.7522196769714355,1.1067817211151123,35000,5,1011.0679359436035,58.65456988913515,48.95703265658605,0.000568389892578125,0.3229997158050537,32.429853439331055,40.75888953655027,96.58832617223922
-6.0014004e-06,111.38134231903757,35,37.19662380218506,21.73839962841964,10568.35947561264,151.2114721828239,0.69282633,1440000,2.188462018966675,26.782847233116627,20,1745.6390755005182,-0.020559903,0.6571180820465088,0.757183313369751,0.44103354,3.659003973007202,0.7931482791900635,1.1560418605804443,36000,5,1048.27583694458,39.73363409226462,390.718636962578,0.0006177425384521484,0.33169126510620117,32.375136375427246,2950.5586502694296,86.22586461391731
-5.778654e-06,132.29419478539262,36,36.0845410823822,10.965419276482562,209.39575691521168,144.72497687003388,0.69768816,1480000,1.759310007095337,59.12237726897001,20,128.36316148266195,-0.017962333,0.6950535774230957,0.6289248466491699,0.43195271,3.108860969543457,0.7823820114135742,1.153932809829712,37000,5,1084.3724200725555,46.31371238118473,43.87397245025379,0.001065969467163086,0.3389616012573242,31.817789554595947,31.128969935415018,113.0722190673629
-5.642974e-06,189.26928108588956,37,36.22726273536682,45.30676739313886,176.71369703114033,248.88553686327046,0.7072944,1520000,1.7959816455841064,-15.109948508441448,20,88.06316390559077,-0.021639476,0.5963616371154785,0.613879919052124,0.42496818,3.0647099018096924,0.7197625637054443,1.082871913909912,38000,5,1120.611157655716,67.21852092628316,25.319491488835517,0.0008027553558349609,0.3290724754333496,32.07598567008972,44.229828437632385,125.74202087124779
-5.5528444e-06,154.30849313333047,38,35.516785621643066,36.66222212295903,231.20000456273556,210.60301285429597,0.7047108,1560000,1.6996750831604004,16.284619599580765,20,153.18174186386167,-0.016939336,0.5856978893280029,0.6858115196228027,0.4210667,3.0205342769622803,0.6491661071777344,0.9888820648193359,39000,5,1156.133371591568,61.48150080601347,54.980543069868034,0.0009469985961914062,0.30851292610168457,31.501542568206787,51.74653116342378,109.4706366087164
-5.347901e-06,208.19689952327548,39,38.052156925201416,27.094804785991588,327.9270314872265,230.07710995095192,0.72058374,1600000,1.606475591659546,155.3158508092165,20,236.09758498854936,-0.017578362,0.6125810146331787,0.6019279956817627,0.4129355,2.9083502292633057,0.7102763652801514,1.0611515045166016,40000,5,1194.19034409523,82.85408490724649,87.60164682604677,0.0011336803436279297,0.318023681640625,34.07930135726929,48.957395882419796,155.20902258684438
-5.164609e-06,174.80014932292383,40,37.02375102043152,39.17855067101496,245.2831510901451,239.5099499958047,0.72188723,1640000,1.7183847427368164,117.56780424714088,20,196.50962794572115,-0.016722754,0.5749983787536621,0.6251027584075928,0.4058254,2.9497244358062744,0.6380348205566406,0.9708950519561768,41000,5,1231.2190883159637,70.86870553277762,72.43009226386167,0.0011019706726074219,0.3023083209991455,33.09965467453003,37.636975485784106,131.14947085204676
-4.9945374e-06,176.39226157483955,41,35.27376890182495,36.091935274330055,295.4307606816292,216.0878661065181,0.7357313,1680000,1.6425714492797852,147.39356502890587,20,245.47033997029067,-0.018247625,0.6067090034484863,0.618140459060669,0.3989641,2.930723190307617,0.6848382949829102,1.0469081401824951,42000,5,1266.5008368492126,70.03964870141075,93.61495316249291,0.0006136894226074219,0.3300056457519531,31.293659925460815,35.08581330369603,125.40287448159388
-4.8219204e-06,187.8449112095625,42,35.69654059410095,48.52210102113884,120.61758533120155,241.41640844209311,0.72653985,1720000,1.7235791683197021,9.521271899342537,20,68.24452370107174,-0.016880333,0.7010128498077393,0.5749406814575195,0.3918691,3.0422706604003906,0.6523230075836182,0.992896318435669,43000,5,1302.203058719635,65.25069601147676,24.471393166711135,0.0007224082946777344,0.3107476234436035,31.658806800842285,25.569582622502875,115.12502069530242
-4.627801e-06,189.00222774495597,43,37.500025033950806,51.31454066749325,297.1693401783705,248.96115208338,0.73814374,1760000,1.6209049224853516,113.16602519154549,20,207.2594208613038,-0.014104622,0.6359987258911133,0.506850004196167,0.38455734,2.7985105514526367,0.5905148983001709,0.9102585315704346,44000,5,1339.7179305553436,67.69310927020865,82.97201462884225,0.0008158683776855469,0.28786134719848633,33.78011608123779,39.99081802825203,104.96330349117989
-4.3950836e-06,159.46295139283902,44,37.97984457015991,21.78931577868707,251.48735836148262,192.74029813837902,0.76321214,1800000,1.7826695442199707,144.9905270934105,20,209.19095552414655,-0.020023048,0.6600191593170166,0.6722583770751953,0.37642854,3.167243480682373,0.7085487842559814,1.117475986480713,45000,5,1377.7039949893951,65.7308922537027,79.74149836368011,0.0006990432739257812,0.3738398551940918,33.691529273986816,31.589825224947976,126.90297200223367
-4.30341e-06,221.4885880475186,45,36.54110050201416,21.18214296552618,753.373686671257,244.83530542207012,0.75923395,1840000,1.8709073066711426,166.87064923346043,20,273.2623183950782,-0.023774646,0.646327018737793,0.7577431201934814,0.37290463,3.349151611328125,0.6033790111541748,0.9038052558898926,46000,5,1414.2504279613495,82.44326860456675,96.10196649779911,0.0008642673492431641,0.27283525466918945,32.28287744522095,134.49111802377115,192.34841702733365
-4.164857e-06,212.3407873865192,46,36.30057096481323,23.630134786383906,340.94508332014084,257.2376403285686,0.7484575,1880000,1.6117181777954102,182.4931667894125,20,259.36809380501506,-0.016554832,0.6277134418487549,0.6409518718719482,0.36716446,2.937598943710327,0.6438202857971191,0.9801528453826904,47000,5,1450.5579426288605,80.84003497660551,95.73761538134917,0.0008325576782226562,0.3016026020050049,32.37706685066223,47.008877139884326,191.62447153423062
-4.051244e-06,271.4954098430396,47,35.553229570388794,32.677423497941255,295.4818113297224,332.21070427113557,0.75912875,1920000,1.5569076538085938,60.87523090839386,20,188.23345190249384,-0.01593947,0.6415445804595947,0.5829458236694336,0.36267138,2.840762138366699,0.5708582401275635,0.8764960765838623,48000,5,1486.1155116558075,106.12276974477962,71.7920576676785,0.0006325244903564453,0.27837705612182617,31.83340287208557,47.36949996692883,235.10197594556575
-3.932942e-06,266.92283761058275,48,36.61216163635254,41.4314595123475,376.1017850190401,314.9921242453161,0.730434,1960000,1.600438117980957,158.17779012024403,20,298.17046419754627,-0.01565652,0.5659663677215576,0.4521818161010742,0.35830376,2.662252902984619,0.611821174621582,0.9241974353790283,49000,5,1522.7399623394012,107.0521167071023,113.8870960480161,0.0011208057403564453,0.2817552089691162,33.022390842437744,62.95744999265217,190.94610524367835
-3.7363604e-06,281.29644154490404,49,36.11013388633728,40.69936680189953,329.9587749838829,329.9817003135588,0.7508959,2000000,1.8339860439300537,186.95550924539566,20,244.33065987192094,-0.013308622,0.6554434299468994,0.5123138427734375,0.35311466,3.033395528793335,0.6756241321563721,1.020928144454956,50000,5,1558.8555481433868,106.64901867277354,96.04329207859553,0.0006172657012939453,0.31297731399536133,32.0527663230896,36.5683926826513,226.110688956229
-3.652078e-06,273.42907323426556,50,31.242631673812866,33.00506262644029,358.85300458967686,330.5451914552522,0.7798513,2040000,1.5352773666381836,220.77164581418037,20,285.455983389914,-0.018825023,0.554189920425415,0.22242379188537598,0.34918857,2.3253207206726074,0.628040075302124,0.9427862167358398,51000,5,1590.1100170612335,105.60889249840459,104.05293652800992,0.0010373592376708984,0.28504514694213867,27.971102476119995,35.042569206157864,232.9696883349192
