Iteration,Data-EnvTrajs-MaxReturn,Policy-TimeStep,n_timesteps,Data-EnvTrajs-StdReturn,Policy-AverageDiscountedReturn,Data-EnvSampler-EnvExecTime,LossBefore,Data-EnvSampler-PolicyExecTime,Data-EnvTrajs-NumTrajs,Policy-AverageReturn,Time,Policy-TimeSampleProc,Policy-NumTrajs,Data-TimeEnvSampleProc,Model-TimeModelFit,Policy-MinReturn,Policy-TimeSampling,Data-EnvTrajs-AverageDiscountedReturn,Policy-MaxReturn,ItrTime,Data-TimeEnvSampling,Policy-TimeAlgoOpt,Policy-StdReturn,LossAfter,Policy-AverageAbsPolicyMean,Data-EnvTrajs-MinReturn,ModelSampler-n_timesteps,Data-EnvTrajs-AverageReturn,Policy-AveragePolicyStd
10,19.494287276289185,2.400989294052124,11000,31.54572788789114,-70.33692575739336,0.3357090950012207,-1.20840195e-05,0.8320014476776123,5,-168.85950789749623,189.47689533233643,0.34348154067993164,20,0.0007624626159667969,25.25404644012451,-208.84467814862728,1.4516046047210693,-12.877924302705136,-129.70492570102215,28.86091637611389,1.2022626399993896,0.5696706771850586,22.822456529812957,-0.01613739,0.5418421,-67.36921948957813,440000,-38.29948727302424,0.8093573
11,33.89835864936159,2.8779211044311523,12000,51.69326710179942,31.57728046214914,0.37411046028137207,-1.1890271e-05,0.8722236156463623,5,117.45437475480139,219.6471676826477,0.5577795505523682,20,0.0012598037719726562,26.000295639038086,18.35415817797184,1.6825530529022217,-24.37331530598239,236.1947454661131,30.16481351852417,1.2823562622070312,0.5820517539978027,64.01185819624149,-0.020738637,0.6652238,-109.42008415581584,480000,-57.86753669857535,0.79522413
12,-35.66624257201028,2.585245132446289,13000,37.320260538941646,-1.354786585792589,0.3622150421142578,-1.1821513e-05,0.934135913848877,5,94.82131009437144,252.1513979434967,0.3438401222229004,20,0.0009856224060058594,28.574145078659058,-177.0371548831463,1.5977275371551514,-31.122880262607243,1806.7352128177881,32.49976086616516,1.3352725505828857,0.6007521152496338,454.03607061163837,-0.023410454,0.6228802,-145.54683597862922,520000,-77.08077993689417,0.78827244
13,28.900750238473076,2.780792713165283,14000,26.96248495510084,-11.572123898210032,0.3191211223602295,-1.1660131e-05,0.7527427673339844,5,-23.948970453813672,284.3270106315613,0.47176218032836914,20,0.0009982585906982422,28.27640151977539,-87.69851948320866,1.6290688514709473,-2.2184633151183912,40.28809358179569,32.16729712486267,1.107236623764038,0.6367261409759521,37.29316234395511,-0.015316343,0.6037386,-53.832560668743184,560000,-16.16589573064773,0.77665275
14,53.35389383710356,2.5983259677886963,15000,49.69702078320447,-65.60121537470839,0.42051172256469727,-1.1519587e-05,0.9372720718383789,5,-165.25200168266892,319.7225148677826,0.36810779571533203,20,0.0009770393371582031,31.3908748626709,-269.06752613186836,1.560157299041748,-17.22814365428742,-68.70973934233189,35.38873052597046,1.396085500717163,0.6192278861999512,58.56532711023497,-0.015405117,0.5957932,-96.89363063457918,600000,-38.16786623982168,0.7654777
15,-5.962911828626353,2.486811399459839,16000,53.10345594819536,-122.94580367316709,0.39127492904663086,-1.13365395e-05,0.9184589385986328,5,-306.431430034712,351.0216815471649,0.400226354598999,20,0.0006785392761230469,27.449745655059814,-392.7584838718176,1.4795961380004883,-16.08639295822409,-187.07256096601486,31.29239249229431,1.3486764430999756,0.5899608135223389,45.87647197909255,-0.017032105,0.58592284,-140.59459925192348,640000,-53.258502480325525,0.7519253
16,-27.850543133690046,2.5270614624023438,17000,15.736218041028435,-43.93421067035584,0.42599964141845703,-1.1221133e-05,1.125885009765625,5,-114.17579121105373,383.2882513999939,0.3026454448699951,20,0.001439809799194336,28.123626470565796,-210.47000782936811,1.552391767501831,-23.193824399776894,-41.47835420072079,32.26178216934204,1.6073012351989746,0.647841215133667,43.304827167700665,-0.014640995,0.5764962,-64.61739247067483,680000,-43.77662041674971,0.74204075
17,36.945311401049594,2.500884771347046,18000,46.92004844098318,507.77068075280965,0.3996574878692627,-1.1138184e-05,0.9213612079620361,5,2233.526624991931,414.78983759880066,0.40235424041748047,20,0.001247406005859375,27.62578797340393,-130.29485307633877,1.4338531494140625,-14.492747678940356,12585.697469547391,31.49279475212097,1.3623809814453125,0.6144113540649414,3549.174554092282,-0.015930125,0.67827755,-98.72559263707166,720000,-24.379197132001522,0.73708415
18,23.58394001103683,3.4886581897735596,19000,17.51087985030974,-87.86516493768654,0.34044981002807617,-1.0996994e-05,0.7953493595123291,5,-202.1908881628886,447.27942299842834,0.5651164054870605,20,0.0010561943054199219,27.81485605239868,-354.9794098138809,2.205925703048706,-1.580838000761878,-151.50055964291096,32.48197054862976,1.1704516410827637,0.657555103302002,53.22625450794586,-0.017609892,0.59659445,-30.298153003072695,760000,-2.759476084726164,0.72712433
19,-17.354685333242283,2.384000539779663,20000,26.797014373946766,-12.817909523748753,0.602370023727417,-1.0673673e-05,1.4721674919128418,5,-43.34718480370939,479.09589171409607,0.32939720153808594,20,0.0006678104400634766,27.297816514968872,-95.2297725379467,1.4349639415740967,-12.898064164231283,-5.912620030343533,31.812121152877808,2.1270511150360107,0.5898580551147461,20.297440717417413,-0.015790267,0.5460658,-92.0626127804389,800000,-42.576621908335916,0.7039015
20,-32.392225828318864,2.679760694503784,21000,16.532505914889278,-135.44909751923615,0.45049166679382324,-1.0553637e-05,1.0144405364990234,5,-304.4877039544284,512.9444799423218,0.36516451835632324,20,0.0009801387786865234,29.64680767059326,-495.7850031554699,1.6253376007080078,-14.06245392839466,-139.50459460914135,33.84338188171387,1.5135512351989746,0.6603298187255859,112.02833919766407,-0.017424582,0.54150164,-77.68752902659962,840000,-45.2875958873703,0.6947365
21,7.863307775408437,3.2510762214660645,22000,25.69596419271361,-83.99816049012405,0.4281580448150635,-1.04122755e-05,1.1115245819091797,5,-193.56109797302634,546.4572942256927,0.6645100116729736,20,0.0009756088256835938,28.669602632522583,-351.6522411108017,1.8470680713653564,-16.416458543975345,-144.2327446565032,33.50720262527466,1.5823593139648438,0.6664094924926758,60.13634698168635,-0.015211488,0.53685826,-73.06115840536135,880000,-31.682340573761206,0.6846226
22,19.712955902854908,2.6629927158355713,23000,31.81317838384405,24.03354307506233,0.3675861358642578,-1.0180839e-05,0.9655020236968994,5,49.79989078436047,579.3951768875122,0.3424985408782959,20,0.0009970664978027344,28.893643856048584,-19.91825518757105,1.6359589099884033,-15.060164294131122,103.31744933128357,32.92988300323486,1.3702232837677002,0.6617827415466309,35.372489219325914,-0.016794052,0.5242933,-74.54440244972321,920000,-35.09110336360284,0.6704253
23,39.6276492242187,2.69645357131958,24000,56.09378621317193,-3.7353981440955435,0.32851648330688477,-9.92161e-06,0.7786810398101807,5,-17.841859609447418,614.7161078453064,0.4789698123931885,20,0.0006239414215087891,31.47062635421753,-61.98801478743553,1.520350694656372,-7.14986453495752,14.824855536222458,35.315349102020264,1.141664981842041,0.6436574459075928,22.3341658150515,-0.018432977,0.49340722,-105.09152093263287,960000,-39.86120250152457,0.65466934
24,16.86159961092907,3.448592185974121,25000,32.819520560770066,-64.14100089020396,0.34625911712646484,-9.802767e-06,0.8576815128326416,5,-160.49071801006795,652.9324519634247,0.6699826717376709,20,0.0007970333099365234,33.519721031188965,-210.44262287020683,2.015493392944336,-6.507107714869884,-99.0708325356245,38.21149134635925,1.2401769161224365,0.6740598678588867,32.79102286992658,-0.017250344,0.49055246,-69.35249519716668,1000000,-26.12437251989317,0.6442418
25,15.515279604158833,2.9357316493988037,26000,17.802369070535235,0.7570175580481828,0.4840810298919678,-9.56819e-06,1.1487390995025635,5,-8.659871241822838,689.6663956642151,0.4429488182067871,20,0.0011687278747558594,32.09901309013367,-49.07390369474888,1.7333242893218994,-7.928773313635816,40.11758133023977,36.71887803077698,1.6798062324523926,0.6942672729492188,29.12004549410487,-0.017162615,0.45809498,-37.932664985213165,1040000,-14.161359333143835,0.63052356
26,67.24115988587897,3.0473272800445557,27000,42.1576533589039,5.992862761620548,0.3990814685821533,-9.379127e-06,0.9703938961029053,5,6.889977611042559,723.8078756332397,0.5916087627410889,20,0.0010836124420166016,29.661247730255127,-58.559973020106554,1.804800271987915,-0.056420375831268285,56.39498196542263,34.12710165977478,1.415170431137085,0.598846435546875,25.788428039078195,-0.014960918,0.47452137,-50.1281651139215,1080000,2.097109825999347,0.61819595
27,54.72416942016367,2.6129534244537354,28000,44.73174727826326,32.131031302951,0.3384075164794922,-9.158824e-06,0.8132579326629639,5,83.7602047611028,757.4508185386658,0.37402892112731934,20,0.0013916492462158203,29.831929445266724,9.830307610332966,1.5686275959014893,-4.985288319684078,126.08314865082502,33.63604140281677,1.1880040168762207,0.6375818252563477,28.179422709863054,-0.017403318,0.4764551,-73.26240013597251,1120000,-24.035844247844828,0.6058274
28,26.853389425645997,2.4775807857513428,29000,23.56188885014798,49.787507435729665,0.3547499179840088,-8.91566e-06,0.9151442050933838,5,130.19473047647625,790.7277326583862,0.32463908195495605,20,0.0009884834289550781,29.4846293926239,73.29507921263576,1.5359017848968506,-8.714883350007833,191.9253128990531,33.26976943016052,1.3038504123687744,0.6015541553497314,31.575026917684752,-0.018254261,0.5050238,-44.68210584037917,1160000,-11.331275939335862,0.59010047
29,45.8386567972289,2.694340705871582,30000,27.76194239227463,27.01013530341212,0.38981008529663086,-8.604996e-06,0.9992549419403076,5,64.56502299737186,824.9044649600983,0.42791318893432617,20,0.0009145736694335938,30.041456699371338,-37.22424042224884,1.5931017398834229,-4.960061852981546,134.02315758168697,34.17042326927185,1.431161880493164,0.6227703094482422,36.97609298442039,-0.017936401,0.49410886,-32.545676963498344,1200000,0.48526174090035423,0.5730361
30,54.99414914983473,3.0644171237945557,31000,58.96439410824929,-9.069886384728107,0.3419036865234375,-8.453143e-06,0.8524267673492432,5,-14.624969118833542,858.6618123054504,0.5891566276550293,20,0.0008432865142822266,29.447132110595703,-124.22025306522846,1.7988917827606201,-3.555344790399057,61.13695639371872,33.749791383743286,1.2351467609405518,0.6163828372955322,50.3259688871276,-0.018137991,0.49137434,-115.9897549256439,1240000,-12.692364905779137,0.5649757
31,38.08969849383937,2.711684465408325,32000,42.227135916746846,-100.30105181256987,0.4231703281402588,-8.4424655e-06,1.3266353607177734,5,-248.98421940300614,893.3511123657227,0.3747069835662842,20,0.0008716583251953125,30.17285680770874,-303.9267231673002,1.5983543395996094,-1.5576343616248682,-145.50931631028652,34.67666506767273,1.7884762287139893,0.7127459049224854,45.69386539334554,-0.01794023,0.49294144,-69.23997656297146,1280000,0.7761810503478515,0.56260395
32,70.05460644504127,2.697941780090332,33000,25.888969213534644,40.469416479380506,0.4424440860748291,-8.199164e-06,1.288299322128296,5,98.07738542556763,927.9092698097229,0.4281010627746582,20,0.0012660026550292969,30.066497564315796,44.255896620452404,1.5744142532348633,16.022120596578446,142.4572373405099,34.55203652381897,1.7825844287872314,0.6444807052612305,29.98609016229396,-0.019141957,0.5435198,-3.8580177288762183,1320000,45.433930957758335,0.54881424
33,120.63438197951074,2.7146291732788086,34000,64.92310493294299,83.87265123442239,0.38399815559387207,-7.964746e-06,0.9333388805389404,5,202.38390854168682,963.5760860443115,0.42253661155700684,20,0.0040929317474365234,31.57784128189087,126.56981295347214,1.582463264465332,14.730383217627681,276.60829339921474,35.65531373023987,1.356478214263916,0.621614933013916,45.731318890004474,-0.019364526,0.51036465,-44.42049523281512,1360000,27.386116070749644,0.53650475
34,64.32555827539016,3.4313273429870605,35000,38.52206165889752,62.312508215377285,0.32445335388183594,-7.802934e-06,0.8580234050750732,5,156.58118137102574,999.727950334549,0.6172022819519043,20,0.0008106231689453125,31.482913732528687,17.506311014294624,2.0919277667999268,0.44657074301980504,250.1466737613082,36.136393308639526,1.215562105178833,0.6745932102203369,55.619264112866766,-0.018107407,0.49930355,-46.12428337733692,1400000,-7.689346299094384,0.5284854
35,78.36997515451966,2.6670901775360107,36000,48.01860013323781,100.9714641905611,0.3309919834136963,-7.726301e-06,0.8426215648651123,5,342.9124121052213,1034.2417132854462,0.39962029457092285,20,0.0005197525024414062,30.63294816017151,132.80476827919483,1.5925745964050293,16.874010632585307,2798.0678810477257,34.507312297821045,1.2044014930725098,0.612903356552124,565.0530674539583,-0.018587522,0.5256857,-62.676528403643424,1440000,29.537969921804837,0.52349347
36,59.07213920523872,2.9201178550720215,37000,34.552928880221764,-9.184348018366085,0.33753490447998047,-7.5461767e-06,0.9176702499389648,5,-22.48498833235353,1071.7657256126404,0.5659501552581787,20,0.0011408329010009766,33.305957317352295,-142.30538566410542,1.613025426864624,10.913540544063212,65.07987336814404,37.520347118377686,1.2911581993103027,0.6694214344024658,48.03058226254191,-0.019780047,0.50621974,-47.01585511379667,1480000,14.18416053378688,0.51580316
37,72.58355061329492,2.5721545219421387,38000,34.30592545165461,30.069880895778624,0.36605095863342285,-7.4012614e-06,0.921015739440918,5,72.691355788894,1107.4014687538147,0.42890334129333496,20,0.0011563301086425781,31.718803644180298,4.131491951644421,1.5173916816711426,16.795497575128994,171.2480271756649,35.62740445137024,1.3278107643127441,0.576871395111084,51.373702789683335,-0.021608645,0.5845464,-27.031919184500914,1520000,30.778217910416025,0.50776976
38,84.39078434167807,2.4825522899627686,39000,60.65347008016121,104.95906143664165,0.35264134407043457,-7.261951e-06,0.8305602073669434,5,279.1837991377339,1143.025648355484,0.39263463020324707,20,0.0009872913360595703,31.91389012336731,211.2952591702342,1.4844577312469482,17.46295070765307,453.37283915281296,35.617265939712524,1.2176225185394287,0.585674524307251,53.94254552473836,-0.019561598,0.56987387,-84.81436539778585,1560000,33.772909306198,0.500816
39,112.91114103041593,2.6654865741729736,40000,49.08568925232705,517.0219893683645,0.3298642635345459,-7.1856452e-06,0.8245320320129395,5,1971.0885418381542,1179.3255128860474,0.44220542907714844,20,0.0009813308715820312,32.430254220962524,93.6367833763361,1.5644097328186035,21.755538268784353,6431.308949440718,36.29011678695679,1.1896743774414062,0.6335577964782715,1893.5954416131297,-0.027276421,0.6651504,-25.93605402883532,1600000,45.95231828560624,0.49725786
40,81.5123290925622,2.556440591812134,41000,58.262341834326655,24.350050287515824,0.4632298946380615,-7.1504383e-06,1.2653355598449707,5,67.60899541769177,1216.3570048809052,0.3492705821990967,20,0.0005459785461425781,32.67770481109619,-55.92525585740805,1.5925226211547852,4.31651190140054,144.81945151090622,37.01742911338806,1.779271125793457,0.5787980556488037,53.117054136711054,-0.019416116,0.6001694,-93.21755526674413,1640000,2.9362227297279646,0.49549484
41,32.37791558969813,2.5395991802215576,42000,21.913985312906984,364.17972173164367,0.33345603942871094,-7.088341e-06,0.8191149234771729,5,1384.786051861383,1252.3183636665344,0.30382513999938965,20,0.0010824203491210938,32.2266800403595,-144.11475928127766,1.6078426837921143,0.8413753727615493,13353.774692386389,35.956270933151245,1.1865715980529785,0.5945403575897217,2891.609981280936,-0.022547683,0.6523897,-30.46159595658792,1680000,-3.985561302154557,0.49208054
42,137.38588931233147,2.793257713317871,43000,44.77661588860334,29.489452763537948,0.33081507682800293,-7.0610768e-06,0.8191602230072021,5,48.515657995827496,1287.3017554283142,0.46615147590637207,20,0.0007903575897216797,30.99409532546997,-21.230023346841335,1.6626965999603271,28.839635214795656,123.62676739692688,34.97883486747742,1.1869428157806396,0.5964663028717041,43.89598759341874,-0.019050715,0.590195,20.130330552062393,1720000,48.23552192779463,0.48902306
43,124.01999366141463,3.485661506652832,44000,52.3995308653175,31.571834549606887,0.3536548614501953,-6.7505957e-06,0.8602652549743652,5,76.50524286068976,1323.7439148426056,0.6220083236694336,20,0.0008387565612792969,31.688552141189575,-74.5870889723301,2.1551103591918945,27.250722437636114,176.262151658535,36.42467427253723,1.247800588607788,0.6397159099578857,65.09863095117147,-0.021008844,0.5756456,-26.01208672444551,1760000,64.80347613113773,0.4761595
44,104.57023513146004,2.5534095764160156,45000,63.487576357583414,-52.67476433617505,0.3825666904449463,-6.5943004e-06,1.1581249237060547,5,-102.8700063098222,1360.107714176178,0.377164363861084,20,0.0010149478912353516,32.20702528953552,-175.4705128222704,1.5491864681243896,16.88298977835441,16.317210227251053,36.35617542266846,1.592695713043213,0.6156117916107178,48.000179310776126,-0.018520731,0.5786845,-58.475161276862806,1800000,22.818768360999833,0.46804264
45,70.76477128717976,2.5796854496002197,46000,17.840711774787863,-45.52201241678601,0.3349294662475586,-6.523682e-06,0.8521900177001953,5,-85.08568678088486,1396.4016287326813,0.42899298667907715,20,0.0010759830474853516,32.483036279678345,-229.88644702732563,1.5049002170562744,21.049279122608386,26.58694565296173,36.28779888153076,1.221564531326294,0.625676155090332,70.69781747777317,-0.019707488,0.59450907,16.591867043715148,1840000,39.72077727059775,0.46517864
46,47.305540256378414,2.883303642272949,47000,13.948455477078248,9.520152048278785,0.32647037506103516,-6.4287337e-06,0.8838131427764893,5,34.720622691884635,1433.0268471240997,0.4797654151916504,20,0.0008466243743896484,32.47719144821167,-83.13802144676447,1.6996665000915527,12.249068722984061,114.9566755592823,36.6114935874939,1.24808931350708,0.6495785713195801,46.57712351862224,-0.02140167,0.57316273,7.09977595573023,1880000,22.05948577670163,0.4600966
47,151.6570416552066,2.6174705028533936,48000,70.54325434746657,-33.61165750742056,0.36732053756713867,-6.2602985e-06,0.9359490871429443,5,-92.99825367238373,1468.2116947174072,0.38523244857788086,20,0.0010023117065429688,31.213073015213013,-308.86741165816784,1.53233003616333,19.799049308241777,29.468648925423622,35.175782203674316,1.341794729232788,0.6500849723815918,72.03586793365002,-0.021287043,0.56419325,-57.495494277201246,1920000,50.808162029747095,0.45321065
48,109.70368202796534,2.9918124675750732,49000,45.79790204691551,-1.9612632412627442,0.3225104808807373,-6.2350614e-06,0.8288896083831787,5,1.4075603157281875,1504.277176141739,0.4502396583557129,20,0.0009095668792724609,31.878519535064697,-74.64087280631065,1.7763168811798096,22.129369899762683,143.7654239833355,36.05736994743347,1.1834592819213867,0.7031102180480957,53.632051213754686,-0.022583451,0.57600415,8.050141696592778,1960000,70.03027238721013,0.45214018
49,155.1669115305131,2.540365695953369,50000,52.28400610478936,47.995653010607086,0.3580162525177002,-6.1739624e-06,0.9060401916503906,5,130.0067614229396,1539.501097202301,0.395235538482666,20,0.0010981559753417969,31.36468005180359,-15.546152152121067,1.51955246925354,18.07489700719436,314.3515456914902,35.21271824836731,1.3043146133422852,0.5688707828521729,80.0319388047158,-0.022898266,0.5841059,13.213487945774359,2000000,77.2600466550787,0.44979027
50,196.2668776658036,3.0139050483703613,51000,74.80269426604588,-12.752043016711927,0.35774803161621094,-6.056839e-06,0.8331890106201172,5,-35.68342783059925,1575.846958398819,0.5062642097473145,20,0.0007245540618896484,32.09725069999695,-130.99363261461258,1.8441059589385986,37.67907591803914,102.51001357287169,36.34007549285889,1.225898027420044,0.6199700832366943,50.67988646500248,-0.019334128,0.55256695,-7.140399155730846,2040000,82.00399224584706,0.44633365
