ModelSampler-n_timesteps,Data-TimeEnvSampleProc,Policy-AverageReturn,Policy-TimeStep,Data-EnvTrajs-MaxReturn,Iteration,LossBefore,Policy-TimeAlgoOpt,Policy-AverageAbsPolicyMean,Data-TimeEnvSampling,Policy-NumTrajs,n_timesteps,LossAfter,Policy-StdReturn,Data-EnvSampler-PolicyExecTime,Policy-AveragePolicyStd,Policy-AverageDiscountedReturn,Data-EnvTrajs-AverageDiscountedReturn,Data-EnvTrajs-NumTrajs,Data-EnvTrajs-MinReturn,Time,Policy-TimeSampleProc,Policy-MaxReturn,Model-TimeModelFit,Policy-TimeSampling,ItrTime,Data-EnvTrajs-AverageReturn,Data-EnvTrajs-StdReturn,Policy-MinReturn,Data-EnvSampler-EnvExecTime
640000,0.001667022705078125,-100.73972394615411,4.128639459609985,2.9415358453468414,15,-1.1074253e-05,0.932826042175293,0.54481494,2.0506603717803955,20,16000,-0.01811487,30.358518176048293,1.3801624774932861,0.733394,-47.006248319245636,-8.92526908598361,5,-53.5424237328318,375.6178050041199,0.5912601947784424,-51.09352517127991,29.852694272994995,2.5551278591156006,36.036373138427734,-30.58628139269293,20.757068581973954,-171.01921574771404,0.6030895709991455
680000,0.0008518695831298828,-71.6459141395986,2.8238091468811035,49.01202315886313,16,-1.0761124e-05,0.5638606548309326,0.5201989,1.666259527206421,20,17000,-0.016853515,25.50958966187108,1.1569604873657227,0.71052945,-30.58072751661179,-4.848328832711988,5,-51.66172014334334,415.0570387840271,0.6162314414978027,-34.69576820731163,34.93635177612305,1.5968947410583496,39.42958927154541,-3.9498747801638756,34.217888614522025,-151.0644505918026,0.4677245616912842
720000,0.0009102821350097656,-34.73733001537621,3.141144037246704,38.67642071081541,17,-1.0517757e-05,0.6078481674194336,0.47980273,1.3277723789215088,20,18000,-0.01810899,38.96029876915734,0.8959214687347412,0.69404787,-14.011626073438089,-16.748201791216054,5,-81.30501064142433,458.21146750450134,0.6334631443023682,13.990399807691574,38.67469048500061,1.8430359363555908,43.14742922782898,-43.34886668866436,43.57725698846636,-120.87650912255049,0.39305710792541504
760000,0.001096487045288086,-189.76862681098282,2.458869457244873,-5.57378776423955,18,-1.0413214e-05,0.6009345054626465,0.51593167,1.424149751663208,20,19000,-0.019357093,98.0007771898119,0.9760816097259521,0.68679965,-87.84847384903925,-10.98002580564984,5,-59.499345139818914,498.1465628147125,0.46991562843322754,-26.4656533151865,36.040262937545776,1.3573720455169678,39.927321672439575,-27.685625077041397,20.51968187312316,-373.1913665831089,0.4029204845428467
800000,0.0009562969207763672,-60.420754306949675,3.2042863368988037,-6.531820461656044,19,-1.0355271e-05,0.62343430519104,0.516557,1.3205838203430176,20,20000,-0.016672147,39.8407130017521,0.9068243503570557,0.68324786,-25.762685247472138,-26.212184606712196,5,-85.08777401302372,537.2332453727722,0.6172916889190674,46.749809607863426,34.55066967010498,1.8943769931793213,39.08010005950928,-54.608985944748966,27.51853340320737,-143.01866353303194,0.3767867088317871
840000,0.0067729949951171875,105.82068396620453,2.8485567569732666,-31.806077526153704,20,-1.0155954e-05,0.6121468544006348,0.53852165,1.8309376239776611,20,21000,-0.018815897,68.44901822970506,1.2597451210021973,0.66947407,38.10082759345407,-16.40703821709869,5,-59.74383503866503,576.6825861930847,0.5823845863342285,227.8338220268488,34.74963331222534,1.5979082584381104,39.4388792514801,-48.25477642499018,9.412832453167331,18.042671859264374,0.5242958068847656
880000,0.0010271072387695312,74.72039141468704,2.520362377166748,-12.671043490344477,21,-9.974728e-06,0.606529712677002,0.6045722,1.4207990169525146,20,22000,-0.015874911,50.901746932936305,0.9730136394500732,0.657861,23.234495515738526,-14.359486352857683,5,-77.04283314541657,618.229208946228,0.4377164840698242,217.93621423840523,37.59388017654419,1.447249174118042,41.53836679458618,-42.748023143890215,24.61934344154006,-29.00110711157322,0.40949440002441406
920000,0.0015964508056640625,243.37280380055307,3.985130786895752,60.20918552532693,22,-9.742539e-06,0.7898392677307129,0.64979684,2.3059799671173096,20,23000,-0.017535465,109.30053373180637,1.5934860706329346,0.64385056,87.53189905269265,14.225766039791418,5,-7.916568962983016,659.2418675422668,0.7039463520050049,451.9675613194704,34.71190309524536,2.460994243621826,41.007617712020874,29.97737991495752,24.617112033709102,11.990112416446209,0.6423990726470947
960000,0.004658699035644531,74.22417792640627,5.275148153305054,73.19392070964038,23,-9.570164e-06,1.0692896842956543,0.66798097,3.217555046081543,20,24000,-0.014388924,59.24275777531456,2.2430367469787598,0.632214,24.22959008117376,3.1214340490197525,5,-39.70584950469036,710.0746619701385,1.021714210510254,181.93799781799316,42.32000994682312,3.1238203048706055,50.82416558265686,24.960183329759616,39.64440228547146,-28.020461946725845,0.8912289142608643
1000000,0.001409769058227539,181.64623253997416,2.968277931213379,74.52506857026978,24,-9.473447e-06,0.5895178318023682,0.688298,2.807176113128662,20,25000,-0.01770769,96.93986617732861,1.9078710079193115,0.6258287,51.76978220753584,-4.500354842982268,5,-96.88341076730494,758.1123547554016,0.5981931686401367,323.40393191576004,42.24201583862305,1.7514543533325195,48.02160096168518,-9.829001304942787,62.37389538322954,-88.36839792132378,0.8164362907409668
1040000,0.0009686946868896484,168.18126622214913,3.2076263427734375,69.19656682509401,25,-9.329426e-06,0.5911717414855957,0.69713485,1.5351147651672363,20,26000,-0.018748345,82.26721451425853,1.0493042469024658,0.6168628,62.94233775383884,7.005965551364007,5,-9.820470959028329,806.0921409130096,0.6848351955413818,328.87390208244324,43.220050573349,1.8517241477966309,47.96578621864319,26.64022421042162,26.042542811184585,-83.21825233101845,0.44000697135925293
1080000,0.0009922981262207031,-188.10898371599615,2.799771547317505,45.89932551274654,26,-9.252187e-06,0.6362826824188232,0.7466803,1.6839234828948975,20,27000,-0.019441042,50.594163550036775,1.1615357398986816,0.6129605,-79.11207015083615,8.458818233534952,5,-18.05728643224581,851.8501026630402,0.5139868259429932,-56.38233633339405,41.26249384880066,1.6255624294281006,45.75084471702576,18.124651650274767,24.071639761244874,-252.91515196859837,0.4616267681121826
1120000,0.0008599758148193359,-28.313619382306932,3.000925302505493,79.19507810719958,27,-9.1054035e-06,0.6281619071960449,0.7719639,1.9873449802398682,20,28000,-0.018508743,51.85705844898577,1.4614982604980469,0.6032808,-17.536750173804062,6.385928368058668,5,-27.068986422193476,896.9011054039001,0.5458071231842041,61.91727231442928,40.055155515670776,1.7970633506774902,45.045860290527344,29.061842133743323,33.708252970787875,-111.05793403089046,0.4678325653076172
1160000,0.0014061927795410156,59.37814040724188,3.4599528312683105,48.13841653131356,28,-8.850381e-06,0.5919187068939209,0.79911065,1.42545485496521,20,29000,-0.018927343,59.67680580322239,0.9790213108062744,0.5889833,22.4644695191379,8.584455872548485,5,-32.89629469740783,941.6316635608673,0.8072099685668945,209.140272654593,39.8298602104187,2.030888795852661,44.72200417518616,20.548853507323987,29.825362634813178,-47.50281669199467,0.4059152603149414
1200000,0.001916646957397461,22.31855125948787,5.0864036083221436,16.361554898054077,29,-8.633694e-06,0.9068834781646729,0.8064891,2.1054489612579346,20,30000,-0.018135294,84.96760543183248,1.5675287246704102,0.57579494,4.593760990224278,1.6537989529474166,5,-18.796826476365542,987.5860862731934,1.1354289054870605,150.22688074409962,38.74268984794617,2.9964866638183594,45.94192385673523,0.5609342858424105,12.194412627729903,-282.8295999765396,0.46893310546875
1240000,0.0015943050384521484,-69.43873683270067,2.6303935050964355,20.103590335425565,30,-8.3888135e-06,0.5586743354797363,0.7599501,2.9921154975891113,20,31000,-0.020735364,46.54392249585237,2.0870707035064697,0.56299883,-32.75166823172528,0.2745644146263963,5,7.707757144918716,1031.7679553031921,0.4534332752227783,42.465858556330204,38.54473876953125,1.5543172359466553,44.17338180541992,14.317510872110082,5.132961304244427,-155.7042446732521,0.8211135864257812
1280000,0.0012671947479248047,42.986821899563076,2.656949996948242,144.52733484186544,31,-8.237402e-06,0.6113519668579102,0.73512954,1.4682104587554932,20,32000,-0.019237826,56.146905248991025,1.0178263187408447,0.55352896,17.28202135599379,29.455255871945514,5,-6.7647611825684,1076.0837242603302,0.4854164123535156,165.7217955738306,40.168938875198364,1.51308274269104,44.298062801361084,68.42557997760711,59.38320743729528,-59.07136705517769,0.409625768661499
1320000,0.0009613037109375,136.85339202843608,2.6680796146392822,167.159006905698,32,-8.11673e-06,0.5459895133972168,0.7141421,1.3587894439697266,20,33000,-0.018541567,56.62031174121167,0.950340747833252,0.5463859,48.732997264828555,10.107105585150522,5,-46.4375226105984,1121.4312715530396,0.5398519039154053,269.80222621560097,41.306153297424316,1.5402178764343262,45.33763003349304,50.65072123771748,75.82474267987001,34.42850150167942,0.36566615104675293
1360000,0.0009570121765136719,-46.542024959251286,3.387296438217163,136.3333252385941,33,-7.978584e-06,0.7721366882324219,0.73938775,1.4039101600646973,20,34000,-0.017046755,35.67278550888291,0.9732561111450195,0.5376219,-18.4994213409,33.20070385511959,5,46.66892530066861,1168.401249408722,0.5636899471282959,18.513955138623714,42.17029547691345,2.0143158435821533,46.96531534194946,82.33128596329217,31.60289500507808,-114.70881433784962,0.38448524475097656
1400000,0.0005207061767578125,-79.51343907676637,3.9081010818481445,135.06908195542366,34,-7.893437e-06,0.8175244331359863,0.7482964,1.2955653667449951,20,35000,-0.020490965,53.256018585670176,0.8974528312683105,0.53473175,-34.20481875220727,18.575696070922668,5,0.28342780037721194,1202.6294729709625,0.7538049221038818,49.855808302760124,29.012287378311157,2.303438663482666,34.21916699409485,49.468690216895,47.1981065096325,-154.25190150737762,0.3611617088317871
1440000,0.0014958381652832031,-28.936579821258782,2.741833209991455,130.39003920363544,35,-7.743586e-06,0.652996301651001,0.7379295,1.7453176975250244,20,36000,-0.015692485,42.92279844192505,1.1603202819824219,0.526304,-18.273332667665862,23.214110258275404,5,30.77170459971311,1236.3886353969574,0.3726928234100342,54.02230477333069,29.259942054748535,1.6716086864471436,33.75089454650879,65.95660605869134,36.27410470792282,-136.28427420556545,0.527193546295166
1480000,0.001617431640625,-136.9422708529979,2.42435884475708,145.81828172361529,36,-7.5895073e-06,0.570350170135498,0.76357836,1.8165583610534668,20,37000,-0.017772773,31.20380183834543,1.2509844303131104,0.5189071,-64.3707456121811,27.882555004899665,5,31.810511415124253,1272.5903282165527,0.3871195316314697,-82.41547980159521,31.950321435928345,1.4368791580200195,36.19478392601013,72.48756319330548,41.803349974363286,-190.59274569153786,0.5180518627166748
1520000,0.0006005764007568359,531.6980736959725,2.3753180503845215,118.01324706486317,37,-7.4712684e-06,0.5357711315155029,0.7921989,1.2797925472259521,20,38000,-0.017507859,2160.4096364039774,0.8792474269866943,0.51214087,123.72401358023743,19.44471512442748,5,16.82845194638091,1309.3417336940765,0.4503052234649658,9946.153078496456,33.081159591674805,1.3285636901855469,36.73840832710266,60.817753215302176,39.03165995449158,-54.80755650997162,0.3554041385650635
1560000,0.0009591579437255859,725.2565531838685,2.27233624458313,216.14453261617226,38,-7.408304e-06,0.5335123538970947,0.8485194,1.30275559425354,20,39000,-0.021959357,611.6782092762675,0.9215598106384277,0.50824624,185.57101793753077,34.298190541836654,5,1.4723293086709095,1347.3963215351105,0.2931785583496094,1965.6228273957968,34.467499017715454,1.413785457611084,38.04587650299072,100.98791558719904,72.46595294194545,-319.8018773198128,0.3411436080932617
1600000,0.0005936622619628906,16.54272543620318,2.4015729427337646,81.05493144796611,39,-7.3191095e-06,0.5437672138214111,0.8356679,1.087890386581421,20,40000,-0.022599326,1238.7607477894562,0.7402801513671875,0.50527,3.53802577147045,16.54227086264215,5,35.02618388890033,1382.9648633003235,0.43292665481567383,3285.443419277668,32.071420669555664,1.3878672122955322,35.56355810165405,55.06804797850024,14.770095508246593,-2715.619569003582,0.30788111686706543
1640000,0.0020644664764404297,-739.4289879068732,2.2811005115509033,-8.526853821345185,40,-7.3022097e-06,0.5511751174926758,0.8213138,1.248633861541748,20,41000,-0.020065485,1943.421352283689,0.8610122203826904,0.5040673,-134.67572392960054,-10.358080648602321,5,-64.2238465910294,1422.2127714157104,0.351940393447876,254.76246193051338,35.702702045440674,1.331214189529419,39.239983320236206,-22.68890966452674,20.95681416399344,-7228.247835546732,0.3510923385620117
1680000,0.0007729530334472656,-540.5439872387797,2.362006664276123,43.12486897609776,41,-7.21511e-06,0.5986347198486328,0.8167763,1.2107772827148438,20,42000,-0.024874778,1469.7766122876753,0.8533899784088135,0.49969286,-91.34300693133655,-2.052931666682454,5,-70.75433069993,1457.8528158664703,0.32900476455688477,127.33811497688293,32.053361654281616,1.3945152759552002,35.63381791114807,-5.166581410912738,49.3659266175879,-5197.079225510359,0.32347917556762695
1720000,0.0008096694946289062,-239.37375671975315,2.4520599842071533,31.997487715825084,42,-7.1137883e-06,0.5329098701477051,0.8216615,1.1710209846496582,20,43000,-0.018231345,1261.484798375734,0.8003664016723633,0.49424246,-39.58547002735992,-1.0663114076709845,5,-26.563662947745595,1495.4621577262878,0.3745429515838623,215.48560363054276,33.97709798812866,1.513340950012207,37.60485005378723,4.572510010093163,23.698157356064378,-5729.153371050954,0.3386414051055908
1760000,0.000690460205078125,-878.090063586086,3.3630025386810303,100.4280937886935,43,-7.0478177e-06,0.679581880569458,0.8425423,1.1624610424041748,20,44000,-0.023653291,2000.2036766953186,0.7991073131561279,0.49146298,-180.48695020048865,17.49188029981749,5,-78.72866836917781,1534.5080435276031,0.6606297492980957,59.953694969415665,34.508275747299194,1.9933221340179443,39.036381244659424,51.59199204937403,65.69969812375089,-6747.002207309008,0.3165006637573242
1800000,0.0008273124694824219,-1034.325334686786,4.159913778305054,106.28704851165897,44,-7.0316783e-06,0.8117508888244629,0.8796821,1.1207220554351807,20,45000,-0.025275148,2141.5947958102242,0.7742853164672852,0.48998103,-265.30891013333246,18.019765415401206,5,-7.014567848058375,1570.645637512207,0.785294771194458,54.39752724766731,30.843440532684326,2.5259811878204346,36.127371072769165,42.703795019726094,39.361147879735,-7381.783446446061,0.3161146640777588
1840000,0.0016274452209472656,-88.71518997978418,3.359449863433838,123.0268375326901,45,-6.9403663e-06,0.7429718971252441,0.78683203,1.9757084846496582,20,46000,-0.01841896,55.83844292431386,1.3468403816223145,0.4852925,-40.10256292882776,21.496715871199452,5,-37.99733064967956,1606.6033306121826,0.5526351928710938,12.891896963119507,30.61034083366394,2.0000898838043213,35.94991660118103,61.216653216859086,53.535004571919266,-184.9879595413804,0.5610711574554443
1880000,0.0014641284942626953,199.97154968641698,2.3967337608337402,245.73125770738108,46,-6.7394453e-06,0.5303993225097656,0.7951938,1.964012622833252,20,47000,-0.019727467,48.06810924749336,1.3616275787353516,0.47740632,72.54991416787054,36.75338414889526,5,68.17119432131594,1646.8578915596008,0.3709104061126709,277.30460226535797,35.87993669509888,1.4638915061950684,40.24489212036133,112.42336659638241,67.20864638617809,125.91579766571522,0.5377919673919678
1920000,0.0008959770202636719,140.70058893114327,2.400052547454834,176.46915132517006,47,-6.649316e-06,0.5792708396911621,0.80101043,1.1946165561676025,20,48000,-0.021374363,76.49432292537489,0.8468317985534668,0.47171262,46.81802697857975,40.56942972349928,5,57.86733104037325,1687.8335208892822,0.3230278491973877,317.5515967607498,37.36249852180481,1.4727959632873535,40.96331262588501,101.74665276986813,42.38743849635287,0.7709163576364517,0.314990758895874
1960000,0.0009229183197021484,115.61292204000056,2.417140007019043,160.27368316337026,48,-6.537751e-06,0.5558950901031494,0.8218769,1.1131222248077393,20,49000,-0.020693114,101.96372111577702,0.760460376739502,0.4668824,36.315439423921546,39.70283161451529,5,50.86425125822599,1728.8729207515717,0.40114903450012207,450.03628515452147,37.498873472213745,1.417661428451538,41.03199481964111,95.36223119068647,40.37230161391347,-87.65210375934839,0.31602048873901367
2000000,0.0009987354278564453,244.2642790619284,3.9827206134796143,212.18009377967203,49,-6.3022053e-06,0.835564374923706,0.8256193,1.1119213104248047,20,50000,-0.016940711,45.36476970453051,0.7681002616882324,0.45570493,87.63493796661713,39.133675279180906,5,30.346395451285005,1768.6357278823853,0.6610772609710693,342.9982053935528,34.65898108482361,2.4302709102630615,39.75751996040344,110.62732292284063,65.88160830160993,169.07642263174057,0.3120603561401367
2040000,0.0014836788177490234,60.32618948034942,1.5390710830688477,207.77302139594758,50,-6.1197047e-06,0.435014009475708,0.83958155,1.8986642360687256,20,51000,-0.017018804,77.3313226772856,1.3140380382537842,0.44812834,16.905476555919044,47.17217595185972,5,82.68893427893859,1801.3144662380219,0.1743183135986328,201.8597808778286,29.21338176727295,0.9189767837524414,32.65868926048279,156.37190399268943,41.33361647630129,-72.0914211422205,0.5266990661621094
