Policy-AverageReturn,Policy-TimeSampleProc,Policy-AveragePolicyStd,Data-TimeEnvSampling,Time,Policy-MaxReturn,Policy-TimeStep,Data-EnvTrajs-MinReturn,n_timesteps,Data-EnvTrajs-NumTrajs,LossAfter,Policy-TimeAlgoOpt,Data-EnvTrajs-AverageDiscountedReturn,LossBefore,Data-TimeEnvSampleProc,Data-EnvTrajs-AverageReturn,Data-EnvSampler-PolicyExecTime,Policy-AverageDiscountedReturn,Data-EnvTrajs-StdReturn,Policy-TimeSampling,Policy-NumTrajs,Data-EnvSampler-EnvExecTime,ItrTime,Data-EnvTrajs-MaxReturn,Model-TimeModelFit,ModelSampler-n_timesteps,Policy-StdReturn,Policy-AverageAbsPolicyMean,Iteration,Policy-MinReturn
17019.404363347006,0.3108515739440918,0.9159333,1.0514864921569824,168.0268931388855,17189.520514041185,2.6358988285064697,-7.673762237779602,11000,5,-0.0061617065,0.636411190032959,-2.697299879432054,-1.3256708e-05,0.0009732246398925781,-5.893280667550357,0.6801879405975342,6073.8666257405075,1.3570552384230323,1.6740245819091797,20,0.3389742374420166,6.348961353302002,-4.268869315743311,2.6585137844085693,440000,73.01943904434478,2.7364714,10,16923.399321638048
14877.560336079263,0.3787243366241455,0.90128577,1.2757184505462646,199.06362628936768,15428.57542415522,2.677807331085205,-6.740562759801492,12000,5,-0.0044855326,0.6024158000946045,-2.398228192741673,-1.3105159e-05,0.000865936279296875,-5.240638419516719,0.8600146770477295,4650.3632559651705,0.9910619050396949,1.6665887832641602,20,0.38048219680786133,31.026655912399292,-3.8437796484327658,27.069084644317627,480000,592.0746102692955,3.0455518,11,13450.845085697249
16069.737484448366,0.25426745414733887,0.887218,1.3380229473114014,230.50993585586548,16318.87751783384,2.256530284881592,-7.532694550012788,13000,5,-0.0061295005,0.5133519172668457,-3.0714914871852743,-1.2925286e-05,0.0012307167053222656,-6.049863055905784,0.8875186443328857,5401.577296778018,1.1723637099408184,1.4673304557800293,20,0.4145011901855469,31.434221506118774,-4.00058877451081,27.82888627052307,520000,135.6722447984165,3.219782,12,15716.225656259805
12755.833504167322,0.29806089401245117,0.8708833,1.356553554534912,261.80099511146545,13360.611535494798,2.4014358520507812,-6.420546478125666,14000,5,-0.0060799513,0.569141149520874,-3.2103471776881483,-1.2751758e-05,0.0006592273712158203,-6.002707349676838,0.8940811157226562,3493.574776619668,0.34326034413607204,1.5174272060394287,20,0.4213540554046631,31.28361964225769,-5.403233950342737,27.521671533584595,560000,172.05276489340068,2.6017187,13,12474.395694922656
3062.547311106784,0.38265085220336914,0.86534727,1.3867335319519043,294.262268781662,7414.3966145552695,2.3934664726257324,-5.9542500275568955,15000,5,-0.0034956506,0.5296475887298584,-2.773740467239157,-1.2691574e-05,0.0012516975402832031,-5.507823824819004,0.9276933670043945,728.0524336452839,0.5343578030168066,1.4589283466339111,20,0.4120140075683594,32.44618487358093,-4.501044149591186,28.661550283432007,600000,3023.331983394798,3.17455,14,-539.7493697768077
10655.988876274856,0.44386816024780273,0.85982513,1.603351354598999,327.2215852737427,11280.695586107671,2.5642497539520264,-6.014849415301714,16000,5,-0.008959254,0.5753269195556641,-2.935325211445533,-1.2648418e-05,0.0005929470062255859,-5.478159606865864,1.0829362869262695,3569.219025147726,0.3705765394239417,1.5160677433013916,20,0.47816014289855957,32.94926691055298,-5.0803895459761055,28.772674798965454,640000,246.6575900377101,5.008696,15,10251.38394129835
15395.216973163304,0.3922908306121826,0.85479504,1.391037940979004,359.3102412223816,16936.432442246936,2.4327120780944824,-6.414258056001155,17000,5,-0.0031057717,0.5226387977600098,-2.89682915192578,-1.2578875e-05,0.0009918212890625,-5.405956502130095,0.9226038455963135,4985.918860344481,0.5833258650026921,1.443110466003418,20,0.43036603927612305,32.0834641456604,-4.873083846887306,28.253681659698486,680000,936.5159018677751,4.393862,16,13714.019181915559
12339.167354826059,0.5275778770446777,0.84749025,1.5189063549041748,392.41712260246277,13933.49001949653,2.7682993412017822,-5.729028074637271,18000,5,-0.0053957487,0.5647881031036377,-2.321135252702612,-1.2501747e-05,0.0006840229034423828,-5.2322587923528285,1.014267921447754,3330.65188606241,0.3798800484732471,1.639958381652832,20,0.4605233669281006,33.097620487213135,-4.590268126842698,28.807267427444458,720000,1296.9359306079275,3.720701,17,9202.51144985808
14075.448929765233,0.4098978042602539,0.85019535,1.5654327869415283,425.11542654037476,15261.66005484201,2.800116777420044,-5.809336937355891,19000,5,-0.0030825436,0.5981714725494385,-2.6134538733666375,-1.2543629e-05,0.0010440349578857422,-5.258677579840866,1.0733742713928223,4265.2978381837775,0.4212915568063896,1.734715461730957,20,0.4484097957611084,32.68448090553284,-4.646468005069916,28.31251621246338,760000,1909.2997896761,2.2801034,18,8787.241927600466
13655.902747802413,0.3168046474456787,0.8299756,1.5558083057403564,450.86000514030457,14192.582881392911,2.3363053798675537,-8.024309438541453,20000,5,-0.0055731684,0.5527753829956055,-2.751031363110395,-1.2311058e-05,0.0011396408081054688,-6.163711722503857,1.0393216609954834,4202.9478685987815,1.100484207721986,1.439314842224121,20,0.47513246536254883,25.73734474182129,-4.8273033460010595,21.841846466064453,800000,337.4068637520784,2.6123888,19,12645.964190647006
14273.80422485699,0.38829612731933594,0.83092743,1.4981064796447754,478.7334837913513,14545.677158477716,2.4838223457336426,-7.6214285976256395,21000,5,-0.010675461,0.5530655384063721,-2.0694061938321546,-1.2308794e-05,0.0012583732604980469,-5.158752630265537,0.97283935546875,4544.343188455251,1.418922318039442,1.502180576324463,20,0.45489931106567383,27.86712408065796,-3.5597872781986393,23.878080129623413,840000,195.55864453306586,2.5183427,20,13876.406666598283
15149.510787624156,0.4068613052368164,0.8213698,1.3908517360687256,511.9089825153351,15407.047593934461,2.697312355041504,-7.946344590485811,22000,5,-0.0069948495,0.6082935333251953,-3.2680930246447666,-1.22090105e-05,0.0009584426879882812,-6.613427699174497,0.9497859477996826,4841.685864168863,1.2380247435691236,1.6530897617340088,20,0.40376853942871094,33.168293952941895,-4.454450005511724,29.07582950592041,880000,159.77670965118924,3.264516,21,14816.64907766506
16540.618484478513,0.4464395046234131,0.81568605,1.5053768157958984,545.8053467273712,18163.45234482363,2.674710988998413,-19.88424814396742,23000,5,-0.0073170466,0.574425458908081,-4.017346693920304,-1.2122448e-05,0.0010733604431152344,-12.391000417720125,1.0272583961486816,5797.64780559912,4.613298007699727,1.621131420135498,20,0.4353456497192383,33.882492542266846,-6.738860681552201,29.692692756652832,920000,1414.4425828804403,2.6781294,22,14733.065900930203
12230.429664719395,0.49619293212890625,0.81076086,1.322385549545288,578.1784281730652,14092.683572771959,2.864049196243286,-23.14622718210502,24000,5,-0.004956863,0.613619327545166,2.0436162416619608,-1.2061103e-05,0.0009913444519042969,-3.310224296812332,0.8800098896026611,3674.0584109006422,14.545560963285066,1.701674461364746,20,0.40832972526550293,32.36677312850952,15.88975351403918,28.177002906799316,960000,1462.6489582828813,3.8345547,23,8363.991885982454
7190.848616472766,0.5502119064331055,0.80373526,1.37833833694458,612.2133576869965,9485.68990341702,2.7023491859436035,-21.808795168118618,25000,5,-0.0066095716,0.534233570098877,-3.208379045790538,-1.1944995e-05,0.0005502700805664062,-11.408204716167901,0.9093766212463379,1991.7136496803207,17.54442034430281,1.5582249164581299,20,0.43474245071411133,34.02877163887024,23.625881767933706,29.945323705673218,1000000,1872.9747513139534,3.8011482,24,1067.2424680497497
5034.0445531771165,0.4486989974975586,0.78475803,1.5006673336029053,645.4790775775909,7433.781675436068,2.755903720855713,-21.28275511230995,26000,5,-0.006624313,0.5834684371948242,7.444559343040359,-1.17217205e-05,0.0006363391876220703,5.507136091101463,1.0117266178131104,1675.644125358334,13.741812203714497,1.6675763130187988,20,0.44770312309265137,33.255690813064575,16.438467483103626,28.99657678604126,1040000,1330.9254897079893,4.4394064,25,1728.5061353135388
15005.267045884602,0.42356276512145996,0.7786875,1.4063045978546143,679.8694431781769,16311.023173518479,2.9339892864227295,-19.544354337017346,27000,5,-0.004896721,0.6351113319396973,-0.6590772452379128,-1.164458e-05,0.0011169910430908203,-8.319892083653087,0.9300148487091064,4940.0012337219505,11.584794809939352,1.844012975692749,20,0.4331939220428467,34.38133907318115,7.918692285693461,30.03718876838684,1080000,1475.8191823573138,2.8549695,26,9767.207833617926
14622.382986427878,0.4133026599884033,0.7762893,1.5419573783874512,713.1816079616547,15307.871928234585,2.6110095977783203,-20.91349192923434,28000,5,-0.0049713366,0.5827739238739014,7.729587830236912,-1.1593651e-05,0.0009226799011230469,5.772667486530214,1.055161952972412,5029.236301200452,13.639504427453137,1.5843844413757324,20,0.4506359100341797,33.29824423789978,16.237521045611032,29.141929149627686,1120000,1089.7300193964734,4.6769238,27,10141.43538152054
13204.758828074298,0.41884350776672363,0.77132505,1.388312578201294,747.3961827754974,15196.108495368622,2.5411267280578613,7.453432163856023,29000,5,-0.0038148172,0.5815532207489014,13.356597311389617,-1.15106395e-05,0.0010352134704589844,15.563792141058139,0.9366507530212402,4045.018931150253,6.720514821412494,1.5152239799499512,20,0.41382288932800293,34.20506548881531,23.608286616539235,30.268056869506836,1160000,1836.4041280129775,4.699301,28,10813.010957773775
16461.26517289317,0.5339865684509277,0.76423216,1.2465462684631348,781.7898383140564,16858.600550483912,3.073577880859375,4.021042688297559,30000,5,-0.0053461804,0.6019959449768066,10.540929364376472,-1.138977e-05,0.0006184577941894531,11.073463885130531,0.8399527072906494,5680.783817918568,3.5438579629227935,1.8928604125976562,20,0.36992883682250977,34.38849449157715,13.396759245745608,30.064983129501343,1200000,250.6981721109781,5.0260696,29,15948.88969168812
13075.156261361752,0.35187649726867676,0.7564817,1.4648120403289795,816.4343559741974,15531.07914420031,2.4621760845184326,7.194507512274789,31000,5,-0.004538068,0.5559487342834473,10.778699523628928,-1.1299193e-05,0.0010666847229003906,11.228618440767807,0.9897933006286621,4065.69968011875,2.792786726562529,1.5278527736663818,20,0.4391024112701416,34.634636640548706,13.948111983175286,30.704169273376465,1240000,3481.16773440136,5.221624,30,307.6945707863197
17348.347868434434,0.33629584312438965,0.7527207,1.370957851409912,850.5396547317505,17475.09014270827,2.537109136581421,10.75167135069962,32000,5,-0.0049999948,0.5617811679840088,12.36298320856084,-1.1270258e-05,0.0010955333709716797,14.724336100700242,0.8904006481170654,6322.921193841508,2.6636886203433505,1.6126930713653564,20,0.4314870834350586,34.08578372001648,17.739346531180356,30.173410892486572,1280000,73.76581399061813,5.1138797,31,17182.96618869435
669.5161855826154,0.3826000690460205,0.7312183,1.3204739093780518,885.6920650005341,6943.180695245042,2.4594478607177734,14.684781854231776,33000,5,-0.0025060587,0.546236515045166,14.322068558553,-1.0969946e-05,0.0009944438934326172,17.59203906238724,0.8993735313415527,193.4394512073729,2.0498068873382413,1.5010199546813965,20,0.3884913921356201,35.14457583427429,20.586229742338915,31.361270666122437,1320000,1439.3234621700694,6.9396944,32,322.50470142811537
17296.772297230294,0.5602381229400635,0.71550465,1.3952090740203857,921.3326153755188,17408.40757374093,2.9180867671966553,14.39258062989139,34000,5,-0.0022718434,0.5558433532714844,12.636493795671866,-1.0754773e-05,0.0009083747863769531,15.553344402739526,0.9564862251281738,6283.29638538265,0.8351895278817689,1.7513504028320312,20,0.4036078453063965,35.63454484939575,16.591186375598625,31.31641912460327,1360000,82.11998219619869,3.2575445,33,17062.011252542026
17470.246702827524,0.46928954124450684,0.7040814,1.2700245380401611,956.1149470806122,17657.509848678485,2.722303867340088,6.6389564315225424,35000,5,-0.00469926,0.5670895576477051,12.70494422629611,-1.0581564e-05,0.0009515285491943359,14.227621222528057,0.8497436046600342,6417.018672809349,5.179666905313333,1.6595170497894287,20,0.3851144313812256,34.77629065513611,21.761731576107767,30.780612468719482,1400000,105.02222832311553,2.4109035,34,17228.8443011567
305.8000378435478,0.41344285011291504,0.6941525,1.4524543285369873,991.477127790451,331.89115467853844,2.8067705631256104,5.764553972155659,36000,5,-0.0018557752,0.611915111541748,11.165495693145573,-1.0424593e-05,0.0012488365173339844,11.925924643774874,0.9986073970794678,114.94671509713501,5.819744832532673,1.7472338676452637,20,0.4138917922973633,35.354382276535034,19.41243031668084,31.090927124023438,1440000,13.062938864890366,7.6012897,35,279.79327130690217
5988.9949977634005,0.41829824447631836,0.6864613,1.3931262493133545,1027.245453596115,17282.69387263432,2.626922607421875,10.246711041352745,37000,5,-0.0018980554,0.5794961452484131,13.188952325518603,-1.0322559e-05,0.001035928726196289,16.111619048398335,0.9345028400421143,1997.4129717105175,3.0606770618794767,1.6066060066223145,20,0.41956305503845215,35.75372266769409,19.270744172248662,31.730143308639526,1480000,7447.621162822992,6.045235,36,225.95719099324197
13060.049097134557,0.37142419815063477,0.69609857,1.2958581447601318,1062.4676780700684,17145.507172573358,2.7230803966522217,13.970982635612613,38000,5,-0.0014926259,0.5700266361236572,12.822468225114756,-1.0435645e-05,0.0010612010955810547,15.865348424050566,0.8587994575500488,4483.297982230407,1.9360691993884576,1.7407009601593018,20,0.40416884422302246,35.20709228515625,19.089130518490805,31.180097103118896,1520000,6515.094529000632,3.614899,37,191.52424610126764
2312.3966826172546,0.6488766670227051,0.69273657,1.4791972637176514,1098.0314576625824,16752.952285706997,3.2873692512512207,10.263501559999938,39000,5,-0.0034060995,0.6205787658691406,12.364714814610451,-1.0371273e-05,0.001674652099609375,14.380171520016722,0.988724946975708,732.7259661905229,3.716208204623772,1.9585363864898682,20,0.45151710510253906,35.55611848831177,20.582000713487943,30.78498148918152,1560000,5166.563224609518,6.6348114,38,115.27965277805924
2772.8547425826546,0.4696826934814453,0.68089,1.432525873184204,1129.300765991211,13678.30005144421,2.6552205085754395,9.953950637114387,40000,5,-0.0019225614,0.5476784706115723,13.022819527843367,-1.0235714e-05,0.0010540485382080078,15.044002993329059,0.9636552333831787,667.8979934455566,4.13646824376246,1.605424165725708,20,0.4310736656188965,31.259108066558838,21.016911708433238,27.16746759414673,1600000,4127.8615710575,6.5250254,39,158.2337613767013
-4019.3409649787236,0.34100794792175293,0.6823297,1.4893169403076172,1165.77006149292,203.80768099799752,2.5079944133758545,9.475801979175344,41000,5,-0.001517796,0.5765852928161621,10.829719829990442,-1.0230793e-05,0.001050710678100586,12.054581744404967,0.9907958507537842,-1395.0926383625547,2.584892533455222,1.575228214263916,20,0.45226621627807617,36.464264154434204,16.235016851969647,32.46377515792847,1640000,7284.593442889104,6.1589026,40,-17305.278324071318
172.3957098871586,0.3675882816314697,0.6710291,1.5350761413574219,1200.8023779392242,271.17184684053063,2.8087799549102783,11.238189106104505,42000,5,-0.0029415665,0.5925781726837158,13.43716376742763,-1.003508e-05,0.00066375732421875,15.973989069612244,1.045943021774292,72.93339044053009,3.328051276517591,1.8177125453948975,20,0.44472241401672363,35.02226114273071,21.385779024519522,30.675034761428833,1680000,34.61638195742573,7.377638,41,150.970943717286
-14579.643247700273,0.3220856189727783,0.65542334,1.3447751998901367,1229.5957312583923,143.74508121050894,2.4610354900360107,5.815759181707522,43000,5,-0.0016805565,0.5673708915710449,11.643697059791085,-9.802427e-06,0.0008451938629150391,13.051237964694133,0.9140501022338867,-5253.415936984731,3.9475709439466082,1.5352320671081543,20,0.3961360454559326,28.785085439682007,17.789988919612227,24.975971698760986,1720000,6184.150188994541,3.5837648,42,-17488.55791106075
-7627.279034402827,0.3901689052581787,0.6530193,1.3574368953704834,1257.677003145218,238.88986018300056,2.6289312839508057,11.230470224427293,44000,5,-0.0013955693,0.6013178825378418,13.82245345889243,-9.7438415e-06,0.0007507801055908203,17.069034349958294,0.9200637340545654,-2506.9447056084896,4.5333741861933206,1.6202666759490967,20,0.39955949783325195,28.071616649627686,23.605206645550265,24.0816330909729,1760000,7850.426660209836,5.4201217,43,-17249.541197692044
-6479.78218245157,0.6337227821350098,0.6387655,1.3945894241333008,1294.7184281349182,215.23123539797962,3.2339589595794678,8.488595419446067,45000,5,-0.0010933293,0.60440993309021,11.377480914849238,-9.512969e-06,0.0010385513305664062,13.299498679451954,0.9249210357666016,-2175.433886946322,3.983174019365605,1.9639430046081543,20,0.43174242973327637,37.03584146499634,18.065198265864606,32.4012885093689,1800000,7897.1138928964465,5.6689696,44,-17176.526750832796
-16423.965063631953,0.5608241558074951,0.6376697,1.6398613452911377,1332.4815711975098,-6783.271096041426,2.8065850734710693,9.02813422067757,46000,5,-0.0032689383,0.5643315315246582,12.16995287070424,-9.505126e-06,0.0010519027709960938,14.119197510996466,1.1336860656738281,-5786.921505659652,3.40548544354907,1.6625680923461914,20,0.46916699409484863,37.75633955001831,18.239810090581354,33.30635142326355,1840000,2329.8056390259862,3.168677,45,-17367.334241092205
-6233.463389115501,0.737168550491333,0.6413418,1.336319923400879,1365.0296082496643,196.06746105477214,3.696319341659546,4.8983870635571245,47000,5,-0.0027899293,0.7222573757171631,11.014927013978555,-9.490034e-06,0.0010263919830322266,11.560650362112028,0.8894970417022705,-1960.806537872618,3.499808821128789,2.172424077987671,20,0.40358519554138184,32.541943311691284,14.458682700814684,27.50555920600891,1880000,7446.314499798344,5.945669,46,-17087.239114820957
-14752.42162165523,0.635016918182373,0.64536643,1.6058673858642578,1402.2681677341461,101.15370825282298,2.8262195587158203,8.155910085611742,48000,5,-0.0005127514,0.5686275959014893,10.057868392533681,-9.5594605e-06,0.0012383460998535156,9.64771911633608,1.0492970943450928,-5279.966341375901,1.6483926894750358,1.5803828239440918,20,0.5207316875457764,37.23504281044006,12.472067765454348,32.79976034164429,1920000,5799.4862483653205,3.6057026,47,-17401.001876311377
-15329.88462741461,0.46152687072753906,0.6358577,0.9634125232696533,1439.9421219825745,-9616.758144374937,2.837279796600342,5.544625211644474,49000,5,-0.0016667785,0.5834920406341553,11.16579497296949,-9.406695e-06,0.0008661746978759766,12.503731155543575,0.6168746948242188,-5055.947488055786,4.456108329209846,1.7257411479949951,20,0.3196220397949219,37.66945791244507,17.953211925942888,33.86580467224121,1960000,2229.667782981235,3.4465473,48,-17207.851624034345
-16587.380552347982,0.6232433319091797,0.63113064,1.236386775970459,1474.6892576217651,-8376.394390137866,3.007308006286621,14.892086851625692,50000,5,-0.0015267472,0.5729341506958008,14.22936720481014,-9.302253e-06,0.0011010169982910156,17.8188274553432,0.8023097515106201,-5857.3450312689,2.125669105204077,1.7776660919189453,20,0.3992938995361328,34.74034523963928,19.87870697131854,30.492972373962402,2000000,1903.0776029130527,3.104939,49,-17292.43874688167
-11220.326205318492,0.4532303810119629,0.62409854,1.4655189514160156,1512.6810131072998,90.03658723831177,2.62015962600708,6.486522936350255,51000,5,-0.0030135673,0.567101240158081,12.230661121516999,-9.18391e-06,0.0010728836059570312,13.692830202783094,0.9662621021270752,-3707.421920269856,4.044325472719263,1.5604450702667236,20,0.4562950134277344,37.9821994304657,17.97062211229718,33.89275097846985,2040000,7069.792235599732,4.4227214,50,-17339.870448836125
