Data-EnvTrajs-AverageDiscountedReturn,Data-EnvTrajs-MaxReturn,ItrTime,Data-TimeEnvSampling,ModelSampler-n_timesteps,Policy-AverageReturn,LossAfter,Policy-TimeSampling,Data-EnvTrajs-StdReturn,Data-EnvTrajs-NumTrajs,Iteration,Time,Policy-TimeStep,Policy-MinReturn,Data-EnvSampler-EnvExecTime,LossBefore,Policy-AverageDiscountedReturn,Data-EnvTrajs-MinReturn,n_timesteps,Policy-TimeAlgoOpt,Data-EnvTrajs-AverageReturn,Policy-TimeSampleProc,Model-TimeModelFit,Policy-StdReturn,Policy-NumTrajs,Data-EnvSampler-PolicyExecTime,Policy-AveragePolicyStd,Policy-MaxReturn,Data-TimeEnvSampleProc,Policy-AverageAbsPolicyMean
59.09164178966661,-8.883010282093599,27.773468732833862,1.139211654663086,440000,-568.096917642653,-0.007708398,1.3360373973846436,31.60021663102726,5,10,208.1678590774536,2.384176015853882,-631.7494108974934,0.46189212799072266,-1.2756818e-05,-143.07679274289893,-104.95576153653202,11000,0.597095251083374,-67.11580160803203,0.3872659206390381,24.24398922920227,50.76093944846077,20,0.6456503868103027,0.8664243,-390.578492641449,0.003035306930541992,0.56382513
57.758042106763654,-68.09527056675925,36.327476501464844,0.8867142200469971,480000,-97222.13656075299,-0.006005464,1.594630241394043,11.999233653271252,5,11,244.50151586532593,2.5081164836883545,-1940465.9744457006,0.3386237621307373,-1.2684103e-05,-18582.68798056764,-96.42671599980197,12000,0.5398886203765869,-79.25050875663676,0.3232228755950928,32.92812895774841,422869.14514172124,20,0.5228250026702881,0.8581808,-103.62279152870178,0.0009593963623046875,0.6178682
61.19533988718001,-32.322250075681794,28.864370822906494,0.9141552448272705,520000,-3018768.5758464993,-0.006816109,2.13130521774292,9.9468138308616,5,12,273.3704161643982,3.5229837894439697,-3194486.035161674,0.34183740615844727,-1.2391375e-05,-715005.1445561375,-60.31681583482114,13000,0.7433450222015381,-50.74186802305387,0.6183652877807617,24.424413919448853,88480.63289522709,20,0.5450890064239502,0.8374877,-2816406.557213068,0.0008985996246337891,1.1737623
55.473292214976155,-40.30732700366635,35.6363742351532,1.7355334758758545,560000,-61973.68414492048,-0.0057906066,1.2155182361602783,13.376827030342177,5,13,309.01411724090576,2.2595462799072266,-1175825.8816010952,0.6657471656799316,-1.2364656e-05,-10259.988499008192,-79.97195361966743,14000,0.5432620048522949,-56.755628310155224,0.47280216217041016,31.637898683547974,255852.20319312098,20,1.0186645984649658,0.83349943,66.56229120492935,0.0015065670013427734,0.6422984
47.897806922035805,-64.03734457461593,38.22459888458252,1.182762622833252,600000,-2763983.1966437073,-0.006694578,1.9383304119110107,9.548373735814971,5,14,347.2437856197357,3.2945268154144287,-2945492.991164744,0.4118633270263672,-1.212366e-05,-624551.4930096437,-93.32306609162707,15000,0.76662278175354,-79.65334949833513,0.5366988182067871,33.74332571029663,87088.72073750883,20,0.7372491359710693,0.81326365,-2568262.8502919674,0.0012204647064208984,0.98501
41.21338021414878,-105.05854874286007,30.827964067459106,1.692945957183838,640000,164.00345687679948,-0.0039178785,1.4640817642211914,12.020549956818975,5,15,378.0779957771301,2.446159839630127,59.08839523792267,0.6243653297424316,-1.1686859e-05,90.4799320603743,-132.99293871375139,16000,0.5173790454864502,-120.11398182250971,0.44353270530700684,26.684910774230957,53.853656427319486,20,1.0254991054534912,0.7795809,232.21302059292793,0.001966714859008789,0.6437602
41.525624347440115,-120.13487414912048,38.418524980545044,1.2070765495300293,680000,-742.513292130828,-0.0039509754,1.4459846019744873,9.94223087417723,5,16,416.5025041103363,2.291736125946045,-952.4525007605553,0.43091535568237305,-1.149617e-05,-203.06188709865762,-147.7222148289845,17000,0.53421950340271,-132.87981832808455,0.27287983894348145,34.916953802108765,182.89832504936263,20,0.7439804077148438,0.7644255,-145.11044192314148,0.0009365081787109375,0.5543521
48.72342069986526,-93.45934427162572,34.83307647705078,1.041313648223877,720000,-482135.36006629316,-0.0060750903,2.2916483879089355,8.38956752206181,5,17,451.34330224990845,3.7499639987945557,-1911423.9995609522,0.3847696781158447,-1.1321458e-05,-78595.59208781473,-117.2541588084128,18000,0.7704489231109619,-104.94807106495425,0.6490111351013184,30.038883209228516,509224.3608899993,20,0.6274595260620117,0.75103694,170.5444823205471,0.0009179115295410156,0.8634367
46.87856653631345,-82.34206835759751,31.403472900390625,1.8180582523345947,760000,-33422.93395858556,-0.004759132,1.5500333309173584,11.174006112608609,5,18,482.7561025619507,2.3248703479766846,-669261.052970767,0.6884260177612305,-1.1110366e-05,-5031.422926323274,-113.16819092080796,19000,0.5396366119384766,-98.32041590095739,0.21581268310546875,27.25719118118286,145871.2761946082,20,1.0850374698638916,0.7356023,151.47785463929176,0.001598358154296875,0.70622927
58.65703406959765,-66.56874192477362,37.8545355796814,1.1479625701904297,800000,-2315442.642189756,-0.0054189577,1.3984661102294922,5.915754663978793,5,19,520.632399559021,2.358729600906372,-2651272.208044648,0.4147756099700928,-1.0927141e-05,-478772.87168126367,-81.45056361049669,20000,0.5004763603210449,-74.13054140296006,0.43187761306762695,34.34291958808899,146486.56618634445,20,0.7003130912780762,0.72272754,-2022952.945200622,0.000957489013671875,0.8788934
67.73395159532592,-27.351726593961782,35.10441303253174,0.972294807434082,840000,-4.005181576870382,-0.005119644,2.4146666526794434,5.66403346478797,5,20,555.742796421051,3.857217788696289,-140.6679925620556,0.373690128326416,-1.07938895e-05,40.71770053288664,-43.58332950416452,21000,0.870983362197876,-34.38861464485943,0.5441219806671143,30.270851373672485,66.82047296499978,20,0.5697383880615234,0.7118588,121.58783667162061,0.0007374286651611328,0.41091773
70.18764593480019,-18.28006416764325,31.56685781478882,1.5087487697601318,880000,-69656.62309644223,-0.0059812437,1.509265661239624,17.441037179629376,5,21,587.3251593112946,2.629362106323242,-1386905.1992862225,0.5813562870025635,-1.0685285e-05,-11924.902742799328,-55.918784915292136,22000,0.6203386783599854,-34.34515922110045,0.4758009910583496,27.42579197883606,302198.88539630664,20,0.8862330913543701,0.70585823,76.55860698223114,0.0011873245239257812,0.4481473
70.75571474553402,-25.063642597211818,41.34077334403992,0.9725606441497803,920000,-245668.45562753826,-0.006792045,1.505950927734375,9.987695851171924,5,22,628.6709408760071,2.408076047897339,-2715763.7191723585,0.37246179580688477,-1.056524e-05,-47910.24497040778,-55.899787033976665,23000,0.589353084564209,-38.789029533130496,0.2811741828918457,37.955790996551514,648392.4079161059,20,0.5722064971923828,0.6972412,73.34776556491852,0.0007708072662353516,0.5527829
65.85075140036392,-39.45185515818312,33.55468201637268,0.9623939990997314,960000,-8544.720304584504,-0.0034424202,2.36873722076416,13.821580468344395,5,23,662.2296118736267,3.9860363006591797,-176419.37435162067,0.35202956199645996,-1.0387411e-05,-1079.2182991191537,-73.53333246453772,24000,0.7707178592681885,-60.91931837942791,0.8182086944580078,28.602915287017822,38513.246870621646,20,0.5825505256652832,0.6835938,574.1393178105354,0.0009076595306396484,0.41982755
70.49981867257102,-25.81971194819913,43.20997381210327,1.4784636497497559,1000000,-93.16459659934044,-0.0046843165,1.5182113647460938,14.821570200248912,5,24,705.4732043743134,2.3519704341888428,-225.24901050329208,0.5734171867370605,-1.0319427e-05,43.38513012540424,-70.17033766170616,25000,0.5726323127746582,-47.735992279326965,0.2509753704071045,39.36789917945862,52.35948384862872,20,0.859760046005249,0.6803564,-26.27203357219696,0.0014867782592773438,0.41650432
75.02744563344031,-20.003897073866792,34.54338049888611,0.9619436264038086,1040000,-165463.15534156264,-0.010277842,2.6406192779541016,10.00477876231957,5,25,740.0281116962433,4.243416786193848,-1909948.278389573,0.35538268089294434,-1.0261567e-05,-28551.09991242648,-48.66535670193801,26000,0.9868638515472412,-34.1161774111037,0.5706274509429932,29.33003044128418,441955.9168309174,20,0.5790290832519531,0.67639744,-76.94237279891968,0.0008614063262939453,0.5899841
67.1393061336983,-50.901821246530695,36.65915632247925,1.5163154602050781,1080000,-52420.79841071367,-0.0061073746,1.6269302368164062,8.73368269043739,5,26,776.7218673229218,2.552471160888672,-1046550.2752631605,0.600754976272583,-1.0075043e-05,-8466.641900384233,-76.05440156520339,27000,0.5414204597473145,-62.69870822583024,0.36254072189331055,32.58663821220398,228068.9868501612,20,0.8747437000274658,0.6629781,131.34444379806519,0.001340627670288086,0.48234078
69.26777952925413,-44.8462892283725,40.95233726501465,0.9420595169067383,1120000,176.57025629132986,-0.004722198,1.6615536212921143,3.4779706729851343,5,27,817.6830458641052,2.6652350425720215,-3.1978783905506134,0.357454776763916,-1.001651e-05,103.75378892691424,-54.13862740457538,28000,0.6077249050140381,-50.03215893213534,0.3645462989807129,37.34121608734131,95.10578710529795,20,0.5559029579162598,0.65887123,328.3281979560852,0.0007114410400390625,0.5628127
76.85906490326248,-19.49587703288359,32.44247508049011,0.9666314125061035,1160000,6.804441979527473,-0.005266468,2.5505220890045166,14.77032730485269,5,28,850.1303663253784,4.2331249713897705,-103.33987158536911,0.3514246940612793,-9.8892315e-06,85.24561165147858,-60.44963242927042,29000,0.8319094181060791,-33.57663131426612,0.8088552951812744,27.239354133605957,51.22342889982582,20,0.5883560180664062,0.6502861,143.9292013645172,0.0008835792541503906,0.43556604
83.28612952055559,9.914776174233609,40.77196168899536,1.6418557167053223,1200000,-43419.300526532534,-0.009144271,1.5086586475372314,13.90154350215793,5,29,890.9144022464752,2.462641954421997,-502835.5573015809,0.6423840522766113,-9.720556e-06,-6181.841555594379,-25.309197041238818,30000,0.5562195777893066,-5.191588335468699,0.3728940486907959,36.66390299797058,127060.33614578155,20,0.95503830909729,0.64136016,560.2627273797989,0.0012555122375488281,0.41871068
85.86611017650917,17.07956224896541,39.59884428977966,1.135387659072876,1240000,114.5165802642703,-0.00361776,2.5618703365325928,10.234633385825571,5,30,930.5190687179565,4.11762261390686,1.3384455442428589,0.4151782989501953,-9.635687e-06,103.70759723708927,-12.479185720552042,31000,0.8589224815368652,0.9554754083585664,0.6614446640014648,34.34246802330017,70.0195557970287,20,0.6891655921936035,0.6335197,295.04296070337296,0.0008609294891357422,0.44544032
83.96334821144353,36.32512059494579,31.52322816848755,1.5102314949035645,1280000,-2032596.6140593037,-0.004790947,2.149252414703369,22.894678427050444,5,31,962.0502421855927,3.592477321624756,-2808027.073882818,0.5759129524230957,-9.524027e-06,-409531.3060505348,-35.01253475173431,32000,0.7236206531524658,-3.2228704433460655,0.6825964450836182,26.417305946350098,574117.1131147261,20,0.8942966461181641,0.62727463,-84.26917171478271,0.0007772445678710938,1.1045424
84.75362834070786,24.02643426043399,43.42969083786011,1.7859032154083252,1320000,153.60785026773812,-0.004283575,1.4744820594787598,14.909377746064122,5,32,1005.4877874851227,2.565927267074585,-1063.344342917204,0.6696860790252686,-9.4853995e-06,108.89667397966461,-20.906606450022387,33000,0.5620920658111572,0.8085654011070817,0.4705066680908203,39.07499623298645,286.84948423908327,20,1.0716400146484375,0.6236005,384.96521776914597,0.0010209083557128906,0.52321124
86.48307948297206,14.08905519140203,38.37035298347473,1.0921685695648193,1360000,-5508.114482983202,-0.0071691764,2.3894379138946533,4.250373279614132,5,33,1043.8631772994995,3.8672733306884766,-78890.99068441987,0.3967869281768799,-9.297343e-06,-654.3941688738483,1.0815255425299926,34000,0.8169846534729004,6.364222921637326,0.6221623420715332,33.40681457519531,17463.019420354605,20,0.6651732921600342,0.6138056,385.205303132534,0.0005619525909423828,0.48359594
85.97018862135965,21.521186082499327,34.64211297035217,1.8440353870391846,1400000,365.397450646013,-0.006706783,1.7473478317260742,20.77615539078817,5,34,1078.5181241035461,2.719790458679199,242.28123533725739,0.674630880355835,-9.234015e-06,157.37761696828377,-37.53368200322962,35000,0.6218705177307129,-0.8373506556756393,0.3339662551879883,30.074793577194214,70.46198938622639,20,1.1232507228851318,0.61042726,506.2339812517166,0.0013551712036132812,0.5672823
84.3472849274536,9.06002425295696,43.11084008216858,1.209909439086914,1440000,-445513.9560869269,-0.0057673263,1.3918099403381348,16.340927794371503,5,35,1121.6371929645538,2.277289390563965,-3032204.0666290075,0.42318224906921387,-9.244527e-06,-104189.35483122784,-35.4092883058515,36000,0.5377919673919678,-3.6923627639550345,0.3033254146575928,39.618212938308716,1060723.1001855757,20,0.7454047203063965,0.6099952,208.25321853160858,0.0006310939788818359,0.58671474
87.97214857967937,9.474192326586607,36.79512572288513,1.258962631225586,1480000,-1458654.3348679834,-0.0048579946,2.407834768295288,4.954773644946978,5,36,1158.4462163448334,3.9181864261627197,-2675389.1133627594,0.4513382911682129,-9.079005e-06,-307611.775234253,-4.93958235756547,37000,0.7700116634368896,0.6846384772357591,0.696033239364624,31.6144802570343,1197516.6068337997,20,0.7721161842346191,0.6002793,179.07884867489338,0.000873565673828125,0.7560747
89.40179963910506,18.910154501660077,38.43605637550354,1.9865996837615967,1520000,212.7037068810314,-0.0011589677,1.477367877960205,12.941433753894616,5,37,1196.8898901939392,2.381175994873047,136.97929066419601,0.7381188869476318,-8.897221e-06,138.4079129066327,-18.489735163995984,38000,0.5913093090057373,6.534967455736532,0.2846693992614746,34.062044858932495,36.94480058206034,20,1.1952078342437744,0.5903061,306.63721840828657,0.0014171600341796875,0.37505248
91.5169495162684,24.134324211853297,43.95306396484375,1.4027442932128906,1560000,-102845.06746359654,-0.004951323,2.1590683460235596,8.015032613203498,5,38,1240.8462381362915,3.3542892932891846,-2050608.269686997,0.5092775821685791,-8.6552445e-06,-20009.111713576865,1.8158320811011337,39000,0.6866328716278076,17.515724429310733,0.47606968879699707,39.190194606781006,446854.32454037317,20,0.8501801490783691,0.57594883,348.4343326240778,0.0008883476257324219,0.47152668
91.12184888927878,24.26486660192234,34.308425426483154,1.493330717086792,1600000,-30146.324139954893,-0.010454581,2.3967835903167725,5.879683055570728,5,39,1275.1704320907593,4.00386381149292,-452577.302310884,0.47058534622192383,-8.605398e-06,-4282.555977184183,8.678157756546502,40000,0.8014364242553711,15.66477868441161,0.7652218341827393,28.80462622642517,102323.42260225273,20,0.9868631362915039,0.57321453,123.17849390208721,0.0006508827209472656,0.50077665
78.90803756246062,-9.97269006713096,41.861544370651245,2.043614149093628,1640000,193.4762157201767,-0.0046918076,1.387993335723877,8.718117906451617,5,40,1317.0697393417358,2.336230993270874,23.84477823972702,0.7748453617095947,-8.321552e-06,112.17265378906136,-34.61361043922122,41000,0.5479497909545898,-22.628723562666703,0.32462263107299805,37.47681140899658,110.73543358592937,20,1.216388463973999,0.556537,312.7516146302223,0.002788066864013672,0.6318391
85.81648120173193,13.707670936829592,41.86921262741089,1.4539895057678223,1680000,146.27528252005578,-0.0056121466,2.403505563735962,10.494789899794178,5,41,1358.959186553955,4.003774642944336,26.505052030086517,0.504612922668457,-8.195405e-06,118.65030147886596,-14.378069990915504,42000,0.7714831829071045,-3.426829769418853,0.7779779434204102,36.407400131225586,46.54638425129746,20,0.9120643138885498,0.5490967,249.00795221328735,0.0005292892456054688,0.4687085
87.90013319427558,6.485634891523217,34.68952488899231,2.1736061573028564,1720000,212.46874791160226,-0.004747798,1.492689847946167,4.3732339281969,5,42,1393.6678504943848,2.4144608974456787,28.163750410079956,0.766481876373291,-7.982839e-06,128.9546653567668,-5.483476271679677,43000,0.5787990093231201,2.880313154104249,0.332611083984375,30.09712290763855,96.8808731079157,20,1.3409340381622314,0.5386984,345.0058886408806,0.0014691352844238281,0.44942093
89.04453356922654,32.26564588682199,41.204365730285645,1.4910740852355957,1760000,-5263.399872113764,-0.005848333,1.6150009632110596,9.368610088504512,5,43,1434.8774242401123,2.469221830368042,-106021.81810328364,0.5228261947631836,-7.705071e-06,-651.125041116191,8.47477542764486,44000,0.5483295917510986,16.392922048909792,0.28761792182922363,37.23793864250183,23116.04313919132,20,0.927048921585083,0.5231668,194.27680426836014,0.003315448760986328,0.6499923
92.89464646576195,49.29909153453555,43.916537284851074,1.195693016052246,1800000,-7705.144257973135,-0.0063444627,2.4055211544036865,13.701039364553388,5,44,1478.7980289459229,4.089783191680908,-150211.42931383848,0.4340250492095947,-7.5611656e-06,-977.9688489780299,8.231907488808645,45000,0.7811856269836426,33.721694473639204,0.8728346824645996,38.62784552574158,32719.850094951787,20,0.7244360446929932,0.51704925,184.62880316376686,0.000990152359008789,0.6350402
96.35883347002604,63.350141396892866,34.20737338066101,1.7458312511444092,1840000,245.60725355297328,-0.0029332284,2.469632148742676,11.700347106374629,5,45,1513.014164686203,3.943960189819336,131.77722319960594,0.6530177593231201,-7.4611094e-06,101.75570308405759,30.183751917305226,46000,0.8344752788543701,48.66669218374121,0.6154077053070068,28.511261701583862,27.314984597553565,20,1.0466723442077637,0.5110588,262.4969934821129,0.0009326934814453125,1.0963554
87.8057920520869,47.98893051566844,46.63323950767517,2.201289415359497,1880000,149.48472684323787,-0.004899342,1.3666484355926514,19.465211489163895,5,46,1559.6562848091125,2.2117538452148438,92.25513708591461,0.76991868019104,-7.2835614e-06,119.1361232129565,-8.73707407333204,47000,0.5024380683898926,11.493153930556588,0.31841254234313965,42.2167010307312,24.636915776194368,20,1.3656818866729736,0.5028165,190.1284437775612,0.0013573169708251953,0.53326935
92.23572797243796,30.706628797071957,40.313655853271484,1.2303099632263184,1920000,46.98687881231308,-0.0036325387,2.3820297718048096,4.192146883342806,5,47,1599.9796209335327,3.9164047241210938,-89.08783853054047,0.426821231842041,-7.1224217e-06,91.42158605211874,18.91280994223888,48000,0.7484097480773926,24.559249105285176,0.7477803230285645,35.16406464576721,81.11774467713533,20,0.7702417373657227,0.4947421,304.59667855501175,0.0006368160247802734,0.47348145
93.89482107928765,49.19610004022163,39.60888600349426,2.080500841140747,1960000,154.8908113911748,-0.0066539766,1.4603073596954346,9.83499190687927,5,48,1639.5965945720673,2.38120436668396,-8.402502000331879,0.7809467315673828,-6.9745956e-06,117.580015894094,20.991691176200668,49000,0.5323245525360107,30.744625242339943,0.34452056884765625,35.140079498291016,87.43388960927075,20,1.2493910789489746,0.48747712,305.7231423854828,0.0015904903411865234,0.55626106
100.53226244490106,78.41772975755848,44.62357807159424,1.2858214378356934,2000000,-71766.46444389969,-0.008967244,1.3454205989837646,14.310731835081647,5,49,1684.2259602546692,2.3052775859832764,-1437449.1868082285,0.45836710929870605,-6.846311e-06,-12425.932820655647,38.36529010636817,50000,0.5955336093902588,58.620908530976784,0.33394789695739746,41.02601623535156,313309.1263117494,20,0.7889411449432373,0.4796256,357.1026757955551,0.0011205673217773438,0.5545532
98.80041296354531,65.58062777334474,28.781234979629517,1.2876300811767578,2040000,-83.97823022007942,-0.0034057794,1.7557458877563477,12.145771085252845,5,50,1713.0156574249268,2.8640565872192383,-167.35824131965637,0.43783068656921387,-6.738159e-06,56.19595994866241,30.91914464081301,51000,0.6740584373474121,50.96037666060577,0.3769819736480713,24.626328468322754,58.380847934615765,20,0.8119454383850098,0.47651774,58.55051463842392,0.0009284019470214844,0.5227485
