Data-EnvTrajs-AverageDiscountedReturn,Data-EnvTrajs-MinReturn,Data-EnvTrajs-StdReturn,Iteration,Data-TimeEnvSampling,Policy-MaxReturn,Policy-TimeAlgoOpt,LossAfter,Data-EnvTrajs-MaxReturn,Policy-StdReturn,Policy-NumTrajs,Data-EnvTrajs-AverageReturn,Data-EnvSampler-PolicyExecTime,Data-EnvTrajs-NumTrajs,Policy-AverageAbsPolicyMean,Policy-AveragePolicyStd,Policy-AverageDiscountedReturn,Data-EnvSampler-EnvExecTime,Policy-TimeSampling,Policy-TimeStep,ModelSampler-n_timesteps,Policy-AverageReturn,Model-TimeModelFit,Policy-MinReturn,ItrTime,Data-TimeEnvSampleProc,n_timesteps,Policy-TimeSampleProc,LossBefore,Time
-147.87254570695717,-505.3148413611919,7.503427799061784,21,1.4570581912994385,-12.580807715654373,0.5660178661346436,-0.0030144367,-485.23279533594535,653358.7084872562,20,-497.0161683398436,0.9090859889984131,5,1.0990475,0.79248554,-42009.20235631469,0.5095546245574951,1.682274341583252,2.7212295532226562,880000,-200487.5743389912,28.08758044242859,-2813162.118550539,32.26914191246033,0.0009717941284179688,22000,0.4455244541168213,-1.18138805e-05,549.189656496048
-146.8670545241801,-504.368809814999,19.453235055480658,22,1.4575223922729492,-205.3961682319641,0.6689279079437256,-0.006936399,-452.76822569240767,80.56962219307681,20,-486.4666548895192,0.9270730018615723,5,1.0180117,0.7822374,-114.44181084955878,0.478778600692749,1.5991220474243164,2.620962142944336,920000,-344.5773045763373,30.047182321548462,-490.21354603767395,34.128708600997925,0.0009584426879882812,23000,0.33130621910095215,-1.1704218e-05,583.3259379863739
-146.58064876639875,-494.5698100292683,10.620176992453162,23,1.3681633472442627,-2484973.9223647118,0.5587441921234131,-0.00751582,-466.13735499687755,246069.62057584076,20,-483.5230909328542,0.8500685691833496,5,1.4722073,0.7844457,-754844.7817175473,0.4782285690307617,1.5036115646362305,2.482149124145508,960000,-3108054.328159879,27.93245005607605,-3496400.6792345643,31.787833213806152,0.0010082721710205078,24000,0.39487409591674805,-1.1719981e-05,615.1214284896851
-147.38751313627475,-512.0808323406353,14.194021332921647,24,1.4431533813476562,-81.13142776489258,0.5837228298187256,-0.0047448482,-475.47108984443344,1177883.0786408756,20,-494.5671995418935,0.9059112071990967,5,1.2309331,0.7806134,-137581.75047629204,0.4975423812866211,1.5870110988616943,2.4738123416900635,1000000,-587793.3152203109,28.684128999710083,-3119636.9491577744,32.60622024536133,0.0017714500427246094,25000,0.28979945182800293,-1.1678751e-05,647.7335934638977
-146.478534631009,-515.9859953209558,17.365341423981917,25,1.561755657196045,-92.5911432504654,0.6082100868225098,-0.0072844997,-467.0168722930536,235712.18830295658,20,-488.20526685128243,0.989372730255127,5,1.0343775,0.7706157,-8899.828322854493,0.5334560871124268,1.6983883380889893,2.6705257892608643,1040000,-54210.79158924669,30.26473379135132,-1081656.396021217,34.50112223625183,0.0013089179992675781,26000,0.3337101936340332,-1.1566524e-05,682.2429161071777
-138.699993804974,-474.43189358691296,14.948525737579885,26,1.4458343982696533,-471.64720168709755,0.5935332775115967,-0.005472951,-432.1274218226737,1798.4788100452624,20,-450.9626241432975,0.9108023643493652,5,0.7193811,0.75212646,-240.56457343625766,0.4972865581512451,1.6887743473052979,2.675229072570801,1080000,-939.253468760848,29.4739248752594,-8778.067744493484,33.599698543548584,0.0006308555603027344,27000,0.376436710357666,-1.1323425e-05,715.8492288589478
-144.13752245573386,-479.6187745022978,7.730192879195278,27,1.569429636001587,-453.9190382361412,0.5476429462432861,-0.009108546,-460.7408991699591,681571.9679015602,20,-469.9608272460722,1.0070929527282715,5,0.8155617,0.74856174,-46631.87323645589,0.5167431831359863,1.4743626117706299,2.4317376613616943,1120000,-227441.48555352242,29.883023023605347,-2377430.1430965364,33.88711357116699,0.0006163120269775391,28000,0.37828612327575684,-1.1260073e-05,749.742110490799
-137.28936903390152,-461.4880336204871,22.434829199949213,28,1.3829452991485596,-460.3096575140953,0.5374460220336914,-0.0037601935,-412.1395115776268,23.533903700549548,20,-432.61631409244376,0.8677425384521484,5,0.7760752,0.7469434,-168.53083392535103,0.4736466407775879,1.6541104316711426,2.7201292514801025,1160000,-511.6921759992838,30.888853549957275,-560.6822887063026,34.99741768836975,0.0006225109100341797,29000,0.4928724765777588,-1.1244864e-05,784.7451913356781
-142.4198633482741,-485.46894035868735,8.667324669548295,29,1.4177815914154053,-90.9647849202156,0.6599011421203613,-0.0056948494,-459.97895773805226,344732.1924318512,20,-473.1987213348819,0.919508695602417,5,0.8283903,0.738488,-25347.84897655683,0.46292901039123535,1.7094731330871582,2.7888131141662598,1200000,-159600.92178848907,31.151225566864014,-1215461.1382603645,35.36225080490112,0.0007886886596679688,30000,0.398388147354126,-1.1157946e-05,820.1139566898346
-136.76919974131917,-507.6959024544561,46.1000336226505,30,1.6719000339508057,-344.7407024502754,0.5696780681610107,-0.006345025,-373.40738386935897,501424.99205809657,20,-445.9787655834675,1.0821590423583984,5,0.75518847,0.7410563,-23823.194733225777,0.5496518611907959,1.6819021701812744,2.6326904296875,1240000,-115510.10239674003,30.294590950012207,-2301170.9567243755,34.60213851928711,0.0006394386291503906,31000,0.3545815944671631,-1.1190984e-05,854.7231202125549
-125.86777636153738,-411.50992334029024,7.678618727935896,31,1.7063241004943848,-476.439107298851,0.5736167430877686,-0.0068602776,-390.5784271892607,532320.158626168,20,-404.9618511438313,1.0993173122406006,5,0.78573793,0.72875553,-25974.19296973377,0.5623948574066162,1.5185034275054932,2.382917642593384,1280000,-122645.67357429117,30.259275913238525,-2442975.442138523,34.35274815559387,0.0010271072387695312,32000,0.26611876487731934,-1.1016113e-05,889.0820772647858
-124.28877003520056,-411.50824986900193,18.482017026957138,32,1.300360918045044,-427.6198276281357,0.6158709526062012,-0.0048033227,-357.48110949822524,20.67786896989084,20,-393.06088011109824,0.8083560466766357,5,0.6670265,0.70924425,-160.86943441676067,0.4532897472381592,1.61932373046875,2.6670005321502686,1320000,-473.8011540368199,31.749167442321777,-512.1831368803978,35.719852924346924,0.0010254383087158203,33000,0.41584157943725586,-1.075307e-05,924.8074767589569
-122.30007801910736,-450.345587528133,37.26565270176444,33,1.5148141384124756,-272.4439267516136,0.6350440979003906,-0.0051507475,-345.8273704634065,37.451881083180716,20,-377.0059635988717,0.9638137817382812,5,0.6313081,0.69437355,-124.9104136226631,0.5131864547729492,1.769047737121582,2.99029278755188,1360000,-327.2433670245111,31.661282777786255,-439.1601132750511,36.17007088661194,0.001110076904296875,34000,0.5443589687347412,-1.0534712e-05,960.9855542182922
-121.52684097790446,-455.19970249413706,39.98462045615632,34,1.6255264282226562,-195.9321202635765,0.6276931762695312,-0.006595574,-348.9155946334887,275213.8764315934,20,-382.18353413626573,1.0178618431091309,5,0.6712283,0.6829327,-14714.39710998542,0.5621159076690674,1.8545324802398682,2.9405102729797363,1400000,-91866.86137973666,31.558035373687744,-1155226.7757297158,36.129419565200806,0.001100778579711914,35000,0.4327263832092285,-1.0363724e-05,997.1212828159332
-117.59586849369096,-376.75407739974065,12.599600347743008,35,1.3625707626342773,-266.80540773272514,0.6071128845214844,-0.005529186,-342.58545987930427,17.63713339427665,20,-359.1922902174084,0.8900778293609619,5,0.542885,0.6708731,-105.7349714340468,0.4373655319213867,1.90592360496521,3.178391218185425,1440000,-307.7958550937474,31.973630905151367,-343.07440584897995,36.51999044418335,0.0009660720825195312,36000,0.6075413227081299,-1.0157133e-05,1033.659182548523
-117.09973813278482,-412.8409001593625,26.599272958978354,36,1.4379754066467285,-199.65595224499702,0.5650582313537598,-0.0052341106,-342.8053357331553,39.18155310196106,20,-379.80579287746673,0.929102897644043,5,0.57369,0.65503895,-94.14059093622782,0.47423529624938965,1.4997093677520752,2.530271291732788,1480000,-281.16052359938624,31.402101516723633,-346.1718647480011,35.37518763542175,0.0006892681121826172,37000,0.42749476432800293,-9.939851e-06,1069.0446076393127
-111.0201119477043,-387.3840152145065,27.295967676260098,37,1.6092417240142822,-221.02392387390137,0.6527121067047119,-0.0074870046,-314.48379992532455,40.284679019111046,20,-351.7773919116477,1.0115716457366943,5,0.49641398,0.6458173,-93.43141298713564,0.55938720703125,1.7468500137329102,3.0318210124969482,1520000,-292.15205746144056,32.2630181312561,-355.0973499417305,36.90718626976013,0.0005915164947509766,38000,0.6063847541809082,-9.798673e-06,1105.9593176841736
-113.85355001825556,-400.02720926910445,31.83508616886745,38,1.7005553245544434,-61.19317978620529,0.5753889083862305,-0.006312585,-321.9085335484459,103.36663418973528,20,-354.0458952005958,1.1095757484436035,5,0.5014291,0.6349983,-71.90827850910084,0.5493483543395996,1.6144599914550781,2.69547438621521,1560000,-218.79182234629988,32.650336027145386,-523.3511103987694,37.049620151519775,0.0006849765777587891,39000,0.4743480682373047,-9.630488e-06,1143.0163238048553
-75.11398868970218,-334.2667328836173,56.87987453498771,39,1.4802303314208984,-245.4736401438713,0.6709597110748291,-0.0058970847,-164.5061715367486,116.69336153761535,20,-270.6925633760114,0.919158935546875,5,0.5138285,0.6253435,-102.34655697122804,0.5217881202697754,1.5478672981262207,2.6883320808410645,1600000,-375.29756485782565,32.50322651863098,-693.9828848540783,36.67651152610779,0.0008652210235595703,40000,0.4402596950531006,-9.47516e-06,1179.6992917060852
-110.24851973675925,-372.7320511636386,35.595913718214064,40,1.4505808353424072,-148.45676025748253,0.5979712009429932,-0.008045625,-285.64012622484955,30401.0046750264,20,-329.1319580461463,0.943148136138916,5,0.4701225,0.6182848,-1101.287757022124,0.4687333106994629,1.683182716369629,2.8067448139190674,1640000,-7243.910915322602,32.9941885471344,-139758.64480262995,37.2545952796936,0.0010144710540771484,41000,0.4730210304260254,-9.343592e-06,1216.960352897644
-103.8079201199827,-345.00856010767916,9.772551592254727,41,1.4013903141021729,-176.48420625925064,0.6345653533935547,-0.004272265,-319.2985759640834,131.51516019251847,20,-332.3236217154291,0.9081544876098633,5,0.4424346,0.6159105,-99.36015057525944,0.45955729484558105,1.7860424518585205,2.970754861831665,1680000,-267.3539025649428,32.851561546325684,-802.9824046492577,37.23113417625427,0.0011959075927734375,42000,0.4490697383880615,-9.326215e-06,1254.2077951431274
-111.24482675336363,-391.5651117609616,20.123183650058557,42,1.718327283859253,53.71980577707291,0.5743057727813721,-0.006486816,-333.18755003848736,3607.7944386204913,20,-357.33899610644846,1.1145594120025635,5,0.52955174,0.6100034,-182.51059344334527,0.554215669631958,1.5865793228149414,2.483361005783081,1720000,-983.6519499164075,32.901989459991455,-16705.455729424953,37.106788873672485,0.0007483959197998047,43000,0.2934863567352295,-9.216249e-06,1291.32040143013
-104.91637067394345,-342.02881744820354,10.87280717691888,43,1.458890676498413,674.6309677064419,0.5886611938476562,-0.007749144,-312.3093823318844,277.86848938293053,20,-325.7581967238692,0.9411447048187256,5,0.44575408,0.60380757,-19.893534400453248,0.4750528335571289,1.864227056503296,2.886957883834839,1760000,37.34397533424199,32.95313620567322,-226.82458609342575,37.302335023880005,0.0009493827819824219,44000,0.4085054397583008,-9.1407e-06,1328.628128528595
-100.6767958742337,-328.03060074383137,10.361411172240171,44,1.6984050273895264,2175.543147146702,0.5807702541351318,-0.0067196516,-298.8826168920556,732.8624625124216,20,-310.53841094332256,1.1032023429870605,5,0.56110203,0.59524876,-6.66684668196302,0.5515961647033691,1.5405595302581787,2.4598827362060547,1800000,57.98260484673083,33.02001357078552,-763.7819119989872,37.18302083015442,0.0010423660278320312,45000,0.29475975036621094,-8.997754e-06,1365.8205711841583
-99.23502408841483,-332.5843812161625,13.182771446622143,45,1.4160428047180176,2227.189758479595,0.6241109371185303,-0.009021462,-294.90063894493215,99004.49108559251,20,-306.934965050452,0.9050173759460449,5,0.44261917,0.5809024,-4946.653069921709,0.4671823978424072,1.5333220958709717,2.6400089263916016,1840000,-33874.826682242194,33.82749080657959,-446345.57529242337,37.886926889419556,0.001008749008178711,46000,0.46490931510925293,-8.76552e-06,1403.7135543823242
-87.68638523210787,-393.193030919339,57.13140523815172,46,1.4479966163635254,2734.694815427065,0.6101405620574951,-0.009907841,-223.81412372952866,3195.078946999554,20,-300.26647537138143,0.9316186904907227,5,0.6374951,0.568797,-58.50792891265928,0.47559618949890137,1.6603600978851318,2.588059186935425,1880000,-708.278074099496,33.75615739822388,-12078.74541810155,37.796281576156616,0.0009849071502685547,47000,0.29224228858947754,-8.53583e-06,1441.517967224121
-23.09725339819395,-238.46459983879814,67.36235699726656,47,1.3913373947143555,1170.8703019618988,0.663156270980835,-0.01018681,-50.14798446242338,733.2531748391584,20,-125.23194728669023,0.891467809677124,5,0.50671595,0.56167287,-19.51152382495989,0.4648745059967041,2.1305408477783203,3.5369396209716797,1920000,-319.53979540094736,33.06786561012268,-2292.4645534157753,38.00080442428589,0.0010347366333007812,48000,0.7096617221832275,-8.386297e-06,1479.5261838436127
22.75656169747086,-29.128969985176965,29.510411909930674,48,2.0994579792022705,206.73563757538795,0.5797600746154785,-0.0062048314,59.293132110890184,188.6778685033772,20,14.13066679435552,1.3903069496154785,5,0.3768404,0.55435467,-27.335148439341538,0.6594295501708984,1.650301456451416,2.715988874435425,1960000,-152.3267067199573,34.36542010307312,-845.2956829741597,39.18518257141113,0.0012423992156982422,49000,0.4529533386230469,-8.260533e-06,1518.717859506607
16.10855319558462,-72.74172976203981,19.79008875250998,49,1.5985143184661865,1236.4134331643581,0.5885400772094727,-0.0085681975,-18.976897185943404,183.50558449516467,20,-37.92603996733048,0.9897549152374268,5,0.96292424,0.547637,245.72568587571408,0.5631239414215088,1.3446934223175049,2.197800397872925,2000000,769.1575335755945,31.832709074020386,511.21690687537193,35.63314390182495,0.0010330677032470703,50000,0.24610424041748047,-8.131794e-06,1554.3615715503693
33.911447706356284,-23.76631668079754,42.24102184933822,50,1.2655055522918701,469.4133412837982,0.5184695720672607,-0.009872713,88.55362754953708,21778.159220491307,20,18.518600862423906,0.7337744235992432,5,0.7221094,0.5401474,-1731.848597308169,0.4962887763977051,1.0355122089385986,1.773576259613037,2040000,-12536.068593529611,20.39201021194458,-78289.25131756067,23.434396505355835,0.0010197162628173828,51000,0.20934534072875977,-8.023525e-06,1577.80126619339
