Policy-TimeSampling,Data-EnvTrajs-MinReturn,Data-EnvTrajs-StdReturn,Policy-AverageReturn,Policy-MinReturn,Policy-TimeStep,Model-TimeModelFit,Policy-AverageAbsPolicyMean,Iteration,Policy-AverageDiscountedReturn,Data-EnvSampler-EnvExecTime,Policy-MaxReturn,LossAfter,n_timesteps,Time,Data-EnvSampler-PolicyExecTime,ModelSampler-n_timesteps,LossBefore,ItrTime,Data-EnvTrajs-NumTrajs,Policy-TimeSampleProc,Data-EnvTrajs-AverageReturn,Policy-AveragePolicyStd,Data-TimeEnvSampleProc,Policy-StdReturn,Data-EnvTrajs-MaxReturn,Data-EnvTrajs-AverageDiscountedReturn,Data-TimeEnvSampling,Policy-NumTrajs,Policy-TimeAlgoOpt
1.6498470306396484,-360.15705629569396,40.745127258216534,-432.5565681859851,-563.1857931613922,2.8574328422546387,22.940287828445435,0.608295,10,-119.17622882498537,0.3059213161468506,-270.77844877541065,-0.0040030824,11000,182.26660108566284,0.3832395076751709,440000,-1.2469345e-05,26.51082968711853,5,0.5047080516815186,-320.8182174864953,0.84142375,0.0008101463317871094,72.0562033980241,-252.70076012899122,-76.23461240078021,0.709280252456665,20,0.6032559871673584
1.5759501457214355,-297.4234430458696,62.02413273284863,-195845.52829018125,-1974526.6277950406,2.7404346466064453,25.600838661193848,0.6427571,11,-37601.76588024918,0.3058125972747803,-8.306387662887573,-0.0037656482,12000,211.32384753227234,0.3823995590209961,480000,-1.2438661e-05,29.05266046524048,5,0.6096889972686768,-209.5202755871539,0.83994395,0.0005638599395751953,587280.0553666938,-129.6836829085233,-39.18434281917337,0.708859920501709,20,0.5119678974151611
1.6893939971923828,-128.13630440399615,64.98913780930877,-3733217.879729137,-3929181.4933359027,2.727057456970215,25.959635496139526,1.1497656,12,-1020878.3698405037,0.3012990951538086,-3428871.36562413,-0.005985876,13000,240.7400507926941,0.3993804454803467,520000,-1.2247487e-05,29.410961151123047,5,0.4221816062927246,-65.53819158089087,0.8238477,0.0005443096160888672,107502.14347205097,49.86333389735585,3.62946746506622,0.7216408252716064,20,0.596217155456543
1.5479214191436768,-358.9168742202337,15.260624932096386,-205.3628007300198,-388.51629488170147,2.6895487308502197,25.182335376739502,0.6636728,13,-62.19067842650874,0.32274508476257324,-71.5400988906622,-0.0044668494,14000,269.44205689430237,0.47478437423706055,560000,-1.2169474e-05,28.69648265838623,5,0.5456905364990234,-341.1810592308325,0.8141862,0.0007004737854003906,81.2962226987202,-316.4095505082562,-108.25209016253272,0.8220713138580322,20,0.5585713386535645
1.6272497177124023,-202.62120550171613,22.290975894517928,-78179.42457693741,-1560366.4500754774,2.7222771644592285,26.498597860336304,0.6100648,14,-13952.584157749438,0.33508801460266113,-73.8682821393013,-0.0059008137,15000,299.5087399482727,0.4743180274963379,600000,-1.2097119e-05,30.058942317962646,5,0.44657397270202637,-165.46285327855944,0.81018794,0.0009310245513916016,340037.0290074128,-143.5151131804702,-27.931066630763933,0.8350131511688232,20,0.6225869655609131
1.486342191696167,-193.62669266065382,48.99590942184953,-2468343.9084871174,-3086652.8775823712,2.49621844291687,26.67096710205078,0.7405636,15,-529574.1269247947,0.3509254455566406,-1820086.650610447,-0.003694038,16000,329.57071805000305,0.5093798637390137,640000,-1.19351425e-05,30.05862808227539,5,0.3475773334503174,-142.93513458365894,0.79951155,0.0007827281951904297,349797.5759761465,-52.69580038042248,-18.472529043650816,0.8860964775085449,20,0.5773508548736572
1.6367380619049072,-78.57565142165467,33.495753035272024,-1574.6847406476736,-19067.05405381322,2.6420278549194336,27.258809566497803,0.59800994,16,-216.7072566530128,0.3314073085784912,-111.16896170377731,-0.006691839,17000,360.3154397010803,0.47504639625549316,680000,-1.1729438e-05,30.734365463256836,5,0.35483431816101074,-19.713079579986907,0.7807038,0.0009632110595703125,4464.573459776303,8.909667298510634,15.313724231286752,0.8306493759155273,20,0.6063127517700195
1.6618356704711914,-7.106413678606626,27.912716270407298,22.367427584528922,-118.2569317817688,2.604428291320801,26.76371479034424,0.5268064,17,24.17251760748235,0.3799295425415039,145.19238810241222,-0.00478959,18000,390.7238063812256,0.6192934513092041,720000,-1.1687074e-05,30.39892554283142,5,0.34676647186279297,40.84168949201611,0.77951515,0.0007739067077636719,86.34063686862295,76.17596223223356,32.2803161043537,1.0266492366790771,20,0.5747463703155518
1.5577926635742188,120.66085482678943,15.466194495232589,-4115609.68707127,-4291599.761359394,2.4716031551361084,26.477809190750122,0.9172845,18,-1219490.1252333596,0.3937511444091797,-3867420.358046949,-0.0046705757,19000,420.7236804962158,0.6153573989868164,760000,-1.1480336e-05,29.99068832397461,5,0.2626943588256836,147.30903317401288,0.7632552,0.0008587837219238281,132626.05114188432,164.9456296196278,69.50390246872057,1.0382988452911377,20,0.6330649852752686
1.338996171951294,205.06370099289396,49.09591405694292,87.14100579544902,-38.6826351583004,2.334110975265503,27.622012853622437,0.5629223,19,54.94640783300861,0.3951840400695801,143.9365774691105,-0.004190001,20000,451.81810331344604,0.6929302215576172,800000,-1.1264207e-05,31.07681941986084,5,0.4211769104003906,288.5212914277208,0.7467495,0.0008494853973388672,38.39058440498673,347.23576397564466,121.1459134393485,1.1179146766662598,20,0.5286867618560791
1.5183074474334717,136.63238946809483,46.53596408297986,-2679312.8184167044,-4292079.634451687,2.4820938110351562,27.074697732925415,0.6481278,20,-757000.0070797254,0.4314422607421875,82.73840165138245,-0.004375636,21000,482.5755045413971,0.7136485576629639,840000,-1.0894443e-05,30.74494171142578,5,0.3457179069519043,185.9145631974682,0.71939236,0.0009150505065917969,1792290.4824296169,248.32132613959223,85.7680901736855,1.1816189289093018,20,0.5921154022216797
1.436777114868164,112.00135289470028,12.855481710113798,-496741.00295921863,-3793082.8742598295,2.3294312953948975,27.33413028717041,0.67687917,21,-114486.72717046081,0.46888041496276855,-200.17346993088722,-0.0053138956,22000,513.496205329895,0.7354545593261719,880000,-1.0440809e-05,30.903865098953247,5,0.3357064723968506,128.8244095332514,0.6878003,0.0008046627044677734,1049369.2910237021,145.9344451532352,60.754213693560416,1.2367358207702637,20,0.5298771858215332
1.5690617561340332,-127.31263825374097,49.69636379688998,-2564543.03029764,-3752498.9618657827,2.549588441848755,28.278869152069092,0.6646551,22,-580082.1935253731,0.5431010723114014,-573660.2382830381,-0.003983417,23000,545.7789916992188,0.8674051761627197,920000,-1.017895e-05,32.27740693092346,5,0.3519454002380371,-43.94887193110095,0.670704,0.0008366107940673828,715283.2095729922,9.366774555766458,12.130325997715513,1.4446043968200684,20,0.6023726463317871
1.448530912399292,163.1018586385314,14.706875389523887,245.41200976893305,179.63825848698616,2.369703769683838,28.006519317626953,0.39826888,23,115.63582853239132,0.5299191474914551,283.5809561908245,-0.0037200458,24000,577.7028119564056,0.9684369564056396,960000,-9.848311e-06,31.91804313659668,5,0.3121979236602783,177.56352654345642,0.65014935,0.0010390281677246094,22.96837312957174,204.54069024934628,80.11242549020956,1.5380218029022217,20,0.5831167697906494
1.4840116500854492,-35.581276882529814,23.264777559911085,360.9765267699957,299.0151537954807,2.3678359985351562,27.73152804374695,0.3326817,24,147.80610033217494,0.4635124206542969,393.47651690244675,-0.008210747,25000,609.1332168579102,0.8189611434936523,1000000,-9.490957e-06,31.424137592315674,5,0.26099634170532227,9.06244654774735,0.6265813,0.0009646415710449219,23.309265252507483,26.666585447257837,76.55980159725755,1.3206768035888672,20,0.6009631156921387
1.5636684894561768,-41.55109127599261,14.265221786807867,307.1002183839679,241.07371774315834,2.4048104286193848,27.366689443588257,0.30524886,25,130.1881482955232,0.48081064224243164,340.176611661911,-0.007188449,26000,640.3124079704285,0.8828866481781006,1040000,-9.167227e-06,31.17513418197632,5,0.257967472076416,-28.736757999903595,0.60558355,0.0009446144104003906,26.750740173524957,-1.8289878664875459,68.37482506614603,1.400702953338623,20,0.5706946849822998
1.3883085250854492,-98.64307675670624,5.908821639445529,-1280003.420767431,-4695330.284884095,2.2605783939361572,27.724655389785767,0.39752066,26,-383729.4586681248,0.5052154064178467,337.3123827576637,-0.004644844,27000,671.7172164916992,0.8666098117828369,1080000,-9.016e-06,31.396121978759766,5,0.3162715435028076,-92.9404726486349,0.5958731,0.0009865760803222656,1899964.3082547863,-84.56216708241851,47.664694487166514,1.4063270092010498,20,0.5300171375274658
1.3814170360565186,-77.96357597152459,19.601792877036907,-7626.070108760521,-122316.4904409945,2.303767442703247,27.789863109588623,0.5283068,27,-1163.3708673408348,0.48464107513427734,-1034.0971814543009,-0.0015603014,28000,703.2701990604401,0.9245429039001465,1120000,-9.0871e-06,31.541065454483032,5,0.33330559730529785,-47.64859044468164,0.6009325,0.0009660720825195312,26313.210923775656,-17.722621221761337,62.26580141380293,1.4445922374725342,20,0.5453436374664307
1.359100341796875,-80.39912958865436,1.9393611497830907,-3451802.770011431,-3948108.059255719,2.2113711833953857,28.56814169883728,0.82511085,28,-897802.5697475846,0.514892578125,-3088561.571197808,-0.0054849777,29000,735.5134670734406,0.9023294448852539,1160000,-8.999737e-06,32.23748517036438,5,0.2943129539489746,-78.07309719446033,0.5955541,0.0009388923645019531,218160.04971708014,-74.55508289266213,52.512490099746095,1.4534525871276855,20,0.49986720085144043
1.4160375595092773,26.568016094196125,28.509436902615718,-106517.3001214847,-659697.9715043306,2.353109836578369,28.891241550445557,0.57596856,29,-15432.329198105426,0.47032999992370605,310.21731036901474,-0.006411962,30000,768.1335871219635,0.8622150421142578,1200000,-8.842292e-06,32.61524057388306,5,0.3650357723236084,56.57069425721769,0.58660865,0.0008230209350585938,184826.3403037037,108.44896898558859,89.91665301868701,1.368018627166748,20,0.5492568016052246
1.4892687797546387,200.85519081231845,22.49128211050631,-1783.4642332013696,-25151.22920963168,2.3848483562469482,28.352338552474976,0.3705609,30,-264.05932426504086,0.4941074848175049,-200.68520835042,-0.0068571577,31000,800.3037049770355,0.8913445472717285,1240000,-8.715392e-06,32.162938356399536,5,0.27208709716796875,235.93910600915268,0.5801848,0.0010879039764404297,5447.114807830314,263.3415143217175,114.7775866254243,1.4211513996124268,20,0.5970394611358643
1.452284812927246,109.8186558380545,31.325431856567043,222.63847997216507,151.52662890218198,2.4384701251983643,29.11008930206299,0.34910607,31,105.82024506051656,0.4856147766113281,320.01138561964035,-0.005222387,32000,833.2381093502045,0.8495931625366211,1280000,-8.532193e-06,32.924582958221436,5,0.3689451217651367,151.1231333187996,0.5689927,0.0009930133819580078,38.97656901581647,187.3143951894178,103.12905094591608,1.372549057006836,20,0.5691335201263428
1.334897756576538,10.76573255104271,32.70724034419485,-9753.068621056527,-166876.04400998354,2.1068062782287598,29.106648683547974,0.37271103,32,-1315.8697805985933,0.4896869659423828,314.2135719060898,-0.005381308,33000,865.8558630943298,0.8684372901916504,1320000,-8.4708845e-06,32.610414028167725,5,0.21750378608703613,75.29682156461116,0.5667882,0.0009386539459228516,36592.66943638428,101.73296158831387,85.75087013853017,1.3940095901489258,20,0.5375351905822754
1.2533900737762451,6.27867049030829,32.33866882550067,-1613831.7964355394,-2224564.058841586,2.133396863937378,29.37182116508484,0.72589016,33,-298460.0067177613,0.4921267032623291,-493823.23183605075,-0.0031720607,34000,898.763421535492,0.8577685356140137,1360000,-8.415257e-06,32.896196603775024,5,0.33390378952026367,45.231318203620056,0.5625481,0.0006632804870605469,434724.60885200644,95.65430468292725,60.44441052705243,1.3887243270874023,20,0.5323805809020996
1.4750902652740479,-93.91299774873441,83.85076595196269,162.84832798093558,-154.79232519865036,2.2703301906585693,30.347028017044067,0.4509233,34,106.30363021310866,0.4771454334259033,309.1279883682728,-0.0019201625,35000,932.6925032138824,0.7921609878540039,1400000,-8.250425e-06,33.924367904663086,5,0.28441739082336426,40.67150066512445,0.55411685,0.0009996891021728516,120.46659964103178,117.70474212697552,32.25428611221001,1.3041865825653076,20,0.4900505542755127
1.4019749164581299,-65.78343668110683,24.727688051034452,112.10582869192585,37.90020252764225,2.198115348815918,30.67598056793213,0.3997474,35,67.62206762955871,0.4681544303894043,178.89444077014923,-0.008715681,36000,966.8867478370667,0.8081333637237549,1440000,-8.212479e-06,34.187485456466675,5,0.18270134925842285,-43.4579467447807,0.5505745,0.0009775161743164062,36.18901060779535,-8.47061423626836,59.748433549635834,1.3093655109405518,20,0.603485107421875
1.299588918685913,-6.500393155960796,10.428329586685523,19.25478241145611,-31.258279860019684,2.1865546703338623,30.63905692100525,0.44342345,36,55.09100944128661,0.5979485511779785,53.547180235385895,-0.002057832,37000,1001.4402935504913,1.074204683303833,1480000,-7.947788e-06,34.54668474197388,5,0.33312129974365234,0.8089628625744133,0.53630775,0.0010325908660888672,24.56472641040988,21.4863455387575,71.1226406220254,1.7154014110565186,20,0.5186111927032471
1.421205759048462,242.36269593009112,8.991973913446698,227.66764435470105,188.63510471582413,2.293802261352539,29.869438409805298,0.4253859,37,106.1257117340454,0.5149219036102295,245.22165071964264,-0.004423029,38000,1035.0848484039307,0.912621259689331,1520000,-7.689995e-06,33.63501811027527,5,0.30712890625,253.1905764747152,0.5216298,0.0009517669677734375,11.556055406608737,263.8428040526245,108.8709290692969,1.4666392803192139,20,0.5432395935058594
1.377967119216919,217.87292523933675,22.98115970921768,130.9884587230161,97.8440850675106,2.187441110610962,30.16977548599243,0.3121151,38,80.7656928017105,0.447312593460083,147.32033355534077,-0.0062061604,39000,1068.7779021263123,0.8432247638702393,1560000,-7.129865e-06,33.687453746795654,5,0.24703097343444824,247.44383916536623,0.4947327,0.0009543895721435547,12.411071318064385,271.07605165605094,117.05114611611847,1.324598789215088,20,0.5334081649780273
1.3379764556884766,21.928707569561894,6.04222731548322,-18572.90072567165,-355770.5641030669,2.166794538497925,31.051600217819214,0.28431422,39,-2589.4477391738496,0.4734218120574951,82.98409676551819,-0.0031196126,40000,1103.419480085373,0.9032161235809326,1600000,-6.9676917e-06,34.63511657714844,5,0.29188990592956543,30.533773127561382,0.48476425,0.0010578632354736328,77417.52651369826,40.18750802450291,87.30482686291414,1.4134271144866943,20,0.5215632915496826
1.4840474128723145,-18.50969549968198,18.31318526946379,226.1056053906679,-1275.3260800242424,2.3369057178497314,30.676697969436646,0.33445844,40,128.8666755240128,0.48149943351745605,439.8208647966385,-0.0024444838,41000,1137.8300733566284,0.8661577701568604,1640000,-6.897798e-06,34.398746490478516,5,0.302166223526001,9.442392445926192,0.4829195,0.0008299350738525391,473.9781888123428,28.263759245836358,79.07869949840278,1.3818080425262451,20,0.5129697322845459
1.5147795677185059,-43.97811626777404,5.930405298234987,-64708.001692204925,-1172198.27165699,2.5852668285369873,30.526819229125977,0.3293743,41,-10491.848535751073,0.48940229415893555,376.5713424086571,-0.0060185282,42000,1172.3626680374146,0.878312349319458,1680000,-6.7755077e-06,34.51822233200073,5,0.44350290298461914,-34.71658391749486,0.4759366,0.0009486675262451172,255563.5641417179,-26.635174578979157,60.62833847160978,1.403228998184204,20,0.6121115684509277
1.6138722896575928,-46.73999599248549,13.483227987530261,-62915.61264078915,-567554.6338984966,2.659968852996826,31.2282772064209,0.32221457,42,-9116.661233495395,0.547692060470581,34.422609865665436,-0.006802042,43000,1207.7531516551971,0.9014050960540771,1720000,-6.6566645e-06,35.38157868385315,5,0.4082503318786621,-26.069590077628078,0.4696732,0.0010180473327636719,155623.0489976935,-10.903262984059364,64.62583733176015,1.490321159362793,20,0.617037296295166
1.8958728313446045,36.515702086618845,49.99331772039348,-361318.7511815399,-1843788.4790343046,2.8277695178985596,33.77991962432861,0.36173177,43,-63726.53217565528,0.5215301513671875,-29.506865620613098,-0.0064284815,44000,1245.8521945476532,0.9250876903533936,1760000,-6.449674e-06,38.094484090805054,5,0.33444643020629883,79.13420172386603,0.4617381,0.0010883808135986328,639736.8262900118,176.34370002595284,92.94949660729522,1.483726978302002,20,0.5767011642456055
1.3992862701416016,187.2153740500371,15.57267917186133,265.43481771722435,230.9333412796259,2.377315044403076,30.610292196273804,0.29535404,44,124.31229140524071,0.4674341678619385,319.85506212711334,-0.0026267602,45000,1280.1825850009918,0.8277912139892578,1800000,-6.2844465e-06,34.3227436542511,5,0.35720300674438477,210.64451053340298,0.45289803,0.0008604526519775391,24.801473950501602,234.58543637026716,106.50434265962312,1.3315725326538086,20,0.5884301662445068
1.464552640914917,223.42669129480495,16.03721831958035,195.19893857836723,127.21647390723228,2.4300637245178223,31.72430992126465,0.27423248,45,110.68236250222841,0.420654296875,241.03302639722824,-0.0021261654,46000,1315.5414400100708,0.7384119033813477,1840000,-6.017323e-06,35.3493709564209,5,0.36810970306396484,236.3187169319333,0.44154736,0.0010209083557128906,33.66093983360773,265.71224790342677,108.28411045781631,1.1916298866271973,20,0.5746479034423828
1.4157681465148926,143.69487747975177,28.458597280573983,-8050.255815876275,-90789.76915830374,2.42234206199646,31.746278285980225,0.3099018,46,-1037.448781988814,0.4140160083770752,182.7600532770157,-0.008756667,47000,1350.928512096405,0.7541265487670898,1880000,-5.7391185e-06,35.37546253204346,5,0.4246201515197754,178.72011553335932,0.42988187,0.0009424686431884766,23445.433000675013,226.3022608875144,114.8696006861941,1.2021193504333496,20,0.559532880783081
1.4598569869995117,197.68381327045927,13.361846633346234,-904.6621614351868,-24496.499069094658,2.432159900665283,32.60101246833801,0.3509999,47,-20.433325458160727,0.47043895721435547,430.98870891332626,-0.0026078,48000,1387.2739009857178,0.7864620685577393,1920000,-5.5432693e-06,36.33395981788635,5,0.3429996967315674,214.901977705805,0.42141056,0.0009698867797851562,5414.265302547315,229.1040411928233,103.06630920581824,1.2933971881866455,20,0.5688478946685791
1.6062355041503906,188.1706257638601,29.981486164159012,247.2187487155199,202.1229351758957,2.4853081703186035,32.63660740852356,0.28790247,48,119.57392779685522,0.48609209060668945,284.927718937397,-0.005647051,49000,1423.7829103469849,0.8487460613250732,1960000,-5.301223e-06,36.49688410758972,5,0.32160258293151855,224.7539067843185,0.4104555,0.0010128021240234375,24.80097929636499,271.68243849035065,108.03126933796106,1.3705778121948242,20,0.5342376232147217
1.241896390914917,247.03381924093375,10.071307194895976,-187.05536555200814,-605.6184173151851,2.0542659759521484,22.496216297149658,0.4138383,49,23.024563212974112,0.35446977615356445,-50.73835226893425,-0.002509921,50000,1449.2753262519836,0.5395886898040771,2000000,-5.191567e-06,25.474452018737793,5,0.2649052143096924,260.05005847061517,0.40663135,0.00067901611328125,115.63282375920168,272.7359545175959,117.77743726867948,0.9210209846496582,20,0.5196590423583984
0.8607792854309082,198.76196733352742,8.90188987143629,281.24185803830625,144.5935155749321,1.4623181819915771,21.365123748779297,0.28054884,50,132.87239612228862,0.3740360736846924,352.94671964645386,-0.0042920024,51000,1473.0232563018799,0.5125327110290527,2040000,-5.05249e-06,23.74302339553833,5,0.17742633819580078,208.649691973085,0.40234923,0.0006756782531738281,47.46692430363576,222.66919734920648,98.37565564179445,0.9131710529327393,20,0.41405749320983887
