LossBefore,Data-EnvTrajs-MaxReturn,Policy-TimeStep,Policy-MinReturn,Policy-TimeAlgoOpt,Data-EnvSampler-EnvExecTime,ItrTime,Data-EnvTrajs-MinReturn,Model-TimeModelFit,Policy-MaxReturn,LossAfter,Data-EnvTrajs-NumTrajs,Policy-AverageDiscountedReturn,Policy-AverageAbsPolicyMean,n_timesteps,Policy-NumTrajs,Data-TimeEnvSampleProc,Data-EnvTrajs-AverageReturn,Policy-AveragePolicyStd,Policy-TimeSampling,Time,Data-EnvTrajs-AverageDiscountedReturn,Data-TimeEnvSampling,Iteration,Policy-TimeSampleProc,Data-EnvSampler-PolicyExecTime,Data-EnvTrajs-StdReturn,Policy-StdReturn,ModelSampler-n_timesteps,Policy-AverageReturn
-1.25478045e-05,29.02853136257726,2.658902168273926,1075.113728648983,0.5875823497772217,0.3403775691986084,28.419114351272583,26.152703847678342,24.651554584503174,2478.6841467712075,-0.0055976114,5,338.060154942006,1.0350263,11000,20,0.0007834434509277344,28.155423209154087,0.85099417,1.5378446578979492,194.95864486694336,21.586460268031473,1.1060185432434082,10,0.5011703968048096,0.7346651554107666,1.1219577513738228,349.56896321999557,440000,1726.12035540168
-1.2435684e-05,28.697362218298622,2.700228452682495,2785.22882202873,0.5662696361541748,0.4009706974029541,31.50734281539917,13.970965463487115,27.56131887435913,3121.789019001648,-0.0048617804,5,651.3377669745485,1.3057332,12000,20,0.0006852149963378906,23.32332110013253,0.8427532,1.6076631546020508,226.47332191467285,18.112879429558554,1.2375380992889404,11,0.49283862113952637,0.8013534545898438,5.831227490240779,93.10699284008679,480000,2914.1347850659995
-1.2348348e-05,29.158418737585503,2.9920027256011963,1825.3131116561126,0.6622374057769775,0.342670202255249,32.25492191314697,26.96327863103208,28.228298664093018,1945.8860483681783,-0.002423295,5,421.0169276059094,1.4110634,13000,20,0.0005669593811035156,28.0227882125022,0.83524024,1.8244898319244385,258.73291754722595,21.37750314840153,1.0316495895385742,12,0.48340344429016113,0.6597385406494141,0.7023959225333777,33.49526510368953,520000,1885.53763776829
-1.214158e-05,29.923246715083852,2.770564317703247,-1000.7658195272088,0.6031017303466797,0.3555436134338379,32.30441737174988,26.166182797478857,28.411232233047485,321.05438251886517,-0.0044093374,5,-210.13238267359847,1.169116,14000,20,0.0007922649383544922,28.833660296908995,0.8170358,1.656653881072998,291.042742729187,22.865851114570493,1.118894338607788,13,0.44756412506103516,0.7313272953033447,1.3852871790922752,451.8465924835931,560000,-668.0703261537943
-1.2210649e-05,29.325404808708466,2.804938793182373,-15712.482347751036,0.5707273483276367,0.4135129451751709,34.17960810661316,26.771268631811655,30.225061655044556,-14462.303690639557,-0.004289125,5,-4760.003930719114,0.95864826,15000,20,0.0009093284606933594,28.12030149757287,0.82140964,1.5859835147857666,325.2292432785034,22.345851065389827,1.1465563774108887,14,0.6046805381774902,0.6991517543792725,1.0678985611634821,341.58177703230916,600000,-15073.558304951232
-1.1981892e-05,32.090525523161304,2.824467420578003,171.03934928961098,0.6639699935913086,0.3854231834411621,32.94287037849426,29.275103538924824,28.973224639892578,248.20543562807143,-0.007092752,5,86.56672401927013,1.6586056,16000,20,0.0009357929229736328,30.476798994898605,0.8022367,1.7922837734222412,358.1858468055725,22.558837620947166,1.1416785717010498,15,0.3457486629486084,0.7142891883850098,0.9117840302050553,23.299051083680133,640000,218.0887864502205
-1.174152e-05,29.18085688551316,2.821082592010498,-15743.967220427468,0.5807173252105713,0.4173288345336914,33.01903939247131,26.800595867027198,28.90236210823059,-3940.727986646816,-0.002772393,5,-2670.4054677893623,0.9169312,17000,20,0.0008268356323242188,27.788015379308597,0.7817107,1.6707136631011963,391.2185649871826,21.70341919686678,1.2925755977630615,16,0.552046537399292,0.8414890766143799,0.8252638570314477,3569.0060327469346,680000,-10312.059446958057
-1.1582093e-05,29.186658535057216,2.7976231575012207,-12745.550969839096,0.5973522663116455,0.41770005226135254,33.191736936569214,27.028523744083564,29.136813402175903,72.07781523140147,-0.0011429038,5,-1245.1960026661593,1.0759082,18000,20,0.0008749961853027344,27.918417389743144,0.77043617,1.7452878952026367,424.41892552375793,21.54517675033849,1.2538433074951172,17,0.41143035888671875,0.787280797958374,0.8157930202723979,4202.695930284909,720000,-5731.314725265251
-1.1378337e-05,33.236419934796785,2.903146505355835,-3149.9170212084427,0.5490927696228027,0.40131258964538574,34.086397647857666,25.877592102920477,29.905774354934692,80.11587063688785,-0.0012386009,5,-11.519559308860249,1.5274436,19000,20,0.0010457038879394531,28.684927489015497,0.7550029,1.8475902080535889,458.51064372062683,20.405042529938658,1.2739803791046143,18,0.4799337387084961,0.8360142707824707,2.5639122735184445,771.4280969522446,760000,-219.5138722757867
-1.1297995e-05,31.445225098407985,2.711973190307617,-14904.309799061157,0.5524048805236816,0.46552324295043945,34.09702181816101,26.990555596419135,29.999780654907227,-919.7252429225482,-0.0047223466,5,-2407.0302919741957,1.0134519,20000,20,0.0007338523864746094,29.08699825192621,0.74993944,1.6261978149414062,492.6172728538513,20.151207182856027,1.3825349807739258,19,0.47605371475219727,0.8718588352203369,1.7423379296161814,3890.057680329324,800000,-9545.061355026444
-1.1128242e-05,34.235228450187655,3.1932716369628906,-14603.559514377906,0.6626720428466797,0.3952009677886963,34.75793266296387,27.07313725841276,30.36098313331604,-9449.984969100915,-0.0034071961,5,-3224.3046068211625,0.8008379,21000,20,0.0010752677917480469,29.97261922469776,0.73720044,2.062626361846924,527.3832440376282,21.027874948708114,1.1986637115478516,20,0.43103885650634766,0.7649860382080078,2.6164437374131753,1264.743266229178,840000,-12125.24719107203
-1.1080703e-05,29.23844164687605,3.257110357284546,-8275.48034009803,0.8210282325744629,0.40633368492126465,37.27076172828674,24.967360356153275,32.66085982322693,52.76608334481716,-0.0037019795,5,-721.6444411321323,1.446053,22000,20,0.001119375228881836,26.78043553526849,0.73258466,1.962524175643921,564.6609666347504,16.946376770845788,1.3490962982177734,21,0.4303131103515625,0.8928020000457764,1.795218188237876,3067.2438051206623,880000,-3862.97706368558
-1.0944008e-05,28.105000470487855,6.0693910121917725,25.807884954847395,1.3078219890594482,0.3595871925354004,50.80336093902588,17.524161666706064,43.63842010498047,47.442225442267954,-0.0012686691,5,19.55395748255039,1.9247273,23000,20,0.0010609626770019531,22.012589742178147,0.7238054,3.709766149520874,615.481947183609,11.503502827883596,1.084130048751831,22,0.9793024063110352,0.6917810440063477,3.541335985522282,5.925174032866314,920000,37.133020799432416
-1.0881067e-05,28.411514171697444,2.942819356918335,-655.7217067829333,0.5876777172088623,0.615553617477417,37.56506943702698,19.233745985784083,32.281986474990845,-10.29157894058153,-0.0026443496,5,-4.457689270192278,1.7416471,24000,20,0.0006747245788574219,25.20412635931577,0.7196534,1.7206997871398926,653.0935473442078,16.151699567557003,2.336944341659546,23,0.5977022647857666,1.6558012962341309,3.285832427353161,138.25853964267614,960000,-55.474469072159266
-1.0761267e-05,25.029362646581582,2.744441509246826,-26.39030892937444,0.6145086288452148,0.39050984382629395,36.51773166656494,19.82017985157827,32.48774290084839,1.3179341234499589,-0.0031907677,5,5.047851406260952,1.6783922,25000,20,0.0010638236999511719,21.681838937995394,0.71180606,1.6554293632507324,689.6159026622772,14.024626042436363,1.2824833393096924,24,0.4462122917175293,0.8583152294158936,1.9982246388931497,6.309635215129443,1000000,-10.348037618277885
-1.0777202e-05,27.604227355891624,2.8087613582611084,5.6744783407775685,0.5780909061431885,0.44430041313171387,35.61812710762024,21.89919312123598,31.359633684158325,16.660274408117402,-0.003495104,5,13.929456612963458,1.7285608,26000,20,0.0010590553283691406,24.48177946523449,0.71307606,1.665248155593872,725.2418224811554,14.963376298376039,1.437596082687378,25,0.5324640274047852,0.9425501823425293,2.555237574026313,2.6837410881630475,1040000,11.560187365219463
-1.0372442e-05,30.9641383262902,2.861083984375,17.48187424283242,0.6065289974212646,0.48253750801086426,34.885854959487915,21.30149489512602,30.405086040496826,27.48341470223386,-0.0015470419,5,17.44656523147981,1.7501537,27000,20,0.0010387897491455078,24.245029719670885,0.6851721,1.8259212970733643,760.1339507102966,15.038108705852443,1.6157782077789307,26,0.38221144676208496,1.09360933303833,3.4793344592282827,2.6962924900398715,1080000,21.535866362103842
-9.895226e-06,29.822139577149102,2.564208745956421,18.802031953062396,0.588914155960083,0.42778706550598145,34.51301717758179,24.816433297273242,30.604709148406982,27.078755376976915,-0.0013412748,5,18.397454870605166,1.8169397,28000,20,0.0009295940399169922,27.426771024018603,0.65599537,1.608938217163086,794.6561801433563,19.633325420116574,1.3408145904541016,27,0.34949278831481934,0.8768174648284912,1.6502198910715922,2.4489187040251243,1120000,23.518233598728692
-9.3711005e-06,29.78810705047117,2.5650951862335205,-10.391536580398679,0.552746057510376,0.41792964935302734,34.680009603500366,23.401745017430756,30.728604316711426,-2.7150043826550245,-0.004135482,5,10.60540854887943,1.7578877,29000,20,0.0006339550018310547,27.554896163897645,0.62672377,1.5468804836273193,829.3410861492157,20.542468622161028,1.383190631866455,28,0.41156625747680664,0.9267337322235107,2.4660881295930612,1.9492576131513364,1160000,-6.49017487160163
-8.85951e-06,37.53725419009778,2.783745765686035,6.786167288431898,0.5906252861022949,0.43225979804992676,35.083690881729126,27.09599995091235,30.890683889389038,15.539931989274919,-0.0026486462,5,18.065768829233814,1.7371509,30000,20,0.004305839538574219,32.211057601866834,0.5996288,1.6759681701660156,864.4336431026459,23.825044620320742,1.4024827480316162,29,0.46137356758117676,0.9286971092224121,3.4283574031108506,2.4480227916560997,1200000,10.59146457502502
-8.64518e-06,35.442768854622784,2.5956108570098877,10.77427422592882,0.5499296188354492,0.4552748203277588,35.19520545005798,30.878676167899897,31.131368160247803,31.71063294808846,-0.0025726391,5,20.73083905888186,1.8390286,31000,20,0.0010731220245361328,32.44208155834197,0.58622634,1.551029920578003,899.6343536376953,23.998307776353194,1.464740514755249,30,0.46801161766052246,0.9636960029602051,1.6739307642964891,6.888088768638964,1240000,21.65915600677108
-8.381724e-06,32.69493815973436,2.58658504486084,33.536578092724085,0.6193811893463135,0.46240687370300293,34.686699867248535,27.348254313983706,30.61257028579712,40.65702448505908,-0.0025864153,5,26.554726601434176,1.8460969,32000,20,0.0010707378387451172,30.491175099356905,0.5725134,1.6442933082580566,934.3252518177032,23.447835963711064,1.4817724227905273,31,0.2754697799682617,0.9793918132781982,1.762795326956359,1.8576476262993453,1280000,37.72509603365616
-8.163852e-06,35.31713674140481,2.7403502464294434,28.81714695430128,0.5584836006164551,0.46250343322753906,35.580920934677124,26.985608518310244,31.357465028762817,37.234850137960166,-0.0020131993,5,22.545415983697875,1.8850764,33000,20,0.0009262561798095703,31.848894714329777,0.5603666,1.6741299629211426,969.9237186908722,23.905522099845324,1.479430913925171,32,0.48672008514404297,0.9788897037506104,2.813252755063528,2.2213885854290623,1320000,32.34187649151427
-7.897054e-06,36.35346758691106,2.7546639442443848,24.23280301084742,0.6062045097351074,0.4490089416503906,35.95758652687073,33.03499500037663,31.703195095062256,49.75372797274031,-0.0021071208,5,30.027757527944612,2.036479,34000,20,0.0010478496551513672,34.5226670369168,0.5462609,1.6651432514190674,1005.8860466480255,24.612543155265282,1.4952714443206787,33,0.464069128036499,0.9934756755828857,1.2064680393127127,5.560349406569817,1360000,41.57281896919157
-7.6833385e-06,37.08242095464187,2.593050956726074,33.7564859589329,0.5640087127685547,0.4559483528137207,35.7643518447876,34.07744094749042,31.71888256072998,47.324518809095025,-0.0046403785,5,29.556304727241518,1.9927056,35000,20,0.001031637191772461,35.966122735799296,0.535828,1.5977294445037842,1041.6559255123138,25.84281271522189,1.448859453201294,34,0.40990328788757324,0.9556350708007812,1.1403926795207635,3.117305261356004,1400000,42.51673407029593
-7.5065013e-06,36.44027400305526,2.7242586612701416,34.11529114685254,0.5924062728881836,0.42171549797058105,36.17858529090881,32.659019983386294,32.1543128490448,46.22523720841855,-0.00019451015,5,26.754387434811054,1.8808923,36000,20,0.0009963512420654297,34.888991844295276,0.52630395,1.6693718433380127,1077.8400876522064,24.226404054571248,1.2965662479400635,35,0.43104004859924316,0.8353197574615479,1.3254930897610433,2.6155725828706515,1440000,39.73142635716067
-7.3608944e-06,36.80908615516679,2.5745794773101807,28.38260030397214,0.6094505786895752,0.4845890998840332,36.1366183757782,33.557268030604455,32.0309419631958,54.50082155875862,0.00047435093,5,27.719641516065487,1.7897527,37000,20,0.0010759830474853516,34.992054586328784,0.52251256,1.565857172012329,1113.9819550514221,24.681577191847747,1.5270843505859375,36,0.36559057235717773,1.0009281635284424,1.3325766676574176,6.492495246370349,1480000,44.65235306954419
-6.9744206e-06,36.18007179463745,2.6116318702697754,37.172433006810024,0.5972554683685303,0.4468264579772949,35.75838923454285,32.65511524308036,31.727980613708496,47.258708050474524,-0.0033781503,5,25.94621140895513,1.7721262,38000,20,0.0010929107666015625,34.73871962868079,0.5043274,1.5469319820404053,1149.7569751739502,24.0164223808764,1.4151365756988525,37,0.42996740341186523,0.9291138648986816,1.3227173539630355,2.55729831004548,1520000,42.175715854219746
-6.5784975e-06,36.65377787627448,2.676757335662842,19.826881950953975,0.6148192882537842,0.4083225727081299,36.03758239746094,34.45131220824079,32.03425049781799,48.270934917614795,-0.0032500587,5,27.07837177854754,1.7599081,39000,20,0.0010921955108642578,35.661511165338666,0.4891214,1.579836368560791,1185.8117361068726,24.551947412300343,1.3228986263275146,38,0.42612218856811523,0.8729629516601562,0.8284154059961771,6.043544022923547,1560000,33.34108068171772
-6.4295236e-06,38.09360704219835,2.732043981552124,-4.726044068112969,0.5742909908294678,0.41234588623046875,36.05602407455444,35.22684317078358,31.928621768951416,32.350875446165446,-0.0027379724,5,21.470519131448775,1.877499,40000,20,0.0009145736694335938,36.041417925977285,0.4857679,1.619537115097046,1221.876012802124,25.197965271778088,1.392324686050415,39,0.493699312210083,0.9454083442687988,1.0383954371058197,9.189182078683151,1600000,10.561913179002294
-6.358851e-06,36.592453741853944,2.7533047199249268,24.677594206877984,0.6416220664978027,0.40701723098754883,36.304359674453735,32.78795723968999,32.231284618377686,32.99461015214911,-0.0028401706,5,23.56501367816458,1.834478,41000,20,0.0013270378112792969,35.00162213368721,0.4847553,1.6727464199066162,1258.1860148906708,24.937639561318132,1.3157939910888672,40,0.39768433570861816,0.8692319393157959,1.2556717067730265,2.1877705219570296,1640000,29.345685537721145
-6.256325e-06,37.461894656957746,2.73572039604187,60.86634532734752,0.5707502365112305,0.4144763946533203,36.33498454093933,35.65700491337618,32.18057823181152,78.41775041958317,0.0049735117,5,34.62411602128044,1.9194963,42000,20,0.0014681816101074219,36.48699958455875,0.48463666,1.6812326908111572,1294.5272388458252,26.321938396203684,1.4141747951507568,41,0.4222278594970703,0.9619441032409668,0.6510745793097921,4.314070948415063,1680000,70.4811811101099
-6.014974e-06,34.54887927580215,2.530325412750244,36.67516966431867,0.5605125427246094,0.3897883892059326,37.64143419265747,31.258871354574175,33.74916076660156,52.68232653988525,-0.0025382617,5,28.5381559189099,2.0983975,43000,20,0.0010857582092285156,32.947794336198356,0.4745981,1.5639848709106445,1332.1763746738434,24.098609628493705,1.3579189777374268,42,0.35698461532592773,0.9316225051879883,1.1115992751938935,3.9342695351319,1720000,48.11214721403085
-5.782957e-06,33.97147380696111,2.641569137573242,50.590535152703524,0.5908775329589844,0.42693328857421875,37.02883505821228,29.761139520685948,32.95988869667053,61.424967374652624,-0.003578274,5,31.97029801111906,2.1767085,44000,20,0.001201629638671875,31.677447022975013,0.46905255,1.615943193435669,1369.2115969657898,24.135524050149122,1.4229791164398193,43,0.4000241756439209,0.9491822719573975,1.399939660472812,2.6891457679044826,1760000,57.464720409971775
-5.4746197e-06,34.03310555562282,2.623581886291504,27.535308251564857,0.6165239810943604,0.37967920303344727,37.28999972343445,29.475176213024643,33.360031604766846,33.074289027019404,-0.003001548,5,25.85766754092837,2.0671558,45000,20,0.0013434886932373047,31.77130852359867,0.4546588,1.5842158794403076,1406.5088212490082,24.291199440746368,1.3023102283477783,44,0.39440321922302246,0.8867485523223877,1.4908274784173006,1.4776762049172794,1800000,30.930920603586127
-5.1147595e-06,33.96231763207319,2.7833340167999268,35.220089610433206,0.6174511909484863,0.3939969539642334,37.67764949798584,30.63211062808471,33.58658981323242,64.49872130528092,-0.003545627,5,29.32150909989692,2.078919,46000,20,0.0006561279296875,32.64576515289632,0.44121343,1.6552550792694092,1444.2017042636871,24.70448920672459,1.303429126739502,45,0.4843416213989258,0.8669695854187012,1.2606945613734422,7.619821854422356,1840000,46.74296896884043
-4.664062e-06,35.21726851778639,2.627917766571045,29.627231899939943,0.626955509185791,0.397932767868042,37.058919191360474,32.17033782362045,33.047916889190674,45.273345266934484,-0.0084045585,5,27.575101501411286,2.1279907,47000,20,0.0008752346038818359,33.57844992328772,0.4242913,1.5715456008911133,1481.2701959609985,25.10552588140794,1.3799340724945068,46,0.39256930351257324,0.9344167709350586,1.0640497598236516,3.8686681739150828,1880000,37.06907605487213
-4.633512e-06,34.754938056040075,2.5407462120056152,30.449544891016558,0.5725007057189941,0.42377710342407227,37.59788393974304,31.31088258684562,33.68136692047119,37.72397833777359,-0.005572088,5,26.383479586847795,2.0952394,48000,20,0.0012707710266113281,32.80091068759915,0.42236063,1.5881638526916504,1518.8744089603424,25.095496082507225,1.3707165718078613,47,0.3520677089691162,0.9092817306518555,1.324929769633109,1.6806257216391143,1920000,34.076057965942894
-4.32474e-06,33.28607188225434,2.8628053665161133,46.0632843489293,0.593787670135498,0.40286684036254883,37.803587436676025,30.092058446718525,33.53819274902344,70.4480574792251,-0.0030756053,5,36.29533280707495,1.9218334,49000,20,0.001069784164428711,31.711244550080902,0.41060835,1.686844825744629,1556.6934342384338,24.41359489690573,1.3991875648498535,48,0.4889051914215088,0.9611501693725586,1.2901478194729359,5.615543140718386,1960000,59.33729612531024
-4.18724e-06,32.538175477139426,2.83262300491333,28.026119586545974,0.5609514713287354,0.37471961975097656,37.77371287345886,29.581220328575633,33.67678475379944,45.40199632733129,-0.0056340112,5,28.27223567142367,2.120154,50000,20,0.0011744499206542969,30.863540667183337,0.4066947,1.7174153327941895,1594.4794478416443,24.308321869523233,1.256636619567871,49,0.5032680034637451,0.8481767177581787,1.071703188244864,4.457831950283416,2000000,36.74818918896781
-3.943134e-06,32.063006759128356,2.1005496978759766,40.74884772673249,0.5152232646942139,0.39354443550109863,32.67471981048584,29.938542945776152,29.213173866271973,60.912685634568334,-0.0041882247,5,30.093780340583443,2.1668756,51000,20,0.0010988712310791016,30.586760791005524,0.4015578,1.2730190753936768,1627.1586873531342,24.083644368111504,1.3539752960205078,50,0.28775858879089355,0.9255177974700928,0.766554275247516,6.003118434514759,2040000,48.67241713416879
