LossBefore,Iteration,ModelSampler-n_timesteps,Policy-MinReturn,Policy-AverageAbsPolicyMean,Data-EnvTrajs-AverageDiscountedReturn,n_timesteps,Policy-StdReturn,Time,Policy-MaxReturn,Policy-AveragePolicyStd,Data-TimeEnvSampling,Policy-TimeSampling,Model-TimeModelFit,ItrTime,Policy-AverageDiscountedReturn,Policy-TimeStep,Data-EnvTrajs-NumTrajs,Policy-NumTrajs,Data-EnvSampler-EnvExecTime,Policy-TimeSampleProc,Data-EnvTrajs-MaxReturn,Data-EnvTrajs-AverageReturn,Policy-TimeAlgoOpt,LossAfter,Policy-AverageReturn,Data-EnvTrajs-MinReturn,Data-TimeEnvSampleProc,Data-EnvSampler-PolicyExecTime,Data-EnvTrajs-StdReturn
-1.1460392e-05,10,440000,18.906906336545944,0.54860187,-19.711569645894564,11000,51.00628484045088,181.33538937568665,221.80415399372578,0.76078,0.9317636489868164,1.6117932796478271,24.34774088859558,27.91895866394043,67.37863093855438,2.6359379291534424,5,20,0.2943685054779053,0.3394746780395508,-2.4955746211095393,-43.349715796642705,0.6404945850372314,-0.015841905,164.8434883173555,-74.91892424536039,0.00098419189453125,0.6070036888122559,29.14410699742572
-1.118362e-05,11,480000,-16.492630884051323,0.5704816,-17.04299218038232,12000,49.56550115770737,212.4479262828827,150.99408937990665,0.7408728,0.8851346969604492,1.807004451751709,27.27829885482788,31.1035258769989,17.164756471454112,2.9372191429138184,5,20,0.2799689769744873,0.48218607902526855,2.186506826720484,-40.81827062974196,0.6286206245422363,-0.015124919,62.94641148708761,-78.01030929712442,0.0010166168212890625,0.5747597217559814,28.40359649917996
-1.0937544e-05,12,520000,-150.71466074883938,0.5999923,-21.955515078764513,13000,58.73309253686245,245.18829727172852,38.91949597001076,0.71999526,0.979006290435791,1.8729209899902344,28.683461904525757,32.73548746109009,-26.174130213316584,3.0699758529663086,5,20,0.304584264755249,0.43117237091064453,0.6556064605017935,-42.222129855453424,0.736835241317749,-0.01620017,-56.295987718366085,-117.270989081639,0.0010759830474853516,0.6441612243652344,39.82050759058714
-1.0759326e-05,13,560000,-285.94157652556896,0.6151547,-15.681645878475901,14000,50.594031679935945,278.6274354457855,-105.01641890406609,0.7104815,0.9864301681518555,1.6834039688110352,29.42989730834961,33.42550611495972,-84.86704418072563,3.0061771869659424,5,20,0.3196423053741455,0.5813977718353271,6.413373382096278,-28.8710921110694,0.6245243549346924,-0.014692481,-202.7176823887974,-77.42388337051362,0.0009617805480957031,0.6364610195159912,31.08927196057924
-1.0531875e-05,14,600000,-1.826613262295723,0.6247509,-5.81274104657469,15000,36.827824460253524,311.4431004524231,135.0171608030796,0.6947981,0.8968019485473633,1.6651809215545654,28.97350311279297,32.80981373786926,20.393255451868065,2.936511993408203,5,20,0.29152727127075195,0.5797891616821289,23.892256509175645,-14.997718305256498,0.639439582824707,-0.01612273,57.629154884442684,-56.163662133159704,0.0009875297546386719,0.576401948928833,34.22460564716968
-1.020937e-05,15,640000,-120.11307671666145,0.58848476,-15.022968559353771,16000,15.16650127044111,345.85469150543213,-65.81235094368458,0.67167705,0.8661837577819824,1.676727056503296,30.517652988433838,34.40537405014038,-37.2689105709392,3.0186917781829834,5,20,0.28284502029418945,0.6502437591552734,11.795575343280493,-19.7129272622735,0.6023929119110107,-0.017418435,-94.95047977752984,-61.39688854880353,0.0010464191436767578,0.5545313358306885,27.2529369424405
-9.94525e-06,16,680000,-105.46959272772074,0.603342,-27.392056478442917,17000,37.89893223332845,380.1258165836334,90.7383895367384,0.6535829,0.9796524047851562,1.9048690795898438,30.02066135406494,34.26547837257385,-12.55512042937127,3.261496067047119,5,20,0.3026461601257324,0.580378532409668,-5.856412413562539,-57.60638417761102,0.7000000476837158,-0.01803355,-26.28520272374153,-121.19455317998099,0.0010869503021240234,0.6454710960388184,40.73870876285728
-9.679211e-06,17,720000,-74.09097956120968,0.59663606,-28.763146221887048,18000,40.80692848570248,414.4538838863373,125.71392883360386,0.63747686,1.1309924125671387,1.9396989345550537,29.938801288604736,34.318687438964844,-8.641941006196273,3.244878053665161,5,20,0.33252549171447754,0.5920190811157227,-6.336916547022097,-57.96468774688414,0.6476364135742188,-0.016477184,-10.578764251433313,-106.28153669880352,0.0012240409851074219,0.7648458480834961,32.78433878022768
-9.510696e-06,18,760000,-136.20455937832594,0.5664664,-2.8463355767173604,19000,76.7786066987258,449.14989471435547,243.12664312124252,0.6244899,1.1272492408752441,1.8993675708770752,30.465789794921875,34.686208724975586,-29.390313216573947,3.0888993740081787,5,20,0.35206007957458496,0.4674520492553711,32.358241276598896,5.836490284298411,0.6764795780181885,-0.014186133,-59.53461589999497,-9.4318002127007,0.0008289813995361328,0.7421798706054688,14.262253255257393
-9.208805e-06,19,800000,-39.50156445801258,0.597145,-3.666266113094005,20000,29.069716655429314,484.0911102294922,77.51651944965124,0.60809416,1.2104058265686035,1.7139503955841064,30.770106554031372,34.934502601623535,6.658806633968384,2.9514567852020264,5,20,0.3835289478302002,0.5632600784301758,5.533999745198567,-14.8947687597045,0.6159827709197998,-0.017092029,7.034452697262168,-50.09874152416486,0.0006749629974365234,0.7879626750946045,19.218958475844794
-8.986948e-06,20,840000,-312.61346611380577,0.6175975,-1.4088401628698677,21000,93.32105654619832,519.7901017665863,135.3976943641901,0.5951345,1.2111742496490479,1.710855484008789,31.630017280578613,35.69394063949585,20.52351629991471,2.8464372158050537,5,20,0.35469698905944824,0.43787050247192383,44.467021755245476,3.771314843236218,0.6575374603271484,-0.016523063,51.08092593289912,-26.602190954089213,0.000823974609375,0.8126559257507324,32.84271813323199
-8.85725e-06,21,880000,-164.4290142506361,0.62220097,5.720719361644437,22000,51.193967852184414,556.1516273021698,64.61515688896179,0.5871779,1.3106353282928467,1.7315354347229004,32.186476945877075,36.35586190223694,-25.852862159286786,2.8551621437072754,5,20,0.39395642280578613,0.40969061851501465,50.243377255103574,20.56979765576126,0.6812231540679932,-0.015108099,-57.39672625456005,-9.70184325538077,0.0009670257568359375,0.8706457614898682,25.726521752024365
-8.592038e-06,22,920000,-117.26806819438934,0.63157415,4.680975846055665,23000,21.204000522483863,591.4150533676147,-28.36304734647274,0.5714837,1.2551960945129395,1.7477467060089111,31.12073302268982,35.25782823562622,-29.206736100760672,2.8778774738311768,5,20,0.4136838912963867,0.3704991340637207,30.18309149734019,10.02554666361074,0.6878244876861572,-0.015542285,-64.56271752789617,-15.576865206847147,0.0009582042694091797,0.80470871925354,16.408931106529753
-8.374923e-06,23,960000,-29.714942388236523,0.65336347,19.510162102520766,24000,25.109298964021942,627.8020889759064,79.04013739526272,0.55962735,1.1518244743347168,1.6407802104949951,32.51836895942688,36.382569789886475,5.707142185174523,2.704286575317383,5,20,0.3565857410430908,0.46758198738098145,117.40319580187612,48.08455493607987,0.5555191040039062,-0.017728198,18.756607573479414,-10.85319130773799,0.0009827613830566406,0.756223201751709,53.58911543996823
-8.08562e-06,24,1000000,-71.85982848703861,0.67092323,22.966175157053314,25000,32.44258409488174,664.3895118236542,53.924176424741745,0.5437496,1.2240920066833496,1.8149676322937012,32.312830448150635,36.581785440444946,-8.640884639977441,3.0416693687438965,5,20,0.35404038429260254,0.47965168952941895,91.19777619966875,62.54597220829303,0.7289354801177979,-0.016548416,-12.860355716757477,37.05502429101557,0.0009772777557373047,0.8295741081237793,22.246090095549224
-7.806051e-06,25,1040000,51.31303897500038,0.70232487,23.943755087352816,26000,27.151899817055114,701.0677614212036,152.03668838739395,0.5295916,1.2100677490234375,1.784609317779541,32.41537165641785,36.66770625114441,32.6189139438172,3.0394058227539062,5,20,0.3651549816131592,0.5953340530395508,100.05807925761384,65.64316070413042,0.6263797283172607,-0.015465534,98.0243356551975,22.317620096006532,0.0008528232574462891,0.8079023361206055,26.535238218958337
-7.4764107e-06,26,1080000,6.312543489038944,0.7015887,51.52127735119706,27000,25.868868613257415,737.4653568267822,97.54860952496529,0.51240355,1.1121089458465576,1.8734066486358643,32.145381689071655,36.378448247909546,16.256276276705005,3.1183574199676514,5,20,0.3363165855407715,0.517662525177002,189.21070005350046,124.0524108162326,0.6675820350646973,-0.017319286,49.3863569483161,41.544075945503266,0.0008075237274169922,0.7427232265472412,52.40233084578579
-7.236627e-06,27,1120000,17.04862294346094,0.73271596,41.51356975206518,28000,43.72122825434248,774.2062380313873,210.10383528470993,0.49983826,1.2374236583709717,1.8352065086364746,32.54195261001587,36.73504829406738,38.29571897816172,2.9524636268615723,5,20,0.36346888542175293,0.4273843765258789,123.07233705371571,110.54797298981865,0.6569826602935791,-0.015291927,111.59431250505149,84.03892289661027,0.0011255741119384766,0.8380861282348633,14.033169435864076
-7.0434953e-06,28,1160000,198.16026625037193,0.733212,49.640143898669216,29000,38.786727803077966,810.6646451950073,349.237058326602,0.49114603,1.174473524093628,1.9714961051940918,32.04145073890686,36.45051670074463,105.52280424904545,3.2309136390686035,5,20,0.3538215160369873,0.5425679683685303,163.23485005658782,139.62608323360536,0.6801729202270508,-0.019179272,275.7160899948329,112.50507018950685,0.0009558200836181641,0.7811646461486816,18.409949214964055
-6.8578265e-06,29,1200000,86.15868501737714,0.76161957,55.59740031618446,30000,51.07862125131967,847.51771235466,256.8008390367031,0.47966626,1.3224616050720215,1.7908995151519775,32.67504572868347,36.845688343048096,60.97323258623626,2.8420863151550293,5,20,0.41430163383483887,0.38877081871032715,219.2491877005021,147.97762599263024,0.6175177097320557,-0.016338175,177.1420145107433,110.66256808690359,0.0010814666748046875,0.8717515468597412,39.13924244654235
-6.6353355e-06,30,1240000,58.57898725569248,0.7482558,86.79922273785637,31000,49.88505991243266,884.1831579208374,245.13974477350712,0.47103256,1.2589480876922607,1.9078114032745361,32.159412145614624,36.65933346748352,51.45143884358955,3.238022804260254,5,20,0.3716850280761719,0.6392028331756592,274.7464617193186,219.98004495815303,0.6499171257019043,-0.017797742,147.77705395175144,168.8497400192592,0.001102447509765625,0.8507874011993408,36.83365667859307
-6.378035e-06,31,1280000,10.201772719621658,0.794195,80.10828394137455,32000,41.51009857201647,921.1108732223511,170.13414749503136,0.4595007,1.4097740650177002,1.7218773365020752,32.723732233047485,36.921813011169434,34.9505277638752,2.781850814819336,5,20,0.4516429901123047,0.35019922256469727,247.43809190148488,215.22215854898573,0.6743192672729492,-0.017829442,108.95943056419492,167.70528531917645,0.0010619163513183594,0.9172093868255615,27.54594581635879
-6.179591e-06,32,1320000,24.00958800315857,0.7688724,68.18416049740804,33000,38.874896409866665,958.4329814910889,189.04717333614826,0.44970235,1.3895738124847412,1.7655723094940186,32.84984016418457,37.31677865982056,35.34974952068766,3.072251319885254,5,20,0.4155731201171875,0.580925703048706,249.01528034217236,201.06097864338204,0.6527442932128906,-0.018309843,113.22456446588039,146.1387673324685,0.0009505748748779297,0.9370787143707275,36.72815781883787
-6.0517864e-06,33,1360000,253.9180268496275,0.7937696,68.31918942165534,34000,39.02383752301753,995.7626526355743,406.4969874024391,0.44446492,1.4376051425933838,1.9142792224884033,32.709839820861816,37.322628021240234,116.90157415086396,3.1722099781036377,5,20,0.4181361198425293,0.5451500415802002,258.5156573493775,196.7103807003302,0.6346426010131836,-0.01821548,317.13591193724426,125.65056300056332,0.0006420612335205078,0.9796583652496338,48.792416816436095
-5.8435007e-06,34,1400000,82.7747053205967,0.7985075,91.96294250515328,35000,38.95578466520616,1032.3799867630005,228.67349698767066,0.43505517,1.2954556941986084,1.8645455837249756,32.30965781211853,36.606757164001465,52.171272278063064,2.998063802719116,5,20,0.3929286003112793,0.45420217514038086,288.9077342379061,241.5844285205184,0.6438705921173096,-0.015611059,157.8862130716443,198.66848647890436,0.0006818771362304688,0.8673343658447266,37.105282389799385
-5.5836294e-06,35,1440000,101.7209649682045,0.82742935,87.74310492067774,36000,36.0354304123307,1070.000893354416,239.97717805206776,0.42418253,1.138702392578125,2.064016103744507,33.141852140426636,37.612513303756714,62.02282287015852,3.3235056400299072,5,20,0.36065030097961426,0.4621891975402832,265.6703882512803,243.4927077443836,0.6971371173858643,-0.016309898,184.7520619597286,208.96112743406604,0.0009884834289550781,0.7434041500091553,19.21374603429063
-5.4209954e-06,36,1480000,142.77998803555965,0.7858893,90.3625256962475,37000,47.460924111773416,1106.7021403312683,332.6147865578532,0.41809627,1.1854972839355469,1.827204942703247,32.262195348739624,36.68810749053955,91.31095565051362,3.2370150089263916,5,20,0.3612055778503418,0.6763617992401123,290.0925101131935,252.36753112480613,0.6592884063720703,-0.017083986,244.91966427527368,210.96312686914425,0.0008153915405273438,0.7882785797119141,26.804387835297398
-5.1738484e-06,37,1520000,55.276006639003754,0.79481244,71.10281205656382,38000,45.92767289980704,1143.486176252365,200.93477800488472,0.40737548,1.1595525741577148,1.8850722312927246,32.458760499954224,36.77777314186096,41.81331090905044,3.156034469604492,5,20,0.3604879379272461,0.5398221015930176,275.6254434718784,205.81439983219465,0.7086262702941895,-0.015788205,123.35193703696132,131.783336398179,0.0008323192596435547,0.762082576751709,48.322402894000206
-4.9666164e-06,38,1560000,-14412.96915115416,0.77026325,109.44067266879172,39000,3217.804039049064,1179.879516839981,452.9180806875229,0.39993545,1.2308893203735352,1.7612943649291992,32.03712272644043,36.3878390789032,-91.40257704531032,3.1168346405029297,5,20,0.3469583988189697,0.6040065288543701,326.9763047958145,276.5143350966617,0.679840087890625,-0.011346238,-389.104616843909,227.10490086183748,0.0009067058563232422,0.8503415584564209,38.278660339852436
-4.856309e-06,39,1600000,129.73101821541786,0.808396,116.97605853966047,40000,54.47904886345998,1216.7957258224487,352.7006943523884,0.39568356,1.3105089664459229,1.614741325378418,32.92122721672058,36.909714698791504,92.3149991587797,2.6737143993377686,5,20,0.40106678009033203,0.42249178886413574,341.7533713917494,294.3389034097476,0.6057429313659668,-0.017798308,250.3924733966589,234.83392710317045,0.0010900497436523438,0.872767448425293,40.87307824731246
-4.839637e-06,40,1640000,151.5855678766966,0.80757314,103.39955872753833,41000,58.94777143647254,1252.8008844852448,416.403403878212,0.39370984,1.1160519123077393,1.7924509048461914,31.96053957939148,35.995424032211304,103.93206845774925,2.9157848358154297,5,20,0.3298184871673584,0.49692368507385254,361.8068321768347,268.9703647798636,0.5903835296630859,-0.016915672,279.4874024793506,166.34865765855864,0.0007801055908203125,0.7506461143493652,78.07467710150708
-4.6446976e-06,41,1680000,154.6801327764988,0.83760905,98.67335997613411,42000,54.0270473258947,1288.1659359931946,336.4394376128912,0.38803938,1.1352570056915283,1.5523922443389893,31.520724773406982,35.358911991119385,81.32851532300408,2.6928775310516357,5,20,0.3393821716308594,0.47260212898254395,340.66407030695353,249.7176116008896,0.5849921703338623,-0.015538818,235.28239801973103,108.61350339600936,0.0006856918334960938,0.7641069889068604,89.28452453323095
-4.538737e-06,42,1720000,148.24554796516895,0.8070841,102.48970583923389,43000,80.78681517799697,1322.7248923778534,438.5360486507416,0.38310277,0.8730759620666504,1.7290632724761963,30.818378448486328,34.55281043052673,115.57819920636832,2.8570501804351807,5,20,0.2828693389892578,0.40329480171203613,397.2374777418518,278.0440913366343,0.6516530513763428,-0.020240959,306.80886431001124,221.37707695702727,0.0010068416595458984,0.5600254535675049,61.816386996818906
-4.281829e-06,43,1760000,128.3079678863287,0.79170746,125.3785158285561,44000,56.905104790277996,1358.4755499362946,355.6118353009224,0.3743708,0.9838032722473145,1.642113447189331,31.895439624786377,35.742223262786865,79.32275516675048,2.860250234603882,5,20,0.29738903045654297,0.5696518421173096,335.80050219362187,306.9308718385281,0.5819206237792969,-0.021044387,224.30399959757924,268.82887005092766,0.0008440017700195312,0.6558742523193359,28.119964579321994
-4.1190024e-06,44,1800000,184.61248210072517,0.7964988,96.89190729778021,45000,53.54885594438014,1393.9215230941772,364.09407514333725,0.36804003,0.9141321182250977,1.5771729946136475,31.73416829109192,35.43557953834534,100.93072433193889,2.78448486328125,5,20,0.28387999534606934,0.5323224067687988,344.460693153575,268.7588313186392,0.5950398445129395,-0.020114541,273.6127082146704,214.52387426484566,0.0006437301635742188,0.6018192768096924,49.2339082885505
-3.9457495e-06,45,1840000,207.82523888349533,0.8360192,104.33280567884701,46000,54.78822303067827,1428.9663321971893,402.60038912296295,0.36278072,0.8370308876037598,1.6628406047821045,31.497432947158813,35.039469718933105,113.1946266875196,2.7014408111572266,5,20,0.2663109302520752,0.38185763359069824,372.19383250592796,290.27363469902104,0.6015188694000244,-0.015632192,308.7502444088459,242.19617040781043,0.0008585453033447266,0.5445363521575928,44.74305940540691
-3.88745e-06,46,1880000,189.3006925433874,0.83062255,135.73385222981906,47000,51.53152895052615,1464.310359954834,352.2009547650814,0.36080244,0.9310977458953857,1.5795340538024902,31.59993839263916,35.33877944946289,109.89526884151378,2.8047678470611572,5,20,0.2778007984161377,0.5506918430328369,421.55317366341245,338.3020975884203,0.6212222576141357,-0.017850738,288.62813308387996,254.46392001269209,0.0006859302520751953,0.625129222869873,65.24799883704667
-3.7033963e-06,47,1920000,279.90633748471737,0.82780206,116.63379543610183,48000,69.69724015983158,1500.7114560604095,542.9830617010593,0.35429212,0.8853509426116943,1.682110071182251,32.61741852760315,36.39191269874573,150.79663526025942,2.8850338459014893,5,20,0.27729201316833496,0.47576165199279785,389.3415698803521,321.47413554370405,0.6323745250701904,-0.017055616,395.10743971318004,242.78959572662285,0.0009474754333496094,0.5785319805145264,50.09457956298301
-3.4643494e-06,48,1960000,237.85337540507317,0.84284943,130.27905470939913,49000,46.4061540665339,1536.288587808609,412.6593288183212,0.3454544,0.8944237232208252,1.7106130123138428,31.784698009490967,35.56857442855835,116.90024284979067,2.8863155841827393,5,20,0.273284912109375,0.5357222557067871,416.9091694567918,348.8170402134814,0.6123948097229004,-0.016049359,320.67482592239975,255.47746530601236,0.0009515285491943359,0.5913453102111816,59.901816575474285
-3.3423482e-06,49,2000000,271.17663994431496,0.83961093,136.1292401961935,50000,44.934920475325846,1571.5597503185272,427.4653621464968,0.34190503,0.8483245372772217,1.5690979957580566,31.694122314453125,35.26612663269043,133.33854228611486,2.7207584381103516,5,20,0.26970386505126953,0.5037510395050049,401.86020649434096,375.37495322517043,0.6102690696716309,-0.017579984,352.00925946235657,350.7626601811454,0.0009577274322509766,0.5512053966522217,16.50850627408089
-3.1242903e-06,50,2040000,134.55978617072105,0.8551344,133.51087088305104,51000,48.01734536710872,1601.8463771343231,312.6136797964573,0.33436948,0.8749430179595947,1.2987735271453857,27.281880617141724,30.28198766708374,78.95695602200067,2.1223702430725098,5,20,0.27805566787719727,0.27057862281799316,379.3063701270404,369.91465599479824,0.5400276184082031,-0.01565344,216.74671168252826,347.5390619552722,0.0009887218475341797,0.5678842067718506,11.622532063930802
