Policy-TimeSampling,Time,ItrTime,ModelSampler-n_timesteps,Data-EnvTrajs-NumTrajs,n_timesteps,Policy-AverageReturn,Data-EnvSampler-PolicyExecTime,Policy-StdReturn,Policy-MinReturn,LossAfter,Data-TimeEnvSampling,Policy-TimeAlgoOpt,Data-EnvTrajs-AverageDiscountedReturn,Policy-TimeSampleProc,Model-TimeModelFit,Policy-TimeStep,Data-EnvTrajs-AverageReturn,Iteration,Data-TimeEnvSampleProc,Policy-NumTrajs,Data-EnvTrajs-MinReturn,Policy-AveragePolicyStd,Policy-MaxReturn,Data-EnvTrajs-MaxReturn,LossBefore,Policy-AverageAbsPolicyMean,Data-EnvSampler-EnvExecTime,Policy-AverageDiscountedReturn,Data-EnvTrajs-StdReturn
1.5450787544250488,189.8881607055664,28.92911386489868,440000,5,11000,-14.270369123747514,0.8789069652557373,13.592085955743219,-39.544614233542234,-0.005720685,1.2690823078155518,0.6147096157073975,17.305968055845728,0.43693113327026367,25.031779766082764,2.625136613845825,29.30779437778812,10,0.0008804798126220703,20,23.658180131322734,0.8245873,6.696616400266066,33.89925299317574,-1.2246349e-05,1.4203607,0.3540961742401123,-3.642115981049856,3.482332252321907
1.8051156997680664,221.26473474502563,31.363837718963623,480000,5,12000,97.2441190394995,0.8942465782165527,23.597280309932597,57.63596689887345,-0.0035166882,1.3130450248718262,0.5353281497955322,17.983490881116694,0.4261038303375244,27.27261471748352,2.7750086784362793,31.075051113473705,11,0.0006401538848876953,20,29.141669345913996,0.8145779,160.91990498779342,33.84571076633213,-1.2124424e-05,1.7739043,0.37871646881103516,39.79971789372309,1.8382773263925154
1.7038390636444092,226.93363738059998,5.663877010345459,520000,5,13000,22.14056374138745,0.8541746139526367,38.63631730267842,-17.025949363131076,-0.0031552587,1.2773425579071045,0.6285347938537598,13.581871336429543,0.3728327751159668,1.6491904258728027,2.733680248260498,37.43789780776827,12,0.0010805130004882812,20,26.120416642854984,0.80732703,161.9344063627068,47.14174035833739,-1.2015309e-05,1.6422107,0.38653564453125,9.864098639971914,7.014434331449582
1.4322350025177002,257.87297201156616,30.931018114089966,560000,5,14000,154.82348090652377,0.8743224143981934,11.308031290102711,133.69118030834943,-0.004370463,1.2507171630859375,0.5411159992218018,13.385767182416725,0.35779833793640137,27.30131483078003,2.3759169578552246,29.80657956644626,13,0.0005829334259033203,20,20.12329969856225,0.76604897,177.53992854058743,41.31110727511181,-1.1511944e-05,2.0522873,0.3413200378417969,62.64878454990558,7.914195149228898
1.5125541687011719,290.28130984306335,32.40231466293335,600000,5,15000,264.600907359799,0.8241019248962402,65.41515949168638,94.14040548633784,-0.0017626416,1.1911425590515137,0.5639550685882568,11.260359659085,0.5344138145446777,28.546390056610107,2.6609461307525635,27.770191647660226,14,0.0009784698486328125,20,12.10740298317318,0.7451951,408.0627504233271,45.203798502909464,-1.1243203e-05,2.028619,0.3301815986633301,93.537346987729,10.90666950907207
1.5498390197753906,322.9111588001251,32.623653411865234,640000,5,16000,49.05479009364499,0.8679792881011963,27.53545647700813,-3.60019772592932,-0.0029100694,1.2622489929199219,0.5878307819366455,5.637294614868999,0.4108247756958008,28.76467490196228,2.59362530708313,12.941941252907466,15,0.0006279945373535156,20,5.032617557139888,0.7390253,122.28761883731931,22.40649023201242,-1.1136023e-05,2.3661342,0.35573649406433105,18.564260425453462,5.897866116824564
1.7147934436798096,355.3080563545227,32.38728332519531,680000,5,17000,180.69563807258675,0.87040114402771,13.401594784160508,143.11310769058764,-0.0048668296,1.277841567993164,0.613762617111206,6.292532751330564,0.400501012802124,28.35681128501892,2.7432847023010254,14.205539013335095,16,0.0012862682342529297,20,6.065697238763006,0.7293269,200.76149349776097,21.69086155155218,-1.1014837e-05,2.151706,0.3692939281463623,67.74089313954084,5.268499600835693
1.5651195049285889,388.0327706336975,32.718021869659424,720000,5,18000,-12.545842509513022,0.7980878353118896,11.792812694335488,-39.76132180634886,-0.003438223,1.168318510055542,0.5411412715911865,13.229277577913598,0.3584432601928711,29.036723136901855,2.5087997913360596,30.984620720158812,17,0.0010509490966796875,20,24.728652195265244,0.71455675,11.530303917825222,39.29364611516534,-1.0798085e-05,2.3461435,0.33593201637268066,-5.023283386786043,5.601414284402136
1.565950632095337,420.69044303894043,32.637303829193115,760000,5,19000,57.68591675601201,0.88759446144104,17.846236812820926,26.072089908644557,-0.0030450283,1.2837274074554443,0.5590181350708008,16.51516588596316,0.39723849296569824,28.797623872756958,2.5528335571289062,33.96848977029508,18,0.0010437965393066406,20,32.743219658322275,0.7050376,90.7457429477945,35.858277749306204,-1.0655943e-05,2.234506,0.3615453243255615,22.217789446364787,1.13330018844786
1.5716493129730225,448.0292077064514,27.33335566520691,800000,5,20000,-11.109038205770776,0.8264157772064209,22.36129982991174,-56.059974717441946,-0.0061328076,1.218088150024414,0.554610013961792,12.02670024030442,0.3817915916442871,23.558797121047974,2.5477614402770996,26.022411077032455,19,0.0010745525360107422,20,11.571838121882848,0.69472444,59.19067129434552,34.85800457263672,-1.0538551e-05,2.0956895,0.3562655448913574,-3.4782682306913797,8.67075541981406
1.5706450939178467,454.10734510421753,6.07392430305481,840000,5,21000,91.71484165400253,0.8185982704162598,16.62048420600563,52.86193997086957,-0.00425543,1.2236328125,0.48015785217285156,15.155047846707749,0.4668734073638916,2.2988691329956055,2.541918992996216,35.07149883995622,20,0.0007457733154296875,20,19.498950858078032,0.68266356,119.9299158861395,44.4773024469121,-1.0345113e-05,1.9845592,0.36917710304260254,37.43283531530411,9.346774776213422
1.5505599975585938,484.9352068901062,30.822080612182617,880000,5,22000,38.874691410563535,0.8906855583190918,14.346609404946276,-1.075237127020955,-0.0029758266,1.2830109596252441,0.5271966457366943,19.276365689905838,0.34957313537597656,27.059301376342773,2.475395679473877,44.58510897622107,21,0.0013544559478759766,20,40.93071221639056,0.66435605,61.78141631465405,47.73459511334662,-1.0065854e-05,1.839532,0.35784459114074707,15.551906661891877,2.903076109916897
1.6793427467346191,517.874475479126,32.93092465400696,920000,5,23000,96.66614473263908,0.874319314956665,16.164525057911085,69.2787025431171,-0.00087538565,1.2755498886108398,0.5946969985961914,21.007516115479838,0.33138203620910645,29.007616996765137,2.6429929733276367,48.414340568178,22,0.0007028579711914062,20,38.61908680915847,0.6674616,133.92775624233764,63.243750589459076,-1.00475345e-05,1.4854659,0.3596470355987549,40.015455409693715,8.12320919865479
1.4733941555023193,551.260270357132,33.37181353569031,960000,5,24000,68.56289158382569,0.9278702735900879,9.390959992878894,50.695571986958385,-0.0036966016,1.3903629779815674,0.5769040584564209,21.154051080425745,0.40070152282714844,29.471810817718506,2.5061728954315186,38.716022774541855,23,0.0011208057403564453,20,23.959485530401235,0.6573469,85.6660270979628,55.83327440147351,-9.920357e-06,1.6879144,0.4232339859008789,28.48145351681478,11.999252153929369
1.7925386428833008,584.2048602104187,32.93775510787964,1000000,5,25000,60.010639657994034,1.1081600189208984,11.233233337671129,37.94555897731334,-1.4953691e-05,1.5962169170379639,0.6154029369354248,20.989946155640077,0.41385746002197266,28.469681978225708,2.8682897090911865,48.99050503274428,24,0.0010025501251220703,20,42.28292761303308,0.65172637,75.00176865654066,58.64051698448067,-9.860887e-06,1.6306039,0.43341064453125,25.21520373787806,6.237119178192305
1.4693667888641357,617.6523926258087,33.433753490448,1040000,5,26000,55.086286670184926,0.8464696407318115,10.304262916968481,33.94026207923889,-0.0028878807,1.2326397895812988,0.5741176605224609,23.460362476067058,0.44698119163513184,29.6815984249115,2.5165297985076904,57.74375706271585,25,0.0010595321655273438,20,46.51957211795806,0.6318541,77.30374398082495,66.16886318705797,-9.569471e-06,1.5478874,0.34885191917419434,23.764060984016172,6.3408923892349325
1.7318718433380127,650.9421589374542,33.27783226966858,1080000,5,27000,46.99499898771828,1.1160225868225098,7.204650621481486,36.80338784062769,-0.004019884,1.5645792484283447,0.5881791114807129,21.6745049839676,0.5234382152557373,28.832576990127563,2.877448797225952,51.18647948882746,26,0.0009298324584960938,20,46.54181388055153,0.61740637,58.97629788471386,58.533056123077316,-9.321829e-06,1.2815017,0.4081389904022217,23.39871549952758,4.371693776507482
1.6830379962921143,685.6261992454529,34.67496371269226,1120000,5,28000,65.48723180605884,0.8804993629455566,30.932435477367928,24.26272768061608,-0.0036107735,1.3251421451568604,0.6184990406036377,22.66369084336598,0.45453453063964844,30.57123827934265,2.775378704071045,48.091835394735256,27,0.0006499290466308594,20,40.989668111365994,0.6070924,139.26282953098416,58.713994056751936,-9.164092e-06,1.4455925,0.4082465171813965,28.199251608647426,6.068352124379001
1.5264112949371338,718.9292118549347,33.27084994316101,1160000,5,29000,74.21874805813567,1.1902492046356201,26.853404839128817,16.152612381614745,-0.004225263,1.6235363483428955,0.5330889225006104,24.728750686237525,0.41226625442504883,29.133286714553833,2.5069901943206787,52.92377942880173,28,0.0009388923645019531,20,41.606564882027165,0.5950886,111.75014303997159,61.83459937497054,-8.970972e-06,1.4079055,0.3956413269042969,26.964221011926035,7.264390413062475
1.4694972038269043,753.3464868068695,34.39834117889404,1200000,5,30000,58.33732050153776,0.8701770305633545,13.60193236235413,13.091421225166414,-0.0030092543,1.2905657291412354,0.5583491325378418,24.905961117353286,0.43756961822509766,30.62427306175232,2.480496644973755,53.43375522738084,29,0.0008840560913085938,20,48.70291991770861,0.5714076,86.59966187551618,63.00493822698292,-8.558212e-06,1.4399766,0.3837108612060547,24.38939940689729,4.979010162984256
1.5082311630249023,788.1046335697174,34.74495983123779,1240000,5,31000,47.95196538785531,0.9136795997619629,28.252743074834996,-64.1504393722862,-0.0039777304,1.3292384147644043,0.5398437976837158,24.087772436164496,0.3831803798675537,30.941710472106934,2.4689724445343018,55.20723596314728,30,0.0010094642639160156,20,48.48755396007613,0.5506644,78.97792141512036,61.055845682471315,-8.225026e-06,1.3776108,0.3805220127105713,22.508611943454323,5.545491844770677
1.5711674690246582,822.7053112983704,34.597370624542236,1280000,5,32000,83.4786373296898,0.7868647575378418,10.758464532119035,63.01318531669676,-0.0014794391,1.163055419921875,0.5105020999908447,24.265388631223555,0.3359954357147217,30.994174242019653,2.4371719360351562,55.95630544698705,31,0.0009770393371582031,20,53.392405779185445,0.5394907,99.81979647511616,58.14039131323752,-8.015567e-06,1.4943994,0.33588171005249023,33.80973694894699,1.6725950650202688
1.5741450786590576,857.4918415546417,34.7809579372406,1320000,5,33000,70.05915314064187,0.8998441696166992,9.129414939685093,49.94634339492768,-0.0025355145,1.3235728740692139,0.538240909576416,24.369356593969226,0.4440131187438965,30.842886209487915,2.606041193008423,55.295121629135906,32,0.001041412353515625,20,45.19460181498754,0.53135157,88.95665111392736,61.11120666869555,-7.839111e-06,1.4493504,0.38249850273132324,30.773002562154794,5.79493062016433
1.5761644840240479,893.1180241107941,35.62064051628113,1360000,5,34000,57.463565062414276,0.9449822902679443,5.140028994637453,46.01460374513408,-0.0044323574,1.4059686660766602,0.5891869068145752,25.30954465518233,0.40728044509887695,31.603925228118896,2.6068503856658936,55.814531258657766,33,0.0010237693786621094,20,43.6080642115778,0.51072806,69.23330565681681,60.136588130382414,-7.465715e-06,1.5195651,0.42046093940734863,26.472014993053847,6.151968004971194
1.7264437675476074,929.0471086502075,35.91424608230591,1400000,5,35000,68.02014086620184,0.9237265586853027,6.353828664997422,55.60145291389199,-0.0028917068,1.322530746459961,0.585658073425293,25.207765241517627,0.4469625949859619,31.771497011184692,2.8163251876831055,52.013689688297596,34,0.0010211467742919922,20,45.32134448187603,0.50249714,81.64882864058018,56.921390011030404,-7.30781e-06,1.4807212,0.3615224361419678,33.17169601344893,3.9596416807160875
1.9643440246582031,965.0294151306152,35.95196795463562,1440000,5,36000,52.53074377251469,0.9067592620849609,7.387099992105906,38.312144534342224,-0.0054815006,1.3206651210784912,0.5786826610565186,25.217929881990084,0.7058444023132324,31.297958612442017,3.330010414123535,53.232055025309364,35,0.0008864402770996094,20,50.94359626273402,0.48877668,68.0453218864277,57.047540435876755,-7.0230353e-06,1.4348289,0.3785221576690674,27.703433954721284,2.7446436178604063
1.5323679447174072,999.7742812633514,34.738664865493774,1480000,5,37000,62.36936617893225,0.9018166065216064,4.890924706730439,53.286006723647006,-0.0028404186,1.3319635391235352,0.5696735382080078,25.078133402962187,0.42079925537109375,30.843024015426636,2.5559136867523193,45.62401126971541,36,0.0010325908660888672,20,34.137370905786234,0.47542775,69.11369285173714,52.69290096314204,-6.7441783e-06,1.4199412,0.39237332344055176,29.568100720847347,6.3597896219986065
1.4298264980316162,1034.8724191188812,35.09207892417908,1520000,5,38000,78.2337088636763,0.853029727935791,16.406418184549416,23.54463042196585,-0.0034848957,1.266843318939209,0.5485837459564209,25.90699217285324,0.37908411026000977,31.424579620361328,2.3968567848205566,54.10625487151198,37,0.0011286735534667969,20,52.61570899005317,0.47475153,92.66465350985527,56.11165058603282,-6.7227384e-06,1.4953213,0.3722572326660156,36.11312898233382,1.2631895697748092
1.5600638389587402,1071.210491657257,36.33036708831787,1560000,5,39000,61.222329535255994,0.8915138244628906,11.590779648093388,30.406990997609682,-0.0029581413,1.2744698524475098,0.557018518447876,25.250902803359416,0.41222357749938965,32.482932567596436,2.569082736968994,59.680353874614,38,0.0009508132934570312,20,55.96648355474336,0.46843314,77.21328176185489,62.22731871248501,-6.593211e-06,1.3991328,0.3497636318206787,30.186064511590722,2.3232792025394002
1.8827476501464844,1107.0115480422974,35.79388904571533,1600000,5,40000,63.38638616765511,0.9403138160705566,8.948895209052308,42.65300902328454,-0.002312376,1.3584213256835938,0.6024906635284424,26.352196218013052,0.5837814807891846,31.32960295677185,3.102254867553711,56.64112820523087,39,0.0010390281677246094,20,52.6393432809467,0.45692626,76.09236013819464,59.76314144000896,-6.351952e-06,1.4016995,0.37955427169799805,32.98025352945921,2.4913917725938446
1.4909048080444336,1142.9318630695343,35.91089463233948,1640000,5,41000,35.70313833826003,1.3783154487609863,6.459677344186091,20.893978104155394,-0.0021994777,1.9174635410308838,0.5118234157562256,25.297877264313605,0.33272290229797363,31.618757724761963,2.3623220920562744,50.74945782111231,40,0.0012285709381103516,20,43.28632982551326,0.4458652,45.2596779706073,56.96308287192347,-6.080603e-06,1.4298643,0.47280383110046387,20.028071149228612,4.585482982276268
1.8870973587036133,1180.6342325210571,37.693729400634766,1680000,5,42000,39.47816071732232,1.2652013301849365,12.133927504865941,0.30757250520400703,-0.004693189,1.7665796279907227,0.5997543334960938,27.311401716383852,0.5209851264953613,32.882521629333496,3.0342395305633545,52.206320018643645,41,0.006188631057739258,20,51.04192095750937,0.43317384,53.60551887820475,53.02648973042619,-5.801227e-06,1.329404,0.44773077964782715,21.98661201773026,0.7725050055891244
1.6719908714294434,1216.4815418720245,35.838947057724,1720000,5,43000,73.76963747840418,0.7129075527191162,6.785222646432958,62.186840090435,-0.004385279,1.1116557121276855,0.5625810623168945,27.994812036284895,0.41732072830200195,32.02693319320679,2.696725368499756,51.48168808302678,42,0.001016378402709961,20,45.32578627566287,0.42692566,84.49669908359647,54.08875854564387,-5.66543e-06,1.3551004,0.3635735511779785,36.42645927221581,3.1724836684253868
2.1389927864074707,1253.5345764160156,37.04440879821777,1760000,5,44000,66.93279545497644,0.7967171669006348,5.551694022538333,51.87723146012286,-0.0036704058,1.1953725814819336,0.6326045989990234,27.409764751066025,0.6068158149719238,32.364185094833374,3.481494188308716,56.38554726500975,43,0.0006270408630371094,20,53.978167942637704,0.41174492,75.02198058739305,60.10876603797197,-5.293053e-06,1.3865707,0.356158971786499,33.27822034426021,2.180532491463033
1.740626573562622,1289.571618795395,36.02515745162964,1800000,5,45000,78.26364631421166,0.7737815380096436,6.676010995947033,59.24326494336128,-0.0034526344,1.1628413200378418,0.6384198665618896,28.202742408677455,0.29114437103271484,32.16894888877869,2.687944173812866,53.66580898798363,44,0.0006766319274902344,20,47.91514115581325,0.40308502,90.44573607482016,59.51844131938358,-5.0693775e-06,1.417992,0.34805917739868164,38.16246688169748,3.72686485085384
1.654789924621582,1328.082747220993,38.50471591949463,1840000,5,46000,59.17002206523466,0.7199568748474121,5.437247829052606,45.439529478229815,-0.0033264107,1.1154818534851074,0.555788516998291,28.076027111859993,0.35689520835876465,34.79155421257019,2.59407114982605,53.80626529128949,45,0.00095367431640625,20,45.379640155049046,0.39138147,68.2680913740769,58.50111145528872,-4.8020406e-06,1.4012882,0.36214613914489746,31.432644990912053,4.42155644900265
2.0556952953338623,1365.3988556861877,37.300172567367554,1880000,5,47000,98.46287430439843,0.7816500663757324,9.281626701852902,80.0072702972684,-0.004727648,1.1919944286346436,0.6474273204803467,26.52264925061179,0.5466647148132324,32.774800300598145,3.330339193344116,45.347940992511894,46,0.0010247230529785156,20,30.616129129594096,0.3903225,114.57016145158559,54.77560313101211,-4.781393e-06,1.5395538,0.37537717819213867,41.62383296373325,8.155002394536153
1.6044659614562988,1402.252302646637,36.84468960762024,1920000,5,48000,80.53566624353698,0.9203250408172607,7.372812008571204,72.2426761649549,-0.0019072194,1.3357808589935303,0.5145657062530518,26.93102536205331,0.6550793647766113,32.68177127838135,2.823014974594116,60.36254931261842,47,0.0008423328399658203,20,53.622307708226856,0.37839276,102.49483098741621,62.8249210420001,-4.4560534e-06,1.4193563,0.3834347724914551,37.644361816798465,3.4283594895259966
1.8083631992340088,1439.212141752243,36.95531129837036,1960000,5,49000,55.687611282608124,0.5893661975860596,9.42043736040061,28.668089669954497,-0.0036137123,0.9343037605285645,0.6641473770141602,27.538196228158153,0.40952634811401367,33.12075686454773,2.896512269973755,55.55087151319027,48,0.0007033348083496094,20,44.2117061865333,0.36736414,65.80388361215591,63.551485725108,-4.1575154e-06,1.43572,0.3191416263580322,27.442505960681036,7.982723533691229
1.636805772781372,1477.1506645679474,37.92825508117676,2000000,5,50000,57.98440421397099,0.8097705841064453,6.779291164770335,45.87696261331439,-0.0011015582,1.2315137386322021,0.5462546348571777,26.057061089744945,0.34940075874328613,34.14321541786194,2.550077438354492,50.490498479684355,49,0.0011951923370361328,20,40.84713482776786,0.35863563,68.94743718579412,57.14111218134178,-3.9185306e-06,1.415711,0.3864114284515381,29.66562872092764,6.108338536489576
1.4491081237792969,1515.2192661762238,38.05361890792847,2040000,5,51000,64.3363544842432,0.9603815078735352,3.9817987173816562,56.886929149739444,-0.0032467425,1.4343006610870361,0.546999454498291,29.06010096476864,0.34710192680358887,34.254558086395264,2.360926389694214,51.331656569496985,50,0.0011048316955566406,20,47.008985550377375,0.35985258,72.03519607335329,56.2373694954711,-3.911217e-06,1.3609959,0.43789100646972656,33.657704052171255,3.3383848280985866
