Policy-StdReturn,n_timesteps,Policy-AverageReturn,Data-EnvTrajs-MaxReturn,Policy-AverageDiscountedReturn,Data-EnvTrajs-AverageDiscountedReturn,Data-EnvTrajs-MinReturn,Policy-AverageAbsPolicyMean,Data-EnvTrajs-StdReturn,Policy-TimeAlgoOpt,Policy-AveragePolicyStd,Data-EnvSampler-EnvExecTime,ItrTime,Policy-MinReturn,Policy-TimeSampleProc,Time,Data-TimeEnvSampling,Policy-TimeSampling,Model-TimeModelFit,Policy-MaxReturn,Data-TimeEnvSampleProc,ModelSampler-n_timesteps,Data-EnvTrajs-AverageReturn,LossBefore,Policy-TimeStep,Iteration,Data-EnvSampler-PolicyExecTime,LossAfter,Data-EnvTrajs-NumTrajs,Policy-NumTrajs
31.69288853950609,29000,271.97031246721747,347.9858450711018,128.82666399881245,135.4268206457105,267.090748635145,0.5804036,26.9220625027491,0.5669188499450684,0.6426868,0.6953065395355225,31.897740125656128,199.15426516532898,0.23926067352294922,841.0158951282501,1.919987440109253,1.4442071914672852,27.651042938232422,330.1861394047737,0.0015053749084472656,1160000,304.0269477042682,-9.663183e-06,2.321559190750122,28,1.1690311431884766,-0.004451775,5,20
16.239143327799482,30000,342.2370139464736,291.646248797979,134.1187995787857,132.63426212746018,230.51510965585538,0.518389,26.587433443797533,0.5280435085296631,0.6236919,0.43277525901794434,43.29363989830017,313.4982405602932,0.2896745204925537,884.3178782463074,1.234264612197876,1.3856375217437744,39.82571053504944,367.0990009903908,0.0008642673492431641,1200000,257.6091783497287,-9.394511e-06,2.230574607849121,29,0.7690737247467041,-0.00359034,5,20
129.16710133106108,31000,103.5853924408555,269.6971372442069,109.57841582338006,135.47428869349739,134.1025878286664,0.57330996,45.353674316093155,0.8315334320068359,0.613623,0.4054546356201172,34.164063692092896,-400.74494647979736,0.5889935493469238,918.4903395175934,1.249669075012207,2.4076945781707764,29.048922061920166,247.8246282339096,0.0008633136749267578,1240000,208.83117768699017,-9.201868e-06,3.8615190982818604,30,0.8113386631011963,-0.0055869916,5,20
119.4449319171899,32000,141.638948251307,505.6798709458688,117.81618515781727,138.0682876141429,101.49933553697392,0.61211365,139.2747042058645,0.5736734867095947,0.60474896,0.6949102878570557,34.682286739349365,-72.97834950685501,0.42879152297973633,953.1824285984039,1.9630060195922852,1.4208552837371826,30.262550115585327,480.1097959280014,0.0011272430419921875,1280000,240.77350464001012,-9.059828e-06,2.454008102416992,31,1.2130155563354492,-0.006344932,5,20
1957.9364864855747,33000,-88.41220863759517,490.4563906521189,81.68576888335159,152.87602050467947,215.04875297845615,0.57713485,105.29646224265987,0.5633828639984131,0.6013602,0.42833638191223145,44.37494730949402,-8618.650421142578,0.29534339904785156,997.5629587173462,1.2962641716003418,1.5982286930084229,40.59260010719299,449.2408162355423,0.0011408329010009766,1320000,361.0544959067116,-9.000954e-06,2.4819846153259277,32,0.8294801712036133,-0.004440625,5,20
436856.01009187335,34000,-100093.27686832845,464.485038711263,-19385.830305201125,149.2996145606615,265.76049588510506,0.6796966,74.23426244220855,0.7560269832611084,0.5956643,0.37986254692077637,32.64127516746521,-2004304.2774576247,0.7722651958465576,1030.2172265052795,1.1119306087493896,2.369453191757202,27.5762197971344,383.9709242582321,0.0009746551513671875,1360000,366.30067526323717,-8.912492e-06,3.949448823928833,33,0.6982665061950684,-0.007704764,5,20
77.85332425279246,35000,402.67007650882005,443.7307181970259,150.15654929352354,147.40651329541973,64.87588662098203,0.6452454,132.31722108775372,0.5218288898468018,0.58367866,0.6927683353424072,39.673975467681885,189.9341946542263,0.4393949508666992,1069.899124622345,2.0368716716766357,1.4844284057617188,35.155218839645386,535.6214981079102,0.0014705657958984375,1400000,320.86762307412516,-8.696179e-06,2.4732024669647217,34,1.2916443347930908,-0.003917054,5,20
6360.249138176844,36000,-1367.5768970090896,557.6476289195841,-121.19718693828136,174.67632795206333,269.7028989893912,0.69018704,96.67741859628826,0.7893655300140381,0.5781253,0.41831183433532715,28.643229722976685,-29074.07989129424,0.6216375827789307,1098.547251701355,1.2524805068969727,2.353720188140869,23.58017373085022,439.97987574338913,0.0009198188781738281,1440000,446.0171275922179,-8.594465e-06,3.807036876678467,35,0.8009023666381836,-0.008709055,5,20
87.89393159603456,37000,425.2221473202109,547.983200968719,157.76669488467033,150.56153336814782,189.1013489065406,0.6022284,119.50952930068136,0.5084648132324219,0.56255144,0.6890830993652344,37.079442262649536,209.3877167403698,0.35886406898498535,1135.6353549957275,2.0787510871887207,1.413823127746582,32.68363380432129,565.1832175254822,0.0011706352233886719,1480000,357.70456969893087,-8.317759e-06,2.313079595565796,36,1.3321478366851807,-0.0036690745,5,20
276.56031050061415,38000,493.9080623149872,427.7442881786797,182.58666542572286,158.61621923168573,374.0366921145314,0.5870833,20.97609945338985,0.7388091087341309,0.5525642,0.41727495193481445,44.771281480789185,-542.3373676240444,0.6444315910339355,1180.410031080246,1.2729718685150146,2.1969552040100098,39.88580131530762,979.3307588100433,0.0007960796356201172,1520000,404.4260404253697,-8.149177e-06,3.6087350845336914,37,0.8229503631591797,-0.004402415,5,20
67.48223908910005,39000,481.75882145613434,520.9789010517721,179.7714329988036,174.16749576757633,356.41893537436135,0.6372565,53.86903525334825,0.8106770515441895,0.54805,0.3756449222564697,32.47992157936096,366.7892641425133,0.611572265625,1212.8958089351654,1.1089560985565186,2.376721143722534,27.515018224716187,596.3086497187614,0.002019166946411133,1560000,452.55657839933576,-8.034938e-06,3.8476169109344482,38,0.7015993595123291,-0.00803509,5,20
205.80759728880028,40000,198.8315167233348,536.6023831806167,100.98023262316653,184.41354681367744,243.4006748070178,0.70820636,111.54434080800873,0.5343554019927979,0.5428547,0.7135810852050781,41.041950941085815,-233.74268347769976,0.4777190685272217,1253.9459674358368,2.084472894668579,1.3658266067504883,36.53812885284424,426.901364505291,0.0015282630920410156,1600000,465.67774178171493,-7.968292e-06,2.4156789779663086,39,1.3123853206634521,-0.004076983,5,20
121.95638180584437,41000,511.1853630810976,497.48959679980004,194.19984042783295,158.46680325431348,259.3287662944725,0.65761054,77.93718483277992,0.821918249130249,0.535547,0.40713930130004883,42.435972929000854,291.6523044705391,0.5570526123046875,1296.3875772953033,1.252354621887207,2.3495655059814453,37.42062258720398,715.2240973114967,0.0007903575897216797,1640000,394.442274852352,-7.837436e-06,3.7594189643859863,40,0.8129510879516602,-0.006798742,5,20
115.12180389833874,42000,484.3770238339901,522.8887202874919,183.35943502786782,160.87828351264847,231.8892505879464,0.66733634,103.93736438382852,0.5647015571594238,0.53077596,0.6978437900543213,34.06927824020386,194.80120187997818,0.34012484550476074,1330.4745271205902,2.0861830711364746,1.4693238735198975,29.587900161743164,697.8621871471405,0.001550912857055664,1680000,417.0441977024728,-7.743542e-06,2.391232490539551,41,1.3397548198699951,-0.0049728253,5,20
97.7920362063283,43000,335.12207770496605,550.284193453552,141.00974129906584,179.751707388527,401.3298808778987,0.64914626,53.2430440114648,0.49494123458862305,0.51542085,0.47206878662109375,45.28254747390747,32.27610367536545,0.39875268936157227,1375.7672710418701,1.3689994812011719,1.3432166576385498,41.6361083984375,468.79429012537,0.0013997554779052734,1720000,478.5157176101235,-7.480685e-06,2.2731943130493164,42,0.8585009574890137,-0.0053978045,5,20
114.11303318923015,44000,482.71488347053526,541.8749106210626,182.15950051032345,173.09242838467875,343.598436343863,0.57116884,70.74981229106822,0.7896366119384766,0.5100532,0.39855384826660156,38.61245846748352,205.24109345674515,0.5315930843353271,1414.391080379486,1.2658302783966064,2.5373740196228027,33.45007252693176,684.5749356746674,0.0008752346038818359,1760000,433.76883563860775,-7.4021737e-06,3.892622709274292,43,0.833488941192627,-0.0066134804,5,20
200.03243493777455,45000,242.717108425498,646.7982635746397,137.2898391385095,203.83117643917785,434.59896909189376,0.7010918,85.8140312489485,0.6346282958984375,0.5104865,0.6664905548095703,33.90626835823059,-301.7107645869255,0.26566123962402344,1448.3124611377716,2.0564959049224854,1.485084056854248,29.426387786865234,496.09479612112045,0.0009696483612060547,1800000,542.9445606061073,-7.421337e-06,2.4161202907562256,44,1.3391573429107666,-0.0048334673,5,20
55.13373898288583,46000,480.2763191789389,579.1301945283174,175.1581277643796,191.64694844619248,350.92616745257055,0.72659904,83.02074307235182,0.538219690322876,0.5072336,0.5599679946899414,43.27126359939575,338.4707913696766,0.2536334991455078,1491.590294599533,1.6600847244262695,1.4221258163452148,39.353962898254395,604.7629971504211,0.0014607906341552734,1840000,508.62863970574324,-7.3709543e-06,2.250009775161743,45,1.0592200756072998,-0.005417536,5,20
115.96230644386175,47000,444.35313532799483,621.9028346424335,169.49130086672784,193.16894203012606,272.56579319373594,0.7534519,136.05388531832696,0.787616491317749,0.50455564,0.4353189468383789,41.44801068305969,167.74167668819427,0.7658030986785889,1533.0437722206116,1.303961992263794,2.352149248123169,36.20657420158386,557.6320723295212,0.0009586811065673828,1880000,489.9874984382439,-7.2976904e-06,3.9336764812469482,46,0.8317301273345947,-0.005009277,5,20
78.33824245774527,48000,455.34575351029633,608.3721479784217,167.76446683060522,180.7552622015035,362.1309413113616,0.7295875,102.60318123471717,0.5153803825378418,0.50047755,0.6626608371734619,39.327337980270386,266.9905028939247,0.3454875946044922,1572.37886095047,2.0343291759490967,1.4458980560302734,34.94166684150696,572.1720227003098,0.0015683174133300781,1920000,479.43622068757077,-7.2159805e-06,2.3439955711364746,47,1.3179385662078857,-0.0050696223,5,20
76.51328196422784,49000,392.50808944106103,572.7759773766006,146.5374798733262,171.2551771295483,110.00286094337079,0.72264665,158.6526151665128,0.7779157161712646,0.49938256,0.4166994094848633,48.35913801193237,191.91732478141785,0.6621723175048828,1620.7428231239319,1.315927267074585,2.3358914852142334,43.21280097961426,532.2077959179878,0.0009748935699462891,1960000,367.36162709900685,-7.175532e-06,3.825429677963257,48,0.8606064319610596,-0.0047114883,5,20
129.62730209252786,50000,439.6880624771118,515.0683866139593,178.8356965466261,166.88969780936714,170.32856541016338,0.6811747,119.87324347341539,0.7710366249084473,0.4891404,0.3760995864868164,35.60453152656555,186.81248569488525,0.7779631614685059,1656.353486776352,1.1999399662017822,2.4248692989349365,30.382563591003418,608.1221057772636,0.0008521080017089844,2000000,386.224601089995,-6.974169e-06,4.019042015075684,49,0.7900185585021973,-0.006203354,5,20
123.2531258133916,51000,534.1778852909804,609.0789831272567,191.9963263966374,200.43935993700043,456.24117484041835,0.67845845,58.741882198442674,0.5678517818450928,0.4807423,0.7037310600280762,41.32667374610901,90.45545238256454,0.32930612564086914,1697.690043926239,2.178248643875122,1.508986473083496,36.70969486236572,654.0256340503693,0.0015704631805419922,2040000,554.855852435704,-6.8072723e-06,2.4276318550109863,50,1.3973677158355713,-0.0045266347,5,20
