Data-EnvSampler-PolicyExecTime,Data-EnvSampler-EnvExecTime,Policy-AverageReturn,Policy-AverageDiscountedReturn,Policy-TimeAlgoOpt,Data-EnvTrajs-StdReturn,Data-EnvTrajs-NumTrajs,LossBefore,Data-TimeEnvSampling,Policy-StdReturn,Data-EnvTrajs-AverageDiscountedReturn,ItrTime,Policy-MaxReturn,LossAfter,Data-EnvTrajs-MaxReturn,Policy-TimeSampleProc,Data-EnvTrajs-AverageReturn,Policy-AverageAbsPolicyMean,Policy-AveragePolicyStd,Data-TimeEnvSampleProc,Policy-MinReturn,Model-TimeModelFit,n_timesteps,Iteration,Policy-TimeSampling,Data-EnvTrajs-MinReturn,Policy-TimeStep,Policy-NumTrajs,Time,ModelSampler-n_timesteps
0.41926050186157227,0.30942368507385254,-159.9879744954407,-17.94474855312202,0.5629076957702637,9.281686564382472,5,-1.2309914e-05,0.7505984306335449,251.08534829066227,50.697193671265566,26.35016441345215,38.565832048654556,-0.0048664175,-91.93956454638202,0.5711872577667236,-109.01545291755357,0.8753092,0.82672167,0.0009016990661621094,-1184.128698065877,22.753191709518433,11000,10,1.6868493556976318,-118.20284512641963,2.8431591987609863,20,182.0622742176056,440000
0.3812694549560547,0.3151214122772217,65.4984843024984,53.8167336818556,0.6210284233093262,8.125796818703602,5,-1.2003801e-05,0.7178137302398682,49.44298788432918,47.05823918298967,29.003283977508545,126.05766940116882,-0.00406089,-116.13547534743596,0.2394237518310547,-122.89486176224811,1.0010669,0.8063759,0.0005891323089599609,-85.8298944234848,25.639838695526123,12000,11,1.7469334602355957,-135.8840650096922,2.6424925327301025,20,211.074449300766,480000
0.4336967468261719,0.305696964263916,-167.91216989308595,46.60345729876606,0.5898616313934326,11.321524461268496,5,-1.1944161e-05,0.7618160247802734,785.6588069988738,51.997263182488474,29.463385343551636,436.7038602232933,-0.0065836897,-94.9071262371549,0.5414891242980957,-112.76349306978086,0.5580253,0.8009358,0.0009162425994873047,-3327.4052644371986,25.93377923965454,13000,12,1.60322904586792,-128.06697261027614,2.757295608520508,20,240.54526829719543,520000
0.4887714385986328,0.33605194091796875,155.6197921656072,83.81403957945562,0.6117479801177979,9.016906819257215,5,-1.1592704e-05,0.8506479263305664,54.211880410270226,56.14732534444986,28.80500864982605,198.1226267516613,-0.0046744724,-87.99418522133269,0.3541874885559082,-98.3427500039081,0.6858658,0.77148414,0.0008490085601806641,-57.01024827361107,25.434635877609253,14000,13,1.5308568477630615,-114.13382428927893,2.5170886516571045,20,269.3564693927765,560000
0.48192477226257324,0.33358144760131836,18.251345259323717,49.65900049493857,0.5946598052978516,6.170564969231838,5,-1.1070934e-05,0.84079909324646,15.818952613562915,48.76472011841457,30.115023612976074,47.87687577307224,-0.0021606481,-112.64338768023899,0.40095090866088867,-123.82106261979872,0.9917661,0.731227,0.0007357597351074219,-6.421680688858032,26.606154918670654,15000,14,1.60398530960083,-130.8453373220742,2.6653895378112793,20,299.47973442077637,600000
0.5367701053619385,0.3690056800842285,-232.44402131289243,42.9768840583828,0.5261921882629395,17.58675816698268,5,-1.0791366e-05,0.9335782527923584,870.0125853027232,58.65991550524029,29.909075021743774,146.90105047822,-0.0056040394,-57.217555728383914,0.34775781631469727,-89.77369556582047,0.64700687,0.71183676,0.000995635986328125,-3902.2523084282875,26.53532361984253,16000,15,1.4114148616790771,-107.90749498812417,2.4371588230133057,20,329.395468711853,640000
0.4714345932006836,0.3322453498840332,-165.40720747038722,59.21456917577033,0.6195228099822998,17.325319700325377,5,-1.0736727e-05,0.8290517330169678,929.2564927313732,52.715125298351765,31.162421226501465,360.0927143841982,-0.0073249033,-77.95178513530013,0.4383411407470703,-109.99189079550743,0.6043667,0.7082738,0.0009472370147705078,-4175.065040707588,27.835309743881226,17000,16,1.403982400894165,-128.19815571690538,2.4949891567230225,20,360.5670819282532,680000
0.6444616317749023,0.4043853282928467,-819.0153556630015,-75.84838293186424,0.4812331199645996,26.460110875138817,5,-1.0718956e-05,1.0812718868255615,1253.0624770158495,66.66207586977607,30.411309003829956,-67.96694260835648,-0.0057064733,-22.982900267057417,0.591392993927002,-56.2852941645011,0.56057435,0.70709425,0.0006673336029052734,-4749.433977007866,26.61446452140808,18000,17,1.598029613494873,-87.78654842882293,2.7096168994903564,20,390.98550033569336,720000
0.6748003959655762,0.4154245853424072,-2418.2015875279903,-280.9706553606141,0.49936652183532715,33.745850780465524,5,-1.0486083e-05,1.1249182224273682,8060.831925078747,95.84212163619293,29.991978883743286,247.68893897533417,-0.005383976,140.12015475869327,0.43051958084106445,96.28255428503489,0.80726904,0.69114095,0.0007739067077636719,-35658.81107476354,26.50461459159851,19000,18,1.4062037467956543,41.827501879106094,2.3591420650482178,20,420.9833426475525,760000
0.6679089069366455,0.4066336154937744,-756.825653976202,-55.763062801583786,0.528078556060791,74.12708700165811,5,-1.0507802e-05,1.1076335906982422,1757.0371348737788,100.0062973936728,31.2117600440979,3.8981019258499146,-0.0042660055,264.15503294260895,0.31038928031921387,134.87294034732037,0.64679986,0.6899354,0.001035451889038086,-6755.6961135566235,27.82310199737549,20000,19,1.3981773853302002,45.80066217841269,2.2662124633789062,20,452.2018585205078,800000
0.6832704544067383,0.4065535068511963,226.18960234969853,98.57728286233359,0.49570798873901367,46.213580268145925,5,-1.0309911e-05,1.1220712661743164,20.979974090303024,108.87231372686172,30.700180292129517,254.62316125631332,-0.003360177,267.26765736637327,0.574657678604126,228.3014239741029,0.62375194,0.6778564,0.0009210109710693359,159.98105919361115,27.075565576553345,21000,20,1.3745503425598145,148.785327970496,2.498215913772583,20,482.9225001335144,840000
0.6923956871032715,0.4338507652282715,-50169.66814546213,-8075.897518794297,0.5555825233459473,23.588446580182737,5,-1.0214697e-05,1.1592612266540527,217005.6883188746,103.33309336653272,31.26332402229309,-236.7334116101265,-0.0044490285,169.46446732052024,0.30236315727233887,147.9268110060833,0.59477466,0.6728712,0.0010437965393066406,-996075.3654981852,27.769728422164917,22000,21,1.4463906288146973,108.29299225057855,2.331270933151245,20,514.1924204826355,880000
0.8039336204528809,0.4876821041107178,-1626032.930903963,-321230.9477110384,0.6115636825561523,23.358630019744222,5,-1.019433e-05,1.3307063579559326,859457.3595250815,73.55039981670042,7.176512241363525,-43.65887826681137,-0.0056378306,4.05139907604062,0.369962215423584,-27.77274398281773,1.1367373,0.6703385,0.0010862350463867188,-2509636.8504680395,3.215414047241211,23000,22,1.6109466552734375,-57.264762656331804,2.62666916847229,20,521.3756415843964,920000
0.8463230133056641,0.5007836818695068,-139.97795669231564,34.18320176253753,0.5655808448791504,34.52335480948807,5,-1.0198426e-05,1.3909945487976074,69.25576886393435,73.51600043434253,31.84404754638672,112.73674974963069,-0.0071487874,22.192069480332794,0.3791632652282715,-29.285169455401338,0.6491766,0.67141676,0.0011057853698730469,-235.94689917564392,27.951542377471924,24000,23,1.5050468444824219,-69.3949017989953,2.4980995655059814,20,553.2248587608337,960000
0.87251877784729,0.4577043056488037,-9647.059907363542,-1283.4201361944004,0.5717029571533203,43.41278504651429,5,-1.0148805e-05,1.3672680854797363,42860.19142542144,86.12926921579003,31.6374933719635,236.0432935655117,-0.004556743,90.33572850560522,0.4912149906158447,25.13382782568982,0.47875544,0.6684648,0.0011043548583984375,-196470.25706359744,27.46479296684265,25000,24,1.6884536743164062,-32.65400385010211,2.8018083572387695,20,584.8693039417267,1000000
0.8516926765441895,0.46977663040161133,191.24485411271453,94.76904442935378,0.5400269031524658,49.590394057202445,5,-9.8836035e-06,1.3595778942108154,17.86832120479008,106.32006086621443,31.997655630111694,217.24695128202438,-0.002953479,236.45474497035644,0.351794958114624,175.22772542970444,0.4849209,0.64870137,0.0010399818420410156,154.64846977591515,28.008095741271973,26000,25,1.6898725032806396,110.09569708731786,2.6265742778778076,20,616.8729569911957,1040000
0.8752076625823975,0.46335363388061523,-127038.5490971908,-19204.49525533085,0.5601029396057129,11.955485828566722,5,-9.579668e-06,1.3794608116149902,261019.45626659258,119.52621413848411,18.054871320724487,231.0957534611225,-0.007263777,299.9210958453341,0.40624451637268066,280.0530936661576,0.58593935,0.63038284,0.0009529590606689453,-774193.0618225932,14.210351705551147,27000,26,1.432821273803711,263.61235602427524,2.461549758911133,20,634.9343945980072,1080000
0.8721168041229248,0.5025131702423096,230.97222509384156,79.51686958911328,0.5947365760803223,20.466288876291184,5,-9.510257e-06,1.4135704040527344,37.93786871943434,57.55193304208319,31.551227569580078,300.3230989575386,-0.008254081,162.5703375437634,0.42110729217529297,127.60865660545248,0.58912474,0.6266872,0.0009171962738037109,176.53032872080803,27.58964204788208,28000,27,1.4708311557769775,104.34107924852229,2.5450422763824463,20,666.5080437660217,1120000
0.9163382053375244,0.5422155857086182,-24794.008728949724,-3599.9626583278505,0.556053638458252,14.500739553727303,5,-9.300074e-06,1.4968841075897217,109173.42277802053,74.57598042787615,31.81037473678589,311.6012870967388,-0.004843831,195.8208564424855,0.3645803928375244,173.14802352385442,0.6186556,0.6152802,0.0012197494506835938,-500669.8729509115,27.861311197280884,29000,28,1.496124029159546,150.41290197639236,2.448087215423584,20,698.3355808258057,1160000
0.938591718673706,0.5747368335723877,221.6099033653736,93.1940333168787,0.6547248363494873,38.09870339609396,5,-9.283734e-06,1.5714976787567139,11.347709155351334,51.256692522927565,32.24704623222351,242.61777073144913,-0.008780812,142.777898584417,0.27274632453918457,98.54252405511038,0.4605498,0.61163145,0.0009629726409912109,190.51080068945885,28.26219391822815,30000,29,1.4418926239013672,52.22417395436356,2.4100866317749023,20,730.5877456665039,1200000
0.9715015888214111,0.5581667423248291,205.40049758553505,100.94944425700449,0.5824480056762695,6.132202915827989,5,-8.754462e-06,1.570146083831787,12.777507909832082,111.11689054960655,32.37538456916809,224.1995505988598,-0.006171322,267.7227608491839,0.2858419418334961,263.07917711482975,0.45815805,0.58114594,0.0007188320159912109,164.6614865064621,28.375977516174316,31000,30,1.5378978252410889,251.03324308456945,2.4264347553253174,20,762.9716341495514,1240000
0.9479589462280273,0.5214340686798096,-119871.57733924538,-18683.962705172344,0.5990045070648193,33.19219215422244,5,-8.456881e-06,1.5147075653076172,290277.3739265895,124.51491447921903,27.67115831375122,293.2446261048317,-0.002991928,319.2878491250424,0.3494553565979004,277.6768510364962,0.6257692,0.56418204,0.003019094467163086,-1231621.048407793,23.71019172668457,32000,31,1.4504103660583496,221.9908241783328,2.4411845207214355,20,790.6496605873108,1280000
0.8319346904754639,0.5028266906738281,226.41566077545286,103.63091212338509,0.5644893646240234,6.080068575223571,5,-8.200643e-06,1.3719069957733154,6.191303304265523,106.31706099439103,32.21498155593872,236.90283662080765,-0.004132786,255.8544833390108,0.30333971977233887,248.67925543835014,0.42562068,0.5503045,0.0005991458892822266,214.50147786736488,28.43794345855713,33000,32,1.4784290790557861,237.59215773752823,2.4008290767669678,20,822.8686707019806,1320000
0.8601794242858887,0.46608591079711914,243.69549882728606,118.06059995058976,0.5474083423614502,4.090992933479078,5,-7.834507e-06,1.3658909797668457,28.040920568933092,120.90360179253787,33.26227617263794,267.1160441339016,-0.0043804264,288.3927435390645,0.27425098419189453,283.86522581071927,0.33958578,0.5294784,0.0009922981262207031,127.0741654150188,29.598241567611694,34000,33,1.4339988231658936,277.0030874103562,2.2939465045928955,20,856.1365299224854,1360000
0.8095502853393555,0.43116021156311035,-228890.3407748133,-55592.75970187816,0.5775177478790283,74.82248236471646,5,-7.667529e-06,1.293670892715454,799450.5370914729,115.8574167834818,7.504448890686035,299.8815638422966,-0.004279825,230.8095406696728,0.25852108001708984,163.9038260675838,0.44342196,0.5201937,0.0009686946868896484,-3581725.577191174,3.5502893924713135,35000,34,1.77947998046875,68.62632471695228,2.6572132110595703,20,863.6482856273651,1400000
0.6662073135375977,0.43602466583251953,181.87734591467307,91.22749300108046,0.5734436511993408,19.90299944126228,5,-7.368312e-06,1.1340715885162354,49.30729881554977,114.618330661481,32.9522590637207,242.42293217778206,-0.0037327905,296.6928958945616,0.43388843536376953,271.72354815932675,0.43817827,0.5058538,0.0010442733764648438,48.885305777192116,29.253496885299683,36000,35,1.5292580127716064,236.26212006381874,2.5613467693328857,20,896.6082303524017,1440000
0.7710661888122559,0.44864511489868164,-2429722.286837884,-684356.8554964372,0.5517830848693848,13.481086334474451,5,-7.064015e-06,1.2569785118103027,1838588.6749314188,113.27501143142351,34.43540906906128,221.43925124406815,-0.0018934376,279.20810434488857,0.32616138458251953,265.35889048607703,0.86111253,0.49055648,0.0010781288146972656,-4419324.470555246,30.548314571380615,37000,36,1.708770751953125,242.56574021491522,2.612826108932495,20,931.0549359321594,1480000
0.6949234008789062,0.44995784759521484,-592960.554089287,-107637.08339304104,0.5417680740356445,7.522053768505705,5,-7.0547458e-06,1.1800928115844727,780044.8836529402,94.49684469759625,34.2175714969635,298.1960658431053,-0.00436059,228.79608481814836,0.45574188232421875,216.59220364325455,0.6548224,0.4903178,0.0029685497283935547,-2181914.871599138,30.38623070716858,38000,37,1.6078803539276123,207.45930233164458,2.6457810401916504,20,965.2786130905151,1520000
0.8466944694519043,0.5773186683654785,-37309.462735717374,-5427.452122589778,0.5467081069946289,5.647552245552941,5,-7.034408e-06,1.4625945091247559,108344.25826892452,93.12989191947824,34.438193798065186,-659.657472088933,-0.0046505607,224.6309238738668,0.34265613555908203,213.82493362767522,0.4190955,0.48962113,0.001119852066040039,-366554.1277931556,30.534657955169678,39000,38,1.5123720169067383,208.51630302799006,2.4304351806640625,20,999.723361492157,1560000
0.8969337940216064,0.5520298480987549,-106796.65738350786,-18475.04206095203,0.6096653938293457,15.674769253449668,5,-6.9003677e-06,1.488940954208374,369968.7547711608,97.2293001481061,33.70522689819336,299.5144627094269,-0.010097844,252.44259522448485,0.2694265842437744,224.52414276400478,0.4540719,0.48280093,0.0015301704406738281,-1651229.8983200788,29.85463833808899,40000,39,1.459367036819458,206.81696651445722,2.3573827743530273,20,1033.4350771903992,1600000
0.9040884971618652,0.5258443355560303,199.26036874502898,84.1442362650715,0.5424900054931641,25.882151544703405,5,-6.745525e-06,1.4750213623046875,25.921633556500836,103.90901676755807,33.71847581863403,271.99272763729095,-0.008143793,279.64735773713977,0.3666696548461914,248.18616734429852,0.49473998,0.47531185,0.0005342960357666016,163.54565715789795,29.86909532546997,41000,40,1.4108045101165771,215.3095632001586,2.3719992637634277,20,1067.178450345993,1640000
0.9290342330932617,0.5147523880004883,256.64584608376026,109.44235245560546,0.5378856658935547,10.168317322947386,5,-6.6425305e-06,1.4821743965148926,41.27208840443678,102.01997773967183,34.599498987197876,299.37671917676926,-0.003926138,245.02846720133462,0.33379244804382324,229.02097241728833,0.47538817,0.4701019,0.0007603168487548828,143.54674196243286,30.712104082107544,42000,41,1.4858968257904053,213.94105119617086,2.402496099472046,20,1101.7840025424957,1680000
0.8699781894683838,0.5322780609130859,308.66112689375876,120.40986518368058,0.5900416374206543,14.228434374351,5,-6.636422e-06,1.4407978057861328,30.190121248240903,97.51348909322127,34.41434955596924,367.8712942004204,-0.0063672806,243.31789887286382,0.28148627281188965,220.88067200936712,0.4230145,0.4693991,0.0013589859008789062,255.46493941545486,30.633241653442383,43000,42,1.432347297668457,203.30506132077937,2.333860397338867,20,1136.2025129795074,1720000
0.8850557804107666,0.5713276863098145,264.3462822198868,115.1724976394692,0.6139700412750244,41.39661725280797,5,-6.469423e-06,1.5083892345428467,12.020418621007314,101.16052896143994,34.40792369842529,278.1433593034744,-0.0039225593,165.2776020611889,0.26845645904541016,122.28144534762677,0.40341642,0.4623483,0.0009915828704833984,232.10973745584488,30.293184757232666,44000,43,1.7022507190704346,44.60387499588943,2.6019155979156494,20,1170.6247062683105,1760000
1.0316672325134277,0.5842325687408447,-120268.86468812525,-25201.158000011892,0.596998929977417,13.320928872797996,5,-6.3137877e-06,1.6593043804168701,525341.7722755776,116.57902099414821,35.7754385471344,278.178679227829,-0.0053272815,283.2947164305001,0.41623902320861816,269.742729277705,0.44322714,0.4569169,0.0010480880737304688,-2410180.5570946336,31.504054069519043,45000,44,1.5733723640441895,245.9701238840229,2.606114149093628,20,1206.4191596508026,1800000
0.8697304725646973,0.604809045791626,-77568.60492685437,-13756.981625400542,0.5959575176239014,9.047119156479871,5,-6.2432673e-06,1.5122849941253662,339177.9424092845,108.30955623168356,37.95599699020386,275.7907283306122,-0.008577089,267.92974253210036,0.4328584671020508,253.64612481127682,0.37512872,0.45253012,0.001058340072631836,-1556010.9715059996,33.679025173187256,46000,45,1.6723136901855469,241.41930971586768,2.758094072341919,20,1244.38023519516,1840000
0.975048303604126,0.5288782119750977,267.81636450886725,115.94338430872801,0.643669843673706,48.76660981246213,5,-5.9641584e-06,1.5419509410858154,9.061171010485475,102.96592827799077,34.5623242855072,283.9405006766319,-0.010956142,210.68482261718836,0.3204343318939209,127.71041026637279,0.2758492,0.4403925,0.0006883144378662109,250.85318434238434,30.399078369140625,47000,46,1.6322131156921387,75.33461208064983,2.6156060695648193,20,1278.9477384090424,1880000
0.8271443843841553,0.5044658184051514,-686952.0783114315,-182839.01442370174,0.5681285858154297,63.89710799874513,5,-5.86923e-06,1.38083815574646,1401705.8584744413,90.12486746262019,35.30867838859558,301.2943284511566,-0.007393732,125.57068738990039,0.47017502784729004,47.40354740223991,0.39571443,0.43603006,0.0008947849273681641,-4130807.445582211,31.226391315460205,48000,47,1.6113288402557373,-27.487109482940827,2.697903633117676,20,1314.2634675502777,1920000
0.86322021484375,0.5104525089263916,285.4689495921135,121.31032205736301,0.5960440635681152,32.71128089956315,5,-5.7507687e-06,1.4143803119659424,6.9334224130255535,115.06659188200379,35.42291617393494,298.3174411058426,-0.0070786285,268.3717778894025,0.5264136791229248,232.604999510035,0.28601542,0.43086645,0.0008578300476074219,268.7726253271103,31.20142912864685,49000,48,1.6583786010742188,172.55761206840864,2.800020217895508,20,1349.6925344467163,1960000
0.8670001029968262,0.5095899105072021,253.94512249231337,115.59019790061552,0.6004765033721924,31.281775548581706,5,-5.339444e-06,1.4175152778625488,32.774133178089215,114.39243921026514,36.23135447502136,286.7692318558693,-0.0031895651,266.33757829829517,0.37094640731811523,216.71089105912512,0.4097355,0.41302443,0.0007295608520507812,145.31135249137878,32.112133502960205,50000,49,1.6990265846252441,178.4012465918746,2.691434621810913,20,1385.928629875183,2000000
0.8725051879882812,0.5289402008056641,255.39619195461273,109.437434779515,0.6910862922668457,7.894167322140296,5,-5.1188913e-06,1.437058687210083,12.69964549229551,111.97405373225028,36.537649631500244,272.45597130060196,-0.0042772354,275.61214020470504,0.27034521102905273,263.4699411486414,0.35243717,0.40390325,0.0007803440093994141,220.1145578622818,32.33963370323181,51000,50,1.7637324333190918,251.38790515028634,2.756939649581909,20,1422.4795143604279,2040000
